location,event,date,artist
Geneve,FESTIVAL DE JAZZ DE L'AMR,2015-03-28,MATHIEU ROSSIGNELLY
Leysin,WORLDWIDE FESTIVAL LEYSIN,2015-03-28,BRANDT BRAUER FRICK
