,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
7500,Vera Ehrensperger,None,None,,,
7501,Dagny Gioulami,None,None,,,
7502,The Story So Far,"['alternative emo', 'anthem emo', 'emo', 'pixie', 'pop punk', 'screamo']",None,,,
7503,The American Scene,"['alternative emo', 'anthem emo', 'deep pop punk']",None,,,
7504,Samuel Jungen,None,None,,,
7505,Chelsea Wolfe,"['dream pop', 'freak folk', 'grave wave', 'nu gaze', 'post rock', 'post-doom metal', 'post-metal']","{'emo', 'drone', 'drone metal', 'rai', 'son', 'anarcho-punk', 'punk', 'metal', 'black metal', 'dark ambient', 'post-metal', 'folk', 'rap', 'doom metal', 'ambient', 'tone'}",,,
7506,support: Lowlakers,None,None,,,
7507,One Direction,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","{'emo', 'rai', 'son', 'ragga', 'pop', 'teen pop', 'rap', 'edm', 'ska', 'tone'}",,,
7508,support: Camryn,None,None,,,
7509,Mrs. Greenbird,None,None,,,
7510,Christian Thöni,None,None,,,
7511,Matthias Briner,None,None,,,
7512,Harri Reifler,None,None,,,
7513,Ed Sutton,None,None,,,
7514,Karin Gasparri,None,None,,,
7515,Bruno Kaufmann,None,None,,,
7516,Claus Boesser-Ferrari,['fingerstyle'],None,,,
7517,Attila Vural,None,None,,,
7518,Sandro Blank,None,None,,,
7519,Nina Hagen,None,"{'disco', 'rai', 'son', 'punk', 'metal', 'ska', 'rap', 'rock', 'funk', 'jazz'}",,,
7520,Carola Wirth,None,None,,,
7521,Severin Graf,None,None,,,
7522,Oana Catalina Chitu & Ensemble - Divine,None,None,,,
7523,Oana Catalina Chitu,None,None,,,
7524,Dejan Jovanovic,None,None,,,
7525,Vladimir Karparov,None,None,,,
7526,Alexej Wagner,None,None,,,
7527,Alexander Franz,None,None,,,
7528,Dimitris Christidis,None,None,,,
7529,Benedict Wieland,None,None,,,
7530,Marc Stucky,None,None,,,
7531,Tonic Strings meet Robbie Flemming,None,None,,,
7532,Robbie Flemming,None,None,,,
7533,Stephan Urwyler,None,None,,,
7534,Regina Litvinova,None,None,,,
7535,Andreas Manns,None,None,,,
7536,Christian Scheuber,None,None,,,
7537,Gottesmorder,None,None,,,
7538,Russkaja,['russian punk'],{'ska'},,,
7539,Kings of Dubrock,None,{'rock'},,,
7540,Black Flag,"['alternative rock', 'crossover thrash', 'funk rock', 'grunge', 'hardcore punk', 'post-hardcore', 'punk', 'skate punk']","{'hardcore', 'rai', 'son', 'breakbeat', 'punk', 'punk rock', 'metal', 'heavy metal', 'sludge metal', 'rap', 'rock', 'ska', 'free jazz', 'jazz'}",,,
7541,Good For You,None,None,,,
7542,Leon Baldensberger,None,None,,,
7543,Marena Witcher,None,None,,,
7544,Dark Cloud & Band,None,None,,,
7545,Ines Brodbeck,None,None,,,
7546,Srdjan Vukasinovic,None,None,,,
7547,Eric Gut,None,None,,,
7548,Spectrum,"['a cappella', 'barbershop']",{'rap'},,,
7549,Luka Corman,None,None,,,
7550,Vershon,"['dancehall', 'riddim']",None,,,
7551,Silviya Savova-Hartkamp,None,None,,,
7552,Anna Tyka Nyffenegger,None,None,,,
7553,Erika Schutter,None,None,,,
7554,Joel Marosi,None,None,,,
7555,Stefan Tönz,None,None,,,
7556,Gregory Porter,"['soul', 'vocal jazz']","{'blues', 'house', 'gospel', 'soul', 'rap', 'funk', 'jazz'}",,,
7557,Yosuke Sato,None,None,,,
7558,Chip Crawford,None,None,,,
7559,Aaron James,None,None,,,
7560,Emanuel Harrold,None,None,,,
7561,William Lombardi,None,None,,,
7562,The Devil And The Universe,None,None,,,
7563,Phasenmensch,None,None,,,
7564,Harry White,None,None,,,
7565,Matthias Ebner,None,None,,,
7566,conductor: René Wohlhauser,None,None,,,
7567,works by René Wohlhauser,None,None,,,
7568,Another Me,None,"{'rap', 'rai', 'son'}",,,
7569,Claudio Strübi,None,None,,,
7570,Paris Combo,['chanson'],"{'world', 'rap', 'ska', 'jazz', 'son'}",,,
7571,Belle du Berry,None,"{'rap', 'son'}",,,
7572,David Lewis,"['speed garage', 'uk garage']","{'rap', 'ska', 'son'}",,,
7573,Potzi,None,None,,,
7574,Emmanuel Chabbey,None,None,,,
7575,Francois Jeannin,None,None,,,
7576,Luigi Di Nunzio,None,None,,,
7577,Aldo Vigorito,None,None,,,
7578,Tony Arco,None,None,,,
7579,Lisa Catena,None,None,,,
7580,Dieter Grolimund,None,None,,,
7581,Max Brasser,None,None,,,
7582,Stephan Lipp,None,None,,,
7583,Thomas Schwabe,None,None,,,
7584,Markus Schweizer,None,None,,,
7585,I Am Oak,"['dutch rock', 'indie folk']",None,,,
7586,Solvane,None,None,,,
7587,Bassette,None,{'rap'},,,
7588,Anke Vondung,None,"{'latin', 'rap', 'ska', 'enka', 'son'}",,,
7589,Christoph Berner,None,{'rap'},,,
7590,Warhaus,"['belgian rock', 'dutch rock']",None,,,
7591,support: Echo Beatty,None,None,,,
7592,Gary Scot,None,None,,,
7593,Dave Koller,None,None,,,
7594,Hannes Würgler,None,None,,,
7595,Cobus Swanepoel,None,None,,,
7596,works by Margrit Schenker,None,None,,,
7597,Florian Keller,None,"{'rap', 'son'}",,,
7598,Grant-Lee Phillips,"['alternative country', 'roots rock', 'singer-songwriter']","{'rock', 'folk', 'rap', 'folk rock'}",,,
7599,Thayer Saranno,None,None,,,
7600,Reel Big Fish,"['comic', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'ska', 'ska punk', 'skate punk']","{'ska punk', 'punk', 'punk rock', 'pop', 'rap', 'rock', 'ska', 'tone'}",,,
7601,Heaven Shall Burn,"['alternative metal', 'death core', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metalcore', 'neue deutsche harte', 'nu metal']","{'rai', 'son', 'metal', 'metalcore', 'pop', 'deathcore', 'rap', 'straight edge', 'ska', 'death metal'}",,,
7602,Jimmy Eat World,"['alternative rock', 'emo', 'neo mellow', 'pop christmas', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas']","{'emo', 'grunge', 'hardcore', 'son', 'punk', 'punk rock', 'pop', 'latin', 'rock', 'power pop', 'rap', 'pop punk', 'world', 'ska'}",,,
7603,Bear Hands,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'shimmer pop']",None,,,
7604,Down,"['alternative metal', 'alternative rock', 'funk rock', 'nu metal', 'post-grunge', 'rock']","{'rap', 'ska', 'tone', 'son'}",,,
7605,Red Fang,"['alternative metal', 'doom metal', 'funk rock', 'garage rock', 'post-doom metal', 'post-metal', 'psychedelic doom', 'sludge metal', 'stoner metal', 'stoner rock']","{'stoner rock', 'heavy metal', 'metal', 'sludge metal', 'rap', 'rock', 'tone'}",,,
7606,Converge,"['chaotic hardcore', 'emo', 'grindcore', 'mathcore', 'metalcore', 'noise rock', 'post rock', 'post-doom metal', 'post-hardcore', 'post-metal', 'sludge metal', 'space rock', 'straight edge']","{'hardcore', 'rai', 'punk', 'metal', 'metalcore', 'rap', 'rock', 'ska', 'tone'}",,,
7607,DJs Hardwell,None,None,,,
7608,Dyro,"['big room', 'brostep', 'catstep', 'complextro', 'deep big room', 'edm', 'electro house', 'house', 'moombahton', 'progressive electro house', 'progressive house']","{'electro', 'electro house', 'emo', 'big room', 'disco', 'house', 'son', 'rap', 'ska', 'tone'}",,,
7609,Dannic,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']","{'emo', 'house', 'son', 'rap', 'tech house', 'ska', 'tone'}",,,
7610,Quentin Mosimann,['french pop'],"{'electro', 'emo', 'house', 'son', 'swing', 'pop', 'latin', 'rap', 'dance-pop', 'ska', 'tone', 'jazz'}",,,
7611,DJs Thomas Newson,None,{'son'},,,
7612,Jay Hardway,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'tropical house']","{'emo', 'son', 'house', 'rap', 'rock', 'ska', 'tone'}",,,
7613,Brushy One String,None,None,,,
7614,Mannish Boys,"['acoustic blues', 'chicago blues', 'country blues', 'harmonica blues', 'louisiana blues', 'memphis blues', 'soul blues', 'swamp blues', 'texas blues']",None,,,
7615,Big Pete Band,None,None,,,
7616,Sugar Ray Norcia & Friends - Back Porch Blues,None,None,,,
7617,Morgan Band,None,None,,,
7618,DJ Tide,None,None,,,
7619,Jule Rosner,None,None,,,
7620,Sara Mingardo,None,"{'rap', 'son'}",,,
7621,Cristina Banegas,None,None,,,
7622,Roger Helou,None,None,,,
7623,Adrian Häusler,None,None,,,
7624,Dmitri Makhtin,None,None,,,
7625,Annenmaykantereit,"['deep german pop rock', 'german pop']",None,,,
7626,Carmatango,None,{'tango'},,,
7627,Marcelo Rossini,None,None,,,
7628,Arthur Vonfel,None,None,,,
7629,Julia Koci,None,None,,,
7630,Regula Rosin,None,None,,,
7631,Flaviano Rossi,None,None,,,
7632,Giovanni Sanvito,None,None,,,
7633,Künstlerische Leitung: Daniel Moos,None,None,,,
7634,Josh,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock']",{'rap'},,,
7635,Kurt Söldi,None,None,,,
7636,Romain Virgo,"['dancehall', 'lovers rock', 'reggae fusion', 'riddim', 'roots reggae']",None,,,
7637,Brandt Brauer Frick,['microhouse'],None,,,
7638,Harriet Krijgh,None,None,,,
7639,Magda Amara,None,None,,,
7640,Scott Kelly,"['post-metal', 'sludge metal']","{'rap', 'ska', 'rai', 'son'}",,,
7641,CHVE,None,None,,,
7642,Katie Braunschweiler,None,None,,,
7643,The Black Dahlia Murder,"['brutal death metal', 'death core', 'death metal', 'deathgrind', 'djent', 'groove metal', 'mathcore', 'melodic death metal', 'melodic metalcore', 'metal', 'metalcore', 'technical death metal']","{'rai', 'metal', 'ska', 'death metal', 'rap'}",,,
7644,Benighted,"['brutal death metal', 'death core', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']","{'son', 'brutal death metal', 'metal', 'deathcore', 'rap', 'grindcore', 'brutal deathcore', 'death metal'}",,,
7645,Selina Cuonz,None,None,,,
7646,Marija Wüthrich-Savicevic,None,None,,,
7647,Master-Abschlussrezital Florin Grüter,None,None,,,
7648,Astronauts,"['bay area indie', 'chillwave', 'indie dream pop', 'indie psych-rock', 'shimmer pop', 'shiver pop', 'vapor soul']",None,,,
7649,Max Lässer,['fingerstyle'],None,,,
7650,Mike Aaberg,None,None,,,
7651,Thomas Pridgen,None,"{'rock', 'emo', 'rap', 'ska', 'jazz'}",,,
7652,Trio Choro Moderno,None,None,,,
7653,Jo Künzle,None,None,,,
7654,Tobias Hächler,None,None,,,
7655,Annina Künzi,None,None,,,
7656,Alexandra Hebart,None,None,,,
7657,Virginia Breitenstein Krejcík,None,None,,,
7658,Orchid,"['doom metal', 'psychedelic doom', 'retro metal', 'sludge metal', 'stoner metal', 'stoner rock']","{'doom metal', 'metal', 'screamo', 'rap'}",,,
7659,support: Blues Pills,None,None,,,
7660,Scorpion Child,None,"{'blues', 'heavy metal', 'metal', 'krautrock', 'pop', 'rap', 'hard rock', 'blues rock', 'rock'}",,,
7661,Bennewitz Quartett,None,None,,,
7662,Vadim Repin,"['classical performance', 'violin']","{'rap', 'idm', 'rai', 'son'}",,,
7663,Thirty Seconds To Mars,"['alternative metal', 'alternative rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rock']",None,,,
7664,You Me At Six,"['british alternative rock', 'emo', 'pixie', 'pop punk', 'screamo']","{'punk', 'pop punk', 'pop', 'rap', 'rock', 'ska'}",,,
7665,conductor: Lars Vogt,None,None,,,
7666,Cyrus von Hochstetter,None,None,,,
7667,Ludovico Einaudi Ensemble,None,None,,,
7668,Thomas Banholzer,None,None,,,
7669,Klaus Knöpfle,None,None,,,
7670,Pit Drefahl,None,None,,,
7671,Metamkine,None,None,,,
7672,Sarah Buechi,None,None,,,
7673,Heinrich Mätzener,None,None,,,
7674,Laurent Weibel,None,None,,,
7675,Rumjana Naydenova,None,None,,,
7676,Marc Hantaï,None,None,,,
7677,Philippe Pierlot,['harpsichord'],"{'rap', 'son'}",,,
7678,Xavier Díaz-Latorre,None,None,,,
7679,Andras Schiff,"['classical', 'classical performance', 'classical piano', 'harpsichord', 'orchestral', 'violin']","{'rap', 'ska'}",,,
7680,Dream Theater,"['album rock', 'alternative metal', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'progressive rock', 'rock']","{'emo', 'rai', 'son', 'heavy metal', 'metal', 'glam rock', 'pop', 'rap', 'rock', 'ska', 'tone'}",,,
7681,Kataklysm,"['black metal', 'brutal death metal', 'canadian metal', 'death metal', 'deathgrind', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'metalcore', 'speed metal', 'symphonic black metal', 'technical death metal', 'thrash metal', 'viking metal']","{'emo', 'thrash metal', 'black metal', 'metal', 'rap', 'grindcore', 'ska', 'death metal'}",,,
7682,Jean-Marc Phillips,None,None,,,
7683,Bertrand Cervera,None,None,,,
7684,Jean-Paul Minali-Bella,None,None,,,
7685,Eric Levionnois,None,None,,,
7686,Sylvain Le Provost,None,None,,,
7687,Lanterns On The Lake,"['chamber psych', 'melancholia']",None,,,
7688,Ursula Ferri,None,None,,,
7689,Una Prelle,None,None,,,
7690,Christina de Simoni,None,None,,,
7691,Heini Andermatt,None,None,,,
7692,Gerhards,None,{'rap'},,,
7693,Jochen Baldes,None,None,,,
7694,Dominic Stahl,None,None,,,
7695,Francesco Rezzonico,None,None,,,
7696,Rob Moir,['deep canadian indie'],None,,,
7697,Joel Gilardini,None,None,,,
7698,Maja Barroso Lisac,None,None,,,
7699,Lev Pupis,None,None,,,
7700,Christina Wyss,None,None,,,
7701,Claudia Vollenweider,None,None,,,
7702,Mario Giovannelli,None,None,,,
7703,Kenneth Henderson,None,{'son'},,,
7704,Jennifer Kay Aynilian,None,None,,,
7705,Gaëtan Lagrange,None,None,,,
7706,Carla Blackwood,None,None,,,
7707,Nino Lentini,None,None,,,
7708,Luo Xiaoci,None,None,,,
7709,Duan Aiai,None,None,,,
7710,Chen Yan,None,None,,,
7711,Zhou Tao,['chinese traditional'],None,,,
7712,Tang Xiaofeng,None,None,,,
7713,Crazy Lixx,"['glam metal', 'hard rock', 'melodic hard rock', 'sleaze rock', 'swedish hard rock']",None,,,
7714,Marcel Papaux,None,None,,,
7715,Lukas Hagen,None,None,,,
7716,Rainer Schmidt,None,"{'rap', 'ska', 'son'}",,,
7717,Veronika Hagen,None,None,,,
7718,Honig,['german indie'],None,,,
7719,Gavlyn,None,None,,,
7720,Alexander Kuhn,None,None,,,
7721,Syberen van Munster,None,None,,,
7722,Jens Loh,None,None,,,
7723,Axel Pape,None,"{'rap', 'son'}",,,
7724,Roger Zeller,None,None,,,
7725,Joe Schwach,None,None,,,
7726,Herb Bucher,None,None,,,
7727,Fabian Anderhub,None,None,,,
7728,Dominik Rüegg,None,None,,,
7729,Luca Leombruni,None,None,,,
7730,Walter Kaiser,None,"{'rap', 'son'}",,,
7731,Shady & The Vamp,None,None,,,
7732,Amusement Parks on Fire,"['dream pop', 'indie christmas', 'nu gaze', 'shoegaze']",None,,,
7733,support: All Eyes West,None,None,,,
7734,Mutiny on the Bounty,['math pop'],"{'rap', 'tone', 'son'}",,,
7735,Jens-Peter Maintz,None,None,,,
7736,Modestep,"['bass trap', 'brostep', 'catstep', 'complextro', 'edm', 'electro house', 'filthstep', 'moombahton', 'zapstep']","{'dubstep', 'drum and bass', 'step', 'rap', 'hard rock', 'rock', 'world', 'dub'}",,,
7737,Fler,"['deep german hip hop', 'german hip hop']","{'rap', 'gangsta rap'}",,,
7738,Dark Cloud,None,"{'rap', 'tone', 'rai', 'son'}",,,
7739,Benno Ernst,None,None,,,
7740,Dave Eichenberger,None,None,,,
7741,Christian Buehrle,None,None,,,
7742,Wankelmut,"['deep euro house', 'house', 'tropical house']",None,,,
7743,Heavy Load,"['neo-trad metal', 'nwobhm', 'nwothm']",None,,,
7744,Keith Sterling Brewer Band,None,None,,,
7745,Texas Renegade,"['deep texas country', 'outlaw country', 'texas country']",None,,,
7746,The Monroes,['classic norwegian pop'],{'rap'},,,
7747,Aljaz Cvirn,None,None,,,
7748,Daniel Maurer,None,None,,,
7749,Natan Garcia,None,None,,,
7750,Carlene Carter,"['country', 'country christmas', 'country dawn', 'dansband', 'danspunk']","{'emo', 'country', 'rai', 'son', 'chanson', 'rap', 'ska', 'tone'}",,,
7751,Terri Clark,"['canadian country', 'contemporary country', 'country', 'country christmas', 'country dawn', 'country road']",None,,,
7752,Kevin Griffiths,['minimal tech house'],None,,,
7753,Combichrist,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']","{'electro', 'metal', 'ska', 'rap'}",,,
7754,Filter,"['alternative metal', 'alternative rock', 'funk rock', 'groove metal', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']","{'grunge', 'son', 'chanson', 'metal', 'post-grunge', 'tone', 'rap', 'rock', 'ska', 'sega'}",,,
7755,Rabia Sorda,"['aggrotech', 'ebm', 'electro-industrial', 'futurepop']",None,,,
7756,Remo Schnyder,None,{'emo'},,,
7757,Marina Viotti,None,None,,,
7758,Antonio Poli,None,None,,,
7759,Piotr Plawner,None,None,,,
7760,Isabella Klim,None,None,,,
7761,Taeko Szedlák,None,None,,,
7762,Pyrates,['shanty'],{'rap'},,,
7763,V-Hajd,None,None,,,
7764,Entera,None,None,,,
7765,Paled,None,None,,,
7766,Andrei Ioni,None,None,,,
7767,L'Orkès Péï d'Oko,None,None,,,
7768,Olivier Ker Ourio,None,"{'rap', 'jazz'}",,,
7769,Denis Leloup,None,"{'emo', 'rap', 'jazz', 'son'}",,,
7770,Stéphane Chausse,None,None,,,
7771,Eric Séva,None,None,,,
7772,Frédéric Couderc,None,"{'pop', 'rap', 'son'}",,,
7773,Jerry Léonide,None,"{'rap', 'jazz', 'son'}",,,
7774,Linley Marthe,None,"{'rap', 'funk', 'jazz', 'son'}",,,
7775,Arnaud Dolmen,None,None,,,
7776,Félix Verry,None,None,,,
7777,Live: Elvis,None,None,,,
7778,DORJ,None,None,,,
7779,Nisl,None,None,,,
7780,Sebastian Eyb,None,None,,,
7781,Barbara Oehm,None,None,,,
7782,Michelle Breedt,None,None,,,
7783,Yulia Miloslavskaya,None,{'ska'},,,
7784,Rainer Seegers,None,None,,,
7785,White Miles,None,None,,,
7786,Valley Of The Sun,"['psychedelic doom', 'retro metal', 'stoner rock']",None,,,
7787,Andreas Lang,None,None,,,
7788,Oliver Steidle,None,None,,,
7789,DJ Libre,None,None,,,
7790,Kurt Schlup,None,None,,,
7791,Peter Gottstein,None,None,,,
7792,Korpiklaani,"['folk metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'viking metal']","{'thrash metal', 'heavy metal', 'metal', 'folk', 'rap', 'ska', 'tone', 'folk metal'}",,,
7793,Die Apokalyptischen Reiter,"['folk metal', 'german metal', 'medieval rock', 'melodic death metal', 'neue deutsche harte', 'power metal', 'viking metal']","{'thrash metal', 'heavy metal', 'metal', 'folk', 'rap', 'power metal', 'hard rock', 'rock', 'ska', 'death metal', 'folk metal'}",,,
7794,Finntroll,"['finnish metal', 'folk metal', 'gothic metal', 'melodic death metal', 'metal', 'pagan black metal', 'power metal', 'symphonic black metal', 'viking metal']","{'thrash metal', 'black metal', 'heavy metal', 'metal', 'folk', 'rap', 'ska', 'death metal', 'folk metal'}",,,
7795,Varg,"['folk metal', 'german metal', 'medieval rock', 'neue deutsche harte', 'viking metal']","{'pagan metal', 'black metal', 'metal', 'metalcore', 'viking metal', 'rap', 'death metal'}",,,
7796,Hämatom,"['medieval rock', 'neue deutsche harte']",None,,,
7797,Skyforger,"['folk metal', 'latvian pop', 'medieval', 'slavic metal', 'viking metal']","{'emo', 'thrash metal', 'black metal', 'heavy metal', 'metal', 'folk', 'rap', 'folk metal'}",,,
7798,Winterstorm,"['folk metal', 'german metal', 'medieval rock', 'neo-trad metal', 'power metal']",None,,,
7799,Jörg Demus,"['classical christmas', 'classical piano']","{'rap', 'ska', 'son'}",,,
7800,Guillaume Effler,None,None,,,
7801,Eun-Ah Cho-Nitschke,None,None,,,
7802,Adelina Oprean,None,None,,,
7803,Daniel Sepec,None,None,,,
7804,Thomas Trotter,['classical organ'],None,,,
7805,Andrew Tyson,None,{'son'},,,
7806,Vasilisa Berzhanskaya,None,{'ska'},,,
7807,Hayrapet Arakelyan,None,{'rap'},,,
7808,Fedor Rudi,None,None,,,
7809,Rudolfs Vanks,None,None,,,
7810,Peter Tuscher,None,None,,,
7811,Andy McKee,['fingerstyle'],"{'rap', 'son'}",,,
7812,Baenz Oester,None,None,,,
7813,Benno Blattmann,None,None,,,
7814,Mark Heinrich,None,None,,,
7815,Reto Lehmann,None,None,,,
7816,Blackalicious,"['abstract hip hop', 'alternative hip hop', 'hardcore hip hop', 'hip hop', 'trip hop', 'turntablism']","{'chanson', 'rap', 'son'}",,,
7817,Pokey LaFarge,['new americana'],"{'blues', 'country', 'country blues', 'folk', 'rap', 'ragtime', 'jazz'}",,,
7818,Jake La Botz,None,None,,,
7819,DJs Silicone Soul,None,None,,,
7820,Soukie & Windish,"['deep euro house', 'deep melodic euro house']",None,,,
7821,Werner Siegenthaler,None,None,,,
7822,Urs Brunner,None,None,,,
7823,Erwin Bieri,None,None,,,
7824,Urs Dengler,None,None,,,
7825,Elena González,None,None,,,
7826,Ai Yamamura,None,None,,,
7827,Holy Cross,['neo-trad metal'],"{'rap', 'ska', 'rai'}",,,
7828,Crusher,['otacore'],None,,,
7829,D.O.A.,"['crossover thrash', 'hardcore punk', 'oi', 'punk', 'skate punk', 'thrash core']","{'rock', 'rap', 'ska', 'thrash metal', 'metal'}",,,
7830,Alessandro Chiavetta,None,None,,,
7831,Raul Calvo Royo,None,None,,,
7832,Patrycja Pakiela,None,None,,,
7833,Edna Stern,None,None,,,
7834,Malcolm Green,None,None,,,
7835,Jessie Gu,None,None,,,
7836,María Cristina Kiehr,None,"{'rap', 'baroque', 'son'}",,,
7837,Bernhard Maurer,None,None,,,
7838,Jonathan Rubin,None,None,,,
7839,Lester Menezes Trio,None,None,,,
7840,Brendan Walsh,None,None,,,
7841,Marianne Wälchli,None,None,,,
7842,Anthony Di Giantomasso,None,None,,,
7843,Sarah Bowman,None,None,,,
7844,Rene Coal Burrrell,None,None,,,
7845,Bauchklang,None,"{'rap', 'son'}",,,
7846,Jay-Z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']","{'new wave', 'nu metal', 'rai', 'son', 'chanson', 'metal', 'latin', 'rap', 'rock', 'ska', 'tone'}",,,
7847,BB & The Blues Shacks,"['blues-rock guitar', 'harmonica blues', 'louisiana blues', 'power blues-rock', 'swamp blues', 'texas blues']",None,,,
7848,Juliana Georgieva,None,None,,,
7849,Maria Clément,None,None,,,
7850,Cristina de Simoni,None,None,,,
7851,Tenacious D,"['alternative metal', 'alternative rock', 'comedy rock', 'comic', 'heavy christmas', 'post-grunge', 'rock']","{'rai', 'son', 'heavy metal', 'metal', 'rap', 'hard rock', 'rock', 'ska', 'tone'}",,,
7852,The Outside Track,"['celtic', 'irish folk', 'jig and reel']",None,,,
7853,Yunus Emre Kaya,None,None,,,
7854,Gieri Maissen,None,None,,,
7855,Landgren-Wollny Duo,None,None,,,
7856,Nils Landgren,"['swedish jazz', 'vocal jazz']","{'jazz-funk', 'son', 'ska', 'rap', 'jazz fusion', 'funk', 'jazz'}",,,
7857,Michael Wollny,"['contemporary jazz', 'dark jazz', 'fourth world', 'swedish jazz']","{'rap', 'jazz'}",,,
7858,Guest: Nina Blank,None,None,,,
7859,Yuri Goloubev,None,None,,,
7860,Asaf Sirkis,None,None,,,
7861,Luke Winslow King,"['alternative country', 'country blues', 'deep new americana', 'michigan indie', 'modern blues', 'new americana']",None,,,
7862,Monster Magnet,"['alternative metal', 'alternative rock', 'funk rock', 'garage rock', 'groove metal', 'grunge', 'hard rock', 'industrial metal', 'industrial rock', 'metal', 'rap rock', 'rock', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']","{'grunge', 'son', 'stoner rock', 'heavy metal', 'metal', 'space rock', 'rap', 'hard rock', 'rock', 'ska', 'tone'}",,,
7863,Xenia Kriisin,None,None,,,
7864,Polina Peskina,None,None,,,
7865,Matthias Walpen,None,None,,,
7866,Michael Favre,None,None,,,
7867,Andrew Lawrence-King,"['choral', 'classical christmas', 'early music', 'harpsichord']","{'rap', 'baroque'}",,,
7868,Jordi Savall,"['baroque', 'choral', 'classical', 'classical performance', 'early music', 'harpsichord', 'orchestral', 'violin']","{'rai', 'son', 'baroque', 'rap', 'world', 'ska'}",,,
7869,Susanne Schaad,None,None,,,
7870,Barbara Bohnert,None,None,,,
7871,Conductor: Antje Weithaas,None,None,,,
7872,Katja Peter,None,None,,,
7873,Agnieszka Budziska-Bennett,None,{'ska'},,,
7874,Kelly Landerkin,None,None,,,
7875,Hanna Järveläinen,None,None,,,
7876,Baptiste Romain,None,None,,,
7877,Deutschland und der Schweiz,None,None,,,
7878,Noëmi Sohn Nad,None,None,,,
7879,Nadezhda Korshakova,None,None,,,
7880,Peter Laul,None,None,,,
7881,Martin Gebhardt,None,None,,,
7882,Roswitha Killian,None,None,,,
7883,Miriam Moser,None,None,,,
7884,Rebecca Firth,None,None,,,
7885,Stefanie Iranyi,None,None,,,
7886,Evgeny Sevastyanov,None,None,,,
7887,Yoshiko Masaki,None,None,,,
7888,Julie Fowlis,"['british folk', 'celtic', 'irish folk']","{'folk', 'rap', 'ska', 'son'}",,,
7889,Duncan Chisholm,None,None,,,
7890,Tony Byrne,None,"{'rap', 'ska'}",,,
7891,Menahehm Pressler,None,None,,,
7892,Rhonda Dorsey,None,None,,,
7893,Roman Wyss,None,None,,,
7894,Stephan Brunner,None,None,,,
7895,Stella Cruz,None,None,,,
7896,New York Ska-Jazz Ensemble,"['ska', 'ska punk', 'ska revival', 'traditional ska']","{'jazz', 'reggae', 'rap', 'rock', 'ska', 'dancehall'}",,,
7897,Rock Steady Freddie,None,None,,,
7898,Kevin Batchelor,['traditional ska'],None,,,
7899,Earl Appleton,None,None,,,
7900,Alberto Tarin,None,None,,,
7901,Ben Basile,None,None,,,
7902,Yao Dinizuli,None,None,,,
7903,Tarek Beswik,None,None,,,
7904,Tobias Bienz,None,None,,,
7905,Willy Schnyder,None,None,,,
7906,David Elias,"['contemporary folk', 'folk christmas']",None,,,
7907,Myria Poffet,None,None,,,
7908,Udo Jürgens,"['austropop', 'europop', 'german pop', 'liedermacher', 'schlager']","{'son', 'chanson', 'ska', 'schlager', 'rap', 'rock', 'idm', 'soft rock'}",,,
7909,Seether,"['alternative metal', 'alternative rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']","{'grunge', 'metal', 'post-grunge', 'rap', 'hard rock', 'rock', 'ska', 'tone'}",,,
7910,Alkis Zopoglou,None,None,,,
7911,Vera Friedli,None,None,,,
7912,Birgit Tittel,None,None,,,
7913,Mine Yücel,None,None,,,
7914,Steven Ebel,None,None,,,
7915,Trudy Walter,None,None,,,
7916,Sacha Rüegg,None,None,,,
7917,Arno Haas,None,None,,,
7918,Rainer Apel,None,None,,,
7919,Peter Keller,None,"{'rap', 'son'}",,,
7920,Alex Friedrich,None,None,,,
7921,Elisa K.,None,None,,,
7922,Boogie Connection,['boogie-woogie'],None,,,
7923,Simon Jäggi,None,None,,,
7924,Moritz Alfons,None,None,,,
7925,Claudio von Arx,None,None,,,
7926,Urs Gilgen,None,None,,,
7927,Higi Bigler,None,None,,,
7928,Tobi Heim,None,None,,,
7929,Simon Glöde,None,None,,,
7930,Cabarandi,None,None,,,
