,artist
1246,Noémie Rufer Zumstein
1247,Cathrin Kudelka
1248,Richard Decker
1249,Martin Schaefer
1250,Anne-Florence Marbot
1251,Michaela Unsinn
1252,Jan-Martin Machler
1253,Dominik Worner
1254,Mauro Peter
1255,Yvonne Lang
1256,Marc Hunziker
1257,Wolfgang Sieber
1258,Andrei Gavrilov
1259,Giuliano Sommerhalder
1260,Béatrice Berrut
1261,Rubalcaba
1262,Luis Frank
1263,Christian Rösli
1264,Sandra Merk
1265,Andreas Wettstein
1266,Silvan Kiser
1267,Urs Vögeli
1268,Andrew Wolfensberger
1269,Raffaele Lunardi
1270,Gabriela Krapf
1271,Volker Biesenbender
1272,Michelangelo Rinaldi
1273,Bernhard Bücker
1274,René Mosele
1275,Dave Feusi
1276,Patrick Sommer
1277,Alfred Vogel
1278,Colin Vallon
1279,Raphaël Ortis
1280,Raphael Pedroli
1281,DJs Andrea Vannelli
1282,Corinne Sattler
1283,Pietro Modesti
1284,Amélie Chemin
1285,Maria Ferré Pérez
1286,Giulia Genini
1287,Marc Meisel
1288,Catalina Vicens
1289,Mikayel Balyan
1290,Hans-Martin Linde
1291,Martha Argerich
1292,Gidon Kremer
1293,Sha
1294,Nik Bärtsch
1295,Thomy Jordi
1296,Kaspar Rast
1297,Andy Boller
1298,Ernst Wirz
1299,Robi Weber
1300,Kalli Gerhards
1301,Curt Treier
1302,Oliver Keller
1303,Tegan and Sara
1304,support: Soak
1305,The Naked And Famous
1306,Wrongkong
1307,Sonoe Kato
1308,Christian Weber
1309,Liederzyklus von Chris Wiesendanger
1310,Maceo Parker feat. Candy Dulfer
1311,Maceo Parker
1312,Dennis Rollins
1313,Will Boulware
1314,Bruno Speight
1315,Rodney Curtis
1316,Marcus Parker
1317,Airbourne
1318,Peter Madsen
1319,Herwig Hammerl
1320,Alfred Vogel
1321,New Country Rehab
1322,Snarky Puppy
1323,Bob Lanzetti
1324,Bill Laurance
1325,Chris Bullock
1326,Mike Maher
1327,Justin Stanton
1328,Nate Werth
1329,Great Elk
1330,Michéle Grüter
1331,Petra Ochsenbein
1332,Sepp Püntener
1333,Mark Zumoberhus
1334,Urs Berset
1335,Christian Buchser
1336,François Lazarevitch
1337,Vittorio Ghielmi
1338,conductor: Dorothee Oberlinger
1339,Biohazard
1340,The Set Up
1341,Bad Religion
1342,Dinara Klinton
1343,Elia Pivetta
1344,Luigi Lorè
1345,Peter Schärli
1346,Glenn Ferris
1347,Hans-Peter Pfammatter
1348,Thomas Dürst
1349,Rudolf Olivieri
1350,Felix Straumann
1351,Rainer Sradler
1352,"Felix ""Big Z"" Zindel"
1353,Ezio Bosso
1354,Hundreds
1355,Urs Peter Schneider
1356,Alison Balsom
1357,Antonio García
1358,Tobias Willi
1359,Ricardo Marinello
1360,Rudolf Meier
1361,Yana Eismann
1362,Jií Nmeek
1363,Stefanie Bischof
1364,Martina Bischof
1365,Andrea Bischof
1366,M. Hagen
1367,S. Lavanant Linke
1368,A. Potter
1369,T. M. Allen
1370,T. Schabel
1371,Sulamith Spillmann
1372,Bernhard Hörler
1373,Deanne Bogart
1374,Dirk Raufeisen
1375,J Balvin
1376,Béatrice Graf
1377,Coralie Lonfat
1378,Sandra Weiss
1379,Rachel Heymans
1380,Carla Rovirosa Gual
1381,Andreas Westermann
1382,The Green River Burial
1383,Anja Braun
1384,Anita Samuel
1385,Killing Joke
1386,Angela van Rijthoven
1387,Jurgen Feskens
1388,Peter van Steen
1389,Rob Henneveld
1390,Bart Maassen
1391,Lina Allemano
1392,Claudia Ulla Binder
1393,Jan Schlegel
1394,Roman Tulei
1395,Lorenz Beyeler
1396,Tobias Friedli
1397,Isa Valin
1398,Vincenzo Lanciano
1399,Stefan Stahel
1400,Ivan Künzli
1401,Billy Wirz
1402,Mario Caspar
1403,Yumi Ito
1404,Yves Theiler
1405,Werner Rosser
1406,Lugi Luginbühl
1407,Simon Moser
1408,Reto Wittwer
1409,Bruno Sieber
1410,Andreas Beer
1411,Sandro Mürner
1412,Beat Mürner
1413,Daymé Arocena
1414,Melingo
1415,Daymé Arocena
1416,Jorge Luis Lagarza
1417,Rafael Aldama
1418,Raul Herrera
1419,Daniel Melingo
1420,Lalo Zanelli
1421,John Marshall
1422,Grant Stewart
1423,Andrey Zimovets
1424,Stephan Kurmann
1425,Phil Stewart
1426,Blaudzun
1427,Sea Change
1428,Gregor Hilbe
1429,Marc Reinhard
1430,Stefan Künzli
1431,Tom Sager
1432,Michael Sokoll
1433,Daniel Zihlmann
1434,Marcel Suk
1435,Patrick Tognetto
1436,DJs Alborosie
1437,Facio
1438,Dietrich & Band
1439,Eabhal
1440,Jerome De Carli
1441,Hans Ermel
1442,Andreas Bugs
1443,Anna & Stoffner
1444,Quilt
1445,Phase Fatale
1446,Andy Gruber Band
1447,Eric Sardinas and Big Motor
1448,Blues Touch
1449,Thomas Ragossnig
1450,Nik Bärtsch
1451,Kaspar Rast
1452,Thomy Jordi
1453,Sha
1454,Saga
1455,Mariah Carey
1456,Fabian Baur
1457,Simon Rupp
1458,Philipp Bühlmann
1459,Daniel Weber
1460,Conrad Steinmann
1461,Allen Stone
1462,Lawrence Taylor
1463,Flo Stoffner
1464,Rudi Mahall
1465,Paul Lovens
1466,Candice Gordon
1467,Lake Street Dive
1468,Rachael Price
1469,Mike McDuck Olson
1470,Bridget Kearny
1471,Mike Calabrese
1472,Il Tempo Gigante
1473,Ulrike Mayer-Spohn
1474,Javier Hagen
1475,Gold Class
1476,Jonas Hablützel
1477,Lanet Flores
1478,Stéphanie Meyer
1479,Claudia Hostettler
1480,Barbara Schneebeli
1481,Lucía Granados García
1482,Tony Caballero
1483,Mark Tenger
1484,Andrés Cea Galán
1485,Queens of the Stone Age
1486,Etienne Abelin
1487,Tamar Halperin
1488,Tomek Kolczynski
1489,Virginia
1490,Broken Down Suitcase
1491,Jean-Paul Maurice
1492,Ani Choying Drolma
1493,Crystal Fighters
1494,Jenniffer Kae
1495,Johannes Oerding
1496,Jaz Ellington
1497,Gabriela Krapf
1498,Urs Vögeli
1499,Claude Meier
1500,Lukas Mantel
1501,Bombino
1502,Goumour Almoctar
1503,Mohamed Emoud Atchinguel
1504,Kildjate Moussa Albade
1505,Corey Wilhelm
1506,Stephan Rigert
1507,Gabriela Mendes
1508,Christina Jaccard
1509,Dave Ruosch
1510,Yllka Kuqi
1511,Astrit Pallaska
1512,Milcho Leviev
1513,Pantelis Stoikos
1514,Yiotis Kiourtsoglou
1515,Marc Halbheer
1516,Alex Binder
1517,Keisuke Matsuno
1518,Jan Roths
1519,Christoph Irniger
1520,Hans-Peter Pfammatter
1521,Kaspar Rast
1522,Heiri Känzig
1523,Danny Santos & Mike Kearney
1524,Johnny Mastro & Mama's Boys
1525,Renzo Spotti
1526,Tomi Hirt
1527,Dieter Ulrich
1528,Scott Matthew
1529,Temples
1530,Ina Stuppan
1531,Tobias Meier
1532,Raphael Walser
1533,Claudio Strüby
1534,José Luis Montón
1535,José Luis Montón
1536,Björn Meyer
1537,Andi Pupato
1538,Tanz: Isabel Amaya
1539,Les Haricots Rouges
1540,Khatia Buniatishvili
1541,Polina Nikiforova
1542,Gunta Abele
1543,Simon Fuchs
1544,Kaspar Zimmermann
1545,Michael Reid
1546,Florian Walser
1547,Ivo Gass
1548,Remo Kessler
1549,Live: Vincent Menweg
1550,Myriam Hidber Dickinson
1551,Anne-Sophie Vandenbogaerde-Vrignaud
1552,Daniela Lorenz
1553,Mona Petri
1554,Barbara Bossert
1555,Kathrin Bertschi
1556,Hannes Bärtschi
1557,Martin Grubinger
1558,Barbara Erni
1559,Julius Pfeifer
1560,Christian Hilz
1561,Katja Hess
1562,Bettina Macher
1563,Myriam Ruesch
1564,Renato Wiedemann
1565,Jonathan Faulhaber
1566,Marina Vasilyeva
1567,Dominic Domide
1568,Ariel Rossi
1569,Nils Mönkemeyer
1570,Sabine Erdmann
1571,Klaus-Dieter Brandt
1572,Martha Argerich
1573,Alexis Golovine
1574,Akane Sakai
1575,Christine Esser
1576,Mirjam Blessing
1577,Erlend Tvinnereim
1578,Ernst Buscagne
1579,Oliver Schnyder
1580,Kreator
1581,Mariana Sadovska
1582,Nuria Richner
1583,Stephanie Szanto
1584,Raphael Höhn
1585,Daniel Pérez
1586,Noturnall
1587,Fallen Paradise
1588,Noturnall
1589,Fallen Paradise
1590,Die Paldauer
1591,Hansi Hinterseer & Das Tiroler Echo
1592,Rodrigo Y Gabriela
1593,Robert Schmidt
1594,Yutah Lorenz
1595,Raphael Walser Gang Art
1596,Tobias Meier
1597,Niculin Janett
1598,Marc Méan
1599,Raphael Walser
1600,Jonas Ruther
1601,I The Breather
1602,Shoot The Girl First
1603,Novelists
1604,Regula Konrad
1605,Anja Kühn
1606,Dieter Wagner
1607,Marcus Niedermeyr
1608,Margrit Fluor
1609,Elisabeth Kulman
1610,Stuart Skelton
1611,Fuzz Orchestra
1612,Dirtmusic
1613,Baba Sissoko
1614,Tobias Preisig
1615,Jan Bang
1616,Christian Fürholz
1617,Tobias Gerber
1618,Sebastian Hofmann
1619,Rafael Rüthi
1620,Julian Sartorius
1621,Girls in Airports
1622,Martin Stender
1623,Lars Greve
1624,Mathias Holm
1625,Victor Dybbroe
1626,Mads Forsby
1627,Thomas Baumgartner
1628,Fabian Gisler
1629,André Bader
1630,Michael Scherrer
1631,Black Moon & Live Band Champion Sound
1632,Crystal Fighters
1633,Katzenjammer
1634,Kraftklub
1635,Ellie Goulding
1636,Faithless
1637,Birth of Joy
1638,Mo
1639,Xavier Rudd & The United Nations
1640,Giorgio Moroder
1641,Foals
1642,Werner und Company
1643,Colin Andrews
1644,Joyce Didonato
1645,Patti Smith
1646,The Smudjas
1647,William Fitzsimmons
1648,Saskia Hein
1649,Mihai Cocea
1650,Sara Franchini
1651,Chad Hoopes
1652,Zaz
1653,Matthieu Chedid et famille
1654,James Vincent McMorrow
1655,Somi
1656,Pietro De Maria
1657,Asaf Avidan
1658,Isaac Delusion
1659,Anastacia
1660,Michael Bucher
1661,Thomas Bauser
1662,Mathias Künzli
1663,James Bay
1664,The Mispers
1665,Top Boys
1666,Kyle Eastwood
1667,Quentin Collins
1668,Brandon Allen
1669,Andrew McCormack
1670,Ernesto Simpson
1671,Ailsa Craig Highland Dancers
1672,Blue Devils International Corps
1673,Celtic Stars Irish Dancers
1674,Fanfara 8° Reggimento Bersaglieri
1675,Imps Motorcycle Display Team
1676,Lee Scratch Perry
1677,Top Party Band
1678,Spidercrew
1679,conductor: Pinchas Zukerman
1680,Cecilia Bernardini
1681,Don Broco
1682,Andrei Ionita
1683,Yury Revich
1684,Petrit Ceku
1685,Bonafide
1686,Sivert Høyem
1687,The Chainsmokers
1688,Roosevelt
1689,Bayonne
1690,Nathanael Su
1691,Gabriel Dalvit
1692,Dominique Girod
1693,Jonas Ruther
1694,The Baseballs
1695,Cousin Leonard
1696,Jens Düppe Quartett
1697,Jens Düppe
1698,Bastian Stein
1699,Lars Duppler
1700,Christian Ramond
1701,Komfortrauschen
1702,Dub Inc
1703,Il Sogno Del Marinaio feat. Mike Watt
1704,Klaus Koenig
1705,Patrick Sommer
1706,Andi Wettstein
1707,Rahel Cunz
1708,Kristof Zambo
1709,Armon Stecher
1710,Mark Ernestus - Ndagga Rhythm Force
1711,Mbene Diatta Seck
1712,Bada Seck
1713,Serigne Mamoune Seck
1714,Bettye LaVette
1715,Nik Bärtsch
1716,Kaspar Rast
1717,Thomy Jordi
1718,Sha
1719,Asap Ferg
1720,Ty Dolla Sign
1721,Young Thug
1722,Basia Bulat
1723,Keren Ann
1724,ZZ Top
1725,Buddy Guy
1726,Rosina Zoppi
1727,Viviana Galli
1728,Claudia Dieterle
1729,Simon Stettler
1730,Ai Furuya
1731,The Young Punx
1732,Prince Valium
1733,Junge & Mädchen
1734,John Francis
1735,DJs Geert Van Der Wiet
1736,Josefine Cronholm
1737,John Taylor
1738,Anders Jormin
1739,Marilyn Mazur
1740,Yang Jing
1741,Bryn Terfel
1742,Julie Fuchs
1743,Anna Goryachova
1744,Benjamin Bernheim
1745,Christian Mettler
1746,Pierre Goy
1747,Angelo Kelly
1748,David Reitz
1749,Bram Buitenkant
1750,Leonidas Kavakos
1751,Anu Komsi
1752,Markus Maria Enggist
1753,Michel Poffet
1754,Stefan W. Müller
1755,Shezoo
1756,Mø
1757,Samy Deluxe
1758,Opas Diandl
1759,Opas Diandl
1760,Andrea Wiesli
1761,Mariella Bachmann
1762,Mirjam Tschopp
1763,Katsunobu Hiraki
1764,Mich Gerber
1765,Al Comet
1766,Andi Pupato
1767,Wolfgang Zwiauer
1768,Emilia & Julia Taubic
1769,Dominik Beck
1770,Raphael Scheiwiller
1771,Mischa Maurer
1772,Florian Haas
1773,Samuel Jon Samuelsson Big Band
1774,Jóel Pálsson
1775,Steinar Sigurdarson
1776,Óskar Gudjónsson
1777,Kjartan Hákonarson
1778,Snorri Sigurdarson
1779,Rob McPherson & Jack the Planet
1780,Tabea Anderfuhren
1781,Ruben Minuto
1782,Icaro Gatti
1783,Matteo Ringressi
1784,Boogarins
1785,Murphy Left
1786,Andrew Medwed
1787,Michael Gassmann
1788,Michael Bucher
1789,Patrick Sommer
1790,Tony Renold
1791,Leo Stannard
1792,Elio Amberg
1793,Raffael Pochanke
1794,Gregory Schärer
1795,Sascha Frischknecht
1796,John Coffey
1797,Kode 9
1798,Simon Kempston
1799,Jackie-O Motherfucker
1800,DJ Francisco
1801,Lo & Leduc
1802,Live: Alle Farben
1803,Aniele Steininger
1804,Carlos Gil-Gonzalo
1805,Miguel Pisonero
1806,Christina Sutter
1807,Camilla Köhnken
1808,Christian Mettler
1809,Craig Adams & The Voices of New Orleans
1810,The New Breed Brass Band feat. Travis Hill
1811,Nikki & Jules
1812,Mr. Boogie Mitch Woods
1813,Sugarpie & The Candymen feat. Michael Supnick
1814,Eileina Dennis & Band
1815,Maria João Pires
1816,Downset
1817,Judit Bardolet Vilaró
1818,Piu Nandi
1819,Rohan Dasgupta
1820,Arvind Bhargav
1821,Guru Raghvendra
1822,Udai Mazumdar
1823,Claudia Avila
1824,Yaëlle Dällenbach
1825,Bruno Hochstrasser
1826,Demian Coca Guzman
1827,Steffen Peters
1828,Florian Schneider
1829,Marina Fixle
1830,Birgit Trinkl
1831,Rahel Cunz
1832,Mateusz Szczepkowski
1833,Patrick Jüdt
1834,Imke Frank
1835,Joshua Bell
1836,Aline Burla
1837,Aristide Du Plessis
1838,Matias Lanz
1839,conductor: Markus Utz
1840,Simone Johnson
1841,Bully Schoch
1842,Toni Schilter
1843,Stefan Dennler
1844,Mirabai Peart
1845,Sportfreunde Stiller
1846,Zucchero
1847,Jessica Bailiff & Boduf Songs
1848,Evi Sanoll
1849,Roy Nathanson's Sotto Voce
1850,Roy Nathanson
1851,Curtis Fowlkes
1852,Sam Bardfeld
1853,Tim Kiah
1854,Napoleon Maddox
1855,Manuel Diem
1856,Oscar van Hoogevest
1857,One Lick Less
1858,Deborah Kant
1859,Till Fellner
1860,Karolina Öhman
1861,Ulrike Mayer-Spohn
1862,Mark Tenger
1863,Samuel Huwyler
1864,Valentin Huwiler
1865,Mario Bruderhofer
1866,Till Fellner
1867,Dorothee Mields
1868,Franziska Gottwald
1869,Virgil Hartinger
1870,Klaus Mertens
1871,Nicholas Payton Quartet
1872,Enz-von Wannenwyl-Manzecchi
1873,Gabriela Palikruscheva
1874,Jakob Pilgram
1875,Mischa Sutter
1876,King Tuff
1877,Christian Winiker
1878,Adi Wiss
1879,Mani Zweili
1880,Mike Malloth
1881,Sinéad O'Connor
1882,Aram Ohanian
1883,Simon Wyrsch
1884,Matthias Siegrist
1885,Mirco Häberli
1886,Robert Mark
1887,Nik Bärtsch
1888,Sha
1889,Thomy Jordi
1890,Kaspar Rast
1891,Rahel Sohn Achermann
1892,Lukas Briggen
1893,Cedric Gschwind
1894,Rita Ekes
1895,Gabriel Beuerle
1896,Hilton Schilder
1897,Fridolin Blumer
1898,Daniel Mudrack
1899,Le Zero
1900,Caroline Keating
1901,The Sea and Cake
1902,Pedro Franco
1903,Christian Tetzlaff
1904,Francesco Tristano
1905,Andrew Burn
1906,Faela
1907,Ill Bill
1908,The Yellojackets
1909,Bob Mintzer
1910,Russell Ferrante
1911,Felix Pastorius
1912,William Kennedy
1913,Rebecca Spiteri
1914,Jürg Ramspeck
1915,Joel Reiff
1916,Rolf Lyssy
1917,Christian Tetzlaff
1918,Tomas Dratva
1919,Blood or Whiskey
1920,Corin Curschellas
1921,Simon Dettwiler
1922,Andreas Gabriel
1923,Thomas Aeschbacher
1924,Jürg Nietlispach
1925,Dame Kiri Te Kanawa
1926,David Cowan
1927,Gianmaria Testa & Gabriele Mirabassi Duo
1928,Sweat & Tears
1929,Jon Ladeau
1930,Balkan Beat Box
1931,Werner Hasler
1932,Katryn Hasler
1933,Carlo Niederhauser
1934,Julian Sartorius
1935,Vietcong Pornsürfers
1936,Aurélie Noll
1937,Katarina Gavrilovic
1938,Nada Anderwert
1939,Demented Are Go
1940,Aziz Sahmaoui & The University of Gnawa
1941,Aziz Sahmaoui
1942,Hervé Samb
1943,Cheikh Diallo Kora
1944,Alune Wade
1945,Adhil Mirghani
1946,Mamoune Dehane
1947,Callmekat
1948,Inez Schaefer
1949,Marius Moritz
1950,Christoph Hutter
1951,Katharina Lattke
1952,Babak Nemati
1953,Carles Peris
1954,Beat Gisler
1955,Olaf Ryter
1956,Bryan Ferry
1957,Prince Rama
1958,Dani Gugolz
1959,Peter Müller
1960,Walt Baumgartner
1961,Hannes Kasehs
1962,Dani Gugolz
1963,Peter Müller
1964,Walt Baumgartner
1965,Hannes Kasehs
1966,The Trio Of OZ
1967,Omar Hakim
1968,Rachel Z
1969,Solomon Dorsey
1970,Erik Truffaz 4tet
1971,Tom Freund Trio
1972,Remy Le Boeuf
1973,Pascal Le Boeuf
1974,Martin Nevin
1975,Peter Kronreif
1976,Christian Schütz
1977,Simon Rupp
1978,Fred Bürki
1979,George
1980,Trauffer
1981,Marc Sturzenegger
1982,Denis Michel
1983,Pierre Ponnaz
1984,Patrick Perrier
1985,Gianni Solinas
1986,Samech
1987,Anna Ostachowska
1988,Magdalena Pluta
1989,Marek Lewandowski
1990,Robert Sztorc
1991,Silvan Petite
1992,Leon Duncan
1993,Dani Zihlmann
1994,Philipp Häfliger
1995,Mike Ryrie
1996,Tobias Preisig
1997,Stefan Aeby
1998,André Pousaz
1999,Michi Stulz
2000,The Korea
2001,Noostrak
2002,Iiro Rantala String Trio
2003,Iiro Rantala
2004,Adam Baldych
2005,Asja Valcic
2006,Florian Favre
2007,Kevin Chesham
2008,Manu Hagmann
2009,Regal
2010,The Bullet
2011,Marc Sturzenegger
2012,Denis Michel
2013,Pierre Ponnaz
2014,Paul Kapp
2015,Patrick Perrier
2016,Jean-Jaques Chabloz
2017,Sollilaquists of Sound
2018,Sollilaquists of Sound
2019,Richard Decker
2020,The Yellojackets
2021,Bob Mintzer
2022,Russell Ferrante
2023,Felix Pastorius
2024,William Kennedy
2025,Mando Diao
2026,Mando Diao
2027,Susanne Doll
2028,Alexandra Stashenko
2029,Ken Stringfellow
2030,Alexander Lonquich
2031,Sarah Weilenmann
2032,Catherine Barondeau-Hollinger
2033,Thierry Walter
2034,Irina Georgieva
2035,Rudolf Buchbinder
2036,Rahel Binetti
2037,Fabian Kristmann
2038,Bernhard Affolter
2039,Saint Lu
2040,Marc Broussard
2041,Cleo Higgins
2042,Thomas l'Etienne
2043,Uli Wunner
2044,Mike Goetz
2045,Norman Emberson
2046,Karel Algoed
2047,Gerhard Schertenleib
2048,Christoph Borter
2049,Black Strobe
2050,Ólöf Arnalds
2051,Who's Panda
2052,Chloe Charles
2053,Lindsey Stirling
2054,Hubert von Goisern
2055,Kraftklub
2056,Tobias Rutti
2057,Yves Neuhaus
2058,Christian Hieronymi
2059,Raphael Camenisch
2060,Rafael Rutti
2061,James Blunt
2062,Butterscotch
2063,Tobias Meier
2064,Dave Gisler
2065,Jonas Ruther
2066,Beat Gisler
2067,Carles Peris
2068,Marius Peyer
2069,Urs Vögeli
2070,George Robert
2071,Dado Moroni
2072,Peter Washington
2073,Jeff Hamilton
2074,Climax Blues Bank
2075,Graham Dee
2076,Lester Hunt
2077,George Glover
2078,Chris Aldridge
2079,Neil Simpson
2080,Roy Adams
2081,Julia Zischg
2082,Herwig Hammerl
2083,Daniel Seyr
2084,Martin Grabher
2085,Viola Pfefferkorn
2086,Heidi Caviezel
2087,The Das
2088,Brothertunes
2089,Lasse Matthiessen & Band
2090,Maximo Park
2091,His Clancyness
2092,Peter Protschka
2093,Rick Margitza
2094,Martin Sasse
2095,Stephan Kurmann
2096,Tobias Backhaus
2097,Will Wilde & Band
2098,Sarah Savoy's Hell-Raising Hayride
2099,Cajun Roosters
2100,Buddy Flett
2101,Henrik Freischlader
2102,Marcel Thomi
2103,Roberto Bossard
2104,Roland von Flüe
2105,Elmar Frey
2106,Marcus Wiebusch
2107,Stella Palino
2108,Charlotte Torres
2109,Sorry Gilberto
2110,Dorian Wood
2111,Dorian Wood
2112,Leah Harmon
2113,Alexander Noice
2114,Xavi Muñoz
2115,Marcos Junquera
2116,Leandro Schnaider
2117,Pablo Schiaffino
2118,Andrea Beth
2119,Markus Trüb
2120,Matthias Möller
2121,Indy Studer
2122,Georg Edelbacher
2123,Philipp Scholl
2124,Fernand Schlumpf
2125,Ivan Kubias
2126,Bruno Bosshardt
2127,René Scholl
2128,René Bondt
2129,Reto Grundbacher
2130,Feedback Revival
2131,Sangre De Muerdago
2132,The Intersphere
2133,Not called Jinx
2134,Liars
2135,Gabriel Miller Phillips
2136,support: Tim Fite
2137,Bluegrass Boogiemen
2138,The Aggrolites
2139,The Beatdown
2140,Jesse Wagner
2141,Roger Rivas
2142,Ricky Chacon
2143,Sean Rainey
2144,Jeffrey Roffredo
2145,Wallis Bird
2146,Corinne Nora Huber
2147,Christoph Huber
2148,Lukas Kohler
2149,Michael Haudenschild
2150,Benjamin Muralt
2151,Lukas Rutzen
2152,Ulrich Messthaler
2153,Seeed
2154,Fatboy Slim
2155,Interpol
2156,Milky Chance
2157,Siriusmodeselektor
2158,Balthazar
2159,Josef Salvat
2160,Aurora
2161,Interpol
2162,Solomun
2163,Dirk Börner
2164,Matthieu Camilleri
2165,Andreas Böhlen
2166,Deep Purple
2167,Alan Parsons Live Project
2168,Ian Anderson
2169,Fish
2170,The Baseballs
2171,Top Party Band Krokodili
2172,Liptease
2173,Travis Baker
2174,Fuzz
2175,The Soft Moon
2176,Omar Souleyman
2177,Gentleman
2178,Gasandji
2179,EAV
2180,Mikhail Pletnev
2181,Jürg Eichenberger
2182,Michiko Tsuda
2183,Rudolf Serkin
2184,Ada Meinich
2185,Dimitri Askenazy
2186,Angela Killian
2187,Josef Spacek
2188,Sebastian von Keler
2189,Johannes Maikranz
2190,Cédric Vogel
2191,Roberto Koch
2192,Luca Glausen
2193,Florian Haas
2194,German Echeverri Chamorro
2195,Karoline Echeverri Klemm
