,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
1997,Jörg Hegemann,None,,,,
1998,Jean-Pierre Bertrand,None,,,,
1999,Richie Loidl,None,,,,
2000,Toto,"['album rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",,,,
2001,Sajeda Obied,None,,,,
2002,Rosetta Lopardo,None,,,,
2003,Sotelo & Campanile,None,,,,
2004,Eskimo Callboy,"['metalcore', 'screamo']",,,,
2005,Marie Krüttli,None,,,,
2006,Martin Perret,None,,,,
2007,Ravi Coltrane,"['contemporary jazz', 'contemporary post-bop']",,,,
2008,Matt Garrison,['jazz bass'],,,,
2009,Jack Dejohnette,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz funk', 'jazz fusion']",,,,
2010,Leo Tardin,None,,,,
2011,Thomas Danzeisen,None,,,,
2012,Manuel Engel,None,,,,
2013,Aliéksey Vianna,None,,,,
2014,Fabio Freire,None,,,,
2015,Susanna Andres,None,,,,
2016,Marion Namestnik,None,,,,
2017,Ueli Angstmann,None,,,,
2018,Martin Hess,None,,,,
2019,Cunninlynguists,"['abstract hip hop', 'alternative hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'underground rap']",,,,
2020,Swim Deep,"['alt-indie rock', 'indie folk', 'indie rock', 'indietronica', 'shimmer pop', 'shiver pop']",,,,
2021,Sean Nicholas Savage,"['chamber psych', 'escape room', 'freak folk', 'garage psych', 'indie garage rock', 'indie r&b', 'preverb', 'shimmer psych']",,,,
2022,Weyes Blood,"['chamber pop', 'chamber psych', 'dream pop', 'escape room', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'lo-fi', 'neo-psychedelic', 'new weird america', 'noise pop', 'preverb', 'slow core']",,,,
2023,Verena von Horsten,None,,,,
2024,Bayernmän,None,,,,
2025,Silvan Jeger,None,,,,
2026,Maxime Paratte,None,,,,
2027,Kolja Blacher,None,,,,
2028,Clemens Hagen,['deep cello'],,,,
2029,Kirill Gerstein,None,,,,
2030,Bill Haley's Comets,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'jump blues', 'rock-and-roll', 'rockabilly']",,,,
2031,Nothing But Thieves,"['alt-indie rock', 'alternative pop rock', 'indie rock']",,,,
2032,Sylvia Heckendorn,None,,,,
2033,Christian Müller,None,,,,
2034,Other Lives,"['chamber pop', 'indie folk', 'ok indie', 'stomp and holler']",,,,
2035,support: Mero,None,,,,
2036,Jeremy Pelt,None,,,,
2037,Steve Nelson,None,,,,
2038,Danny Grissett,None,,,,
2039,Bill Stewart,['contemporary jazz'],,,,
2040,Money,"['crunk', 'dance pop', 'dirty south rap', 'dwn trap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",,,,
2041,The Neighbourhood,"['indie pop', 'indietronica', 'pop', 'shimmer pop']",,,,
2042,Federico Albanese,['compositional ambient'],,,,
2043,Ramón Valle,None,,,,
2044,Omar Rodriguez,None,,,,
2045,Liber Torriente,None,,,,
2046,Years & Years,"['dance pop', 'gauze pop', 'house', 'pop', 'post-teen pop', 'tropical house']",,,,
2047,Dave Holland,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'jazz', 'jazz fusion']",,,,
2048,Kevin Eubanks,"['deep jazz guitar', 'jazz christmas', 'jazz fusion']",,,,
2049,Obed Calvaire,None,,,,
2050,Toni Bechtold,None,,,,
2051,Louis Laury,None,,,,
2052,Valentin von Fischer,None,,,,
2053,Florian Hoesl,None,,,,
2054,Ben Poole,None,,,,
2055,Mum,"['compositional ambient', 'icelandic pop', 'post rock']",,,,
2056,Satyricon,"['black metal', 'death metal', 'folk metal', 'groove metal', 'melodic death metal', 'metal', 'norwegian metal', 'norwegian rock', 'pagan black metal', 'symphonic black metal', 'thrash metal', 'viking metal']",,,,
2057,Unearth,"['alternative metal', 'christian hardcore', 'christian metal', 'death core', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metalcore', 'nu metal']",,,,
2058,The Toasters,"['punk christmas', 'ska', 'ska punk', 'ska revival', 'traditional ska']",,,,
2059,Claire,None,,,,
2060,Daniela Müller,None,,,,
2061,Petra Ackermann,None,,,,
2062,Tamriko Kordzaia,None,,,,
2063,David Pia,None,,,,
2064,Prince Yelder & Disciples for Christ,None,,,,
2065,Thierry Lang Quintet,None,,,,
2066,Thierry Lang,None,,,,
2067,Matthieu Michel,None,,,,
2068,Black Veil Brides,"['alternative metal', 'emo', 'metalcore', 'pixie', 'pop punk', 'post-grunge', 'rap metal', 'screamo']",,,,
2069,Heavens Basement,"['deep melodic hard rock', 'sleaze rock']",,,,
2070,Strawberry Blondes,None,,,,
2071,Martial In-Albon,None,,,,
2072,Flurin Iten,None,,,,
2073,Demian Coca,None,,,,
2074,Nicolas Struchen,None,,,,
2075,Eric Bibb & North Country Far,None,,,,
2076,Eric Bibb,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'new orleans blues', 'piedmont blues', 'soul blues', 'swamp blues', 'texas blues', 'traditional blues']",,,,
2077,Petri Hakala,None,,,,
2078,Olli Haavisto,None,,,,
2079,Blouse,"['chillwave', 'dream pop', 'garage psych', 'grave wave', 'indie dream pop', 'indietronica', 'noise pop', 'nu gaze']",,,,
2080,Za,['spanish indie rock'],,,,
2081,Wolf Alice,"['alt-indie rock', 'garage rock', 'indie rock', 'indietronica']",,,,
2082,Deine Freunde,None,,,,
2083,Olivia Steimel,None,,,,
2084,Jonas Tschanz,None,,,,
2085,Gypsy Hill,['balkan brass'],,,,
2086,Eriko Takezawa,None,,,,
2087,Ana Ioana Oltean,None,,,,
2088,Doris Mende,None,,,,
2089,Linas Valickas,None,,,,
2090,Mindaugas Bakus,None,,,,
2091,Robi Rüdisüll,None,,,,
2092,Selina Schönholzer,None,,,,
2093,Jan Roth,None,,,,
2094,Abraham Kwabena Mensah,None,,,,
2095,Beda Ehrensperger,None,,,,
2096,Floriano Inácio Jr,None,,,,
2097,Uccio Gaeta,None,,,,
2098,Maxim Vengerov,"['classical performance', 'classical piano', 'orchestral', 'violin']",,,,
2099,Vag Papian,None,,,,
2100,Kurt Vile & The Violators,None,,,,
2101,Adrienne Soós,None,,,,
2102,Ivo Haag,None,,,,
2103,Hristo Kazakov,None,,,,
2104,Venom Inc.,None,,,,
2105,Vader,"['black metal', 'brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'pagan black metal', 'speed metal', 'symphonic black metal', 'technical death metal', 'thrash metal', 'viking metal']",,,,
2106,Divine Chaos,None,,,,
2107,Witches,"['garage rock', 'modern blues', 'psychedelic doom', 'retro metal', 'stoner rock']",,,,
2108,The Melvins,"['alternative metal', 'alternative rock', 'doom metal', 'drone', 'experimental', 'experimental rock', 'funk rock', 'garage rock', 'grunge', 'industrial rock', 'math rock', 'neo-psychedelic', 'noise rock', 'post-doom metal', 'post-hardcore', 'post-metal', 'punk', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']",,,,
2109,My Sleeping Karma,"['neo-psychedelic', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",,,,
2110,Samsara Blues Experiment,"['neo-psychedelic', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",,,,
2111,Black Rainbows,"['psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",,,,
2112,Monolord,"['doom metal', 'drone metal', 'post-doom metal', 'post-metal', 'psychedelic doom', 'retro metal', 'sludge metal', 'stoner metal', 'stoner rock']",,,,
2113,Belzebong,"['doom metal', 'psychedelic doom', 'retro metal', 'sludge metal', 'stoner metal', 'stoner rock']",,,,
2114,Powder for Pigeons,None,,,,
2115,Bloodnstuff,None,,,,
2116,Sun and the Wolf,None,,,,
2117,Space Fisters,None,,,,
2118,Michel Chion,"['acousmatic', 'avant-garde', 'drone', 'free improvisation', 'minimal', 'musique concrete']",,,,
2119,Trevor Wishart,"['acousmatic', 'deep free jazz']",,,,
2120,Gilles Gobeil,"['acousmatic', 'musique concrete']",,,,
2121,David Berezan,None,,,,
2122,Fabian Römer,None,,,,
2123,Peggi Zina,None,,,,
2124,Víkingur Ólafsson,None,,,,
2125,Chinese Drum Company,None,,,,
2126,Camouflage,"['dance rock', 'dark wave', 'ebm', 'futurepop', 'new romantic', 'new wave', 'synthpop']",,,,
2127,Spetsnaz,"['aggrotech', 'ebm', 'electro-industrial', 'futurepop']",,,,
2128,Roter Sand,None,,,,
2129,Vincent Glanzmann,None,,,,
2130,Corina Schranz,None,,,,
2131,Franziska Brücker,None,,,,
2132,Sini Simonen,None,,,,
2133,Alexandre Foster,None,,,,
2134,Jun Bouterey-Ishido,None,,,,
2135,Bar,"['chicago soul', 'classic funk rock', 'deep funk', 'disco', 'funk', 'funk rock', 'jazz funk', 'memphis soul', 'motown', 'post-disco', 'soul', 'soul blues', 'southern soul']",,,,
2136,Joss Stone,"['neo mellow', 'neo soul', 'pop', 'pop christmas', 'pop rock', 'soul', 'soul christmas']",,,,
2137,Helldorado,"['turkish pop', 'turkish rock']",,,,
2138,Zugluft,None,,,,
2139,Andrea Kirchhofer,None,,,,
2140,Jonas Guggenheim,None,,,,
2141,Bruno Strüby,None,,,,
2142,Adrian Maers,None,,,,
2143,Enzo Zirilli,None,,,,
2144,Shem Thomas,None,,,,
2145,Andy Pupato,None,,,,
2146,Steven Parry,None,,,,
2147,Levin Deger,None,,,,
2148,Greg Haines,"['ambient', 'compositional ambient', 'drone', 'fourth world', 'nu age', 'warm drone']",,,,
2149,Fahnenflucht,"['german oi', 'german punk']",,,,
2150,The Oppressed,['oi'],,,,
2151,Enraged Minority,None,,,,
2152,Young Fathers,"['abstract hip hop', 'escape room', 'indie r&b', 'indietronica', 'ninja']",,,,
2153,Dominique Fricot,None,,,,
2154,Gregos Müller,None,,,,
2155,Eduardo Dudu Penz,None,,,,
2156,Florian Reichle,None,,,,
2157,Bluestouch,None,,,,
2158,Jan Heinke,None,,,,
2159,Telekinesis,"['indie pop', 'indie psych-rock', 'indie rock', 'shimmer pop', 'stomp and holler']",,,,
2160,Helm,"['alternative country', 'blues-rock', 'country blues', 'country rock', 'folk', 'folk rock', 'jam band', 'mellow gold', 'modern blues', 'new americana', 'new orleans blues', 'outlaw country', 'piedmont blues', 'progressive bluegrass', 'roots rock', 'singer-songwriter', 'southern rock', 'texas country', 'traditional country', 'traditional folk']",,,,
2161,Zamilska,None,,,,
2162,Dalhous,"['hauntology', 'mandible']",,,,
2163,Snak the Ripper,None,,,,
2164,DJs Vic Crezee,None,,,,
2165,"Das Tonkünstlerfest des Schweizerischen Tonkünstlervereins. Jahrmarktorgel: Wael Sami Elkholy ""Un cirque arabe""",None,,,,
2166,Skindred,"['alternative metal', 'comic', 'groove metal', 'heavy christmas', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'welsh rock']",,,,
2167,Crucified Barbara,"['glam metal', 'sleaze rock', 'swedish hard rock', 'swedish metal']",,,,
2168,Heino,"['schlager', 'volksmusik']",,,,
2169,Andy Borg,"['discofox', 'schlager', 'volksmusik']",,,,
2170,DJ Ötzi,"['austropop', 'bubblegum dance', 'discofox', 'europop', 'german pop', 'schlager']",,,,
2171,Crocodiles,"['alt-indie rock', 'chamber psych', 'dance-punk', 'dream pop', 'garage pop', 'garage psych', 'garage rock', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'preverb', 'shoegaze']",,,,
2172,Capsula,['psychill'],,,,
2173,Reto Bieri,None,,,,
2174,Fabienne Ambühl,None,,,,
2175,Nazareth,"['album rock', 'blues-rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock', 'soft rock', 'southern rock']",,,,
2176,The Animals,"['album rock', 'blues-rock', 'brill building pop', 'british blues', 'british invasion', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'singer-songwriter', 'soft rock', 'soul']",,,,
2177,Dollar Bill,['new weird america'],,,,
2178,Jörg Ulrich Busch,None,,,,
2179,Carolin Widmann,['violin'],,,,
2180,IAM,"['french hip hop', 'french reggae', 'trap francais']",,,,
2181,Tryo,"['chanson', 'francoton', 'french pop', 'french reggae', 'french rock']",,,,
2182,Groundation,"['dancehall', 'dub', 'french reggae', 'reggae', 'reggae fusion', 'roots reggae']",,,,
2183,Superbus,"['chanson', 'francoton', 'french pop', 'french rock']",,,,
2184,Stuck in the Sound,"['french indie pop', 'french rock']",,,,
2185,DJ Yuksek,None,,,,
2186,Thomas Bosshard,None,,,,
2187,Peter Roschi,None,,,,
2188,Max Sidler,None,,,,
2189,Daniel Berner,None,,,,
2190,Puggy,"['belgian indie', 'belgian rock', 'french indie pop', 'french rock']",,,,
2191,Rubin Steiner Live,None,,,,
2192,Alexandra Conunova,None,,,,
2193,Lilit Grigoryan,None,,,,
2194,Ye-Eun Choi,None,,,,
2195,Eduard Kiprsky,None,,,,
2196,Johan Botha,None,,,,
2197,Janine,['deep pop r&b'],,,,
2198,Vera,['deep australian indie'],,,,
2199,Simon,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",,,,
2200,Yannick,['orchestral'],,,,
2201,Paul,"['dance pop', 'dancehall', 'pop', 'pop rap', 'reggae fusion']",,,,
2202,Stefan,None,,,,
2203,Biggles,['swiss rock'],,,,
2204,Manu Baker,None,,,,
2205,Matt Dinkel,None,,,,
2206,Slowy & 12 Vince,None,,,,
2207,Brendan Adams,None,,,,
2208,Totenheer,None,,,,
2209,support: The True Endless,None,,,,
2210,Myrkvid,None,,,,
2211,Caladmor,['deep folk metal'],,,,
2212,South Mountain,['canadian country'],,,,
2213,Rafi Woll,None,,,,
2214,Jonas Labhart,None,,,,
2215,David Potaux-Razel,None,,,,
2216,The Funamviolistas,None,,,,
2217,Ana Hernández,None,,,,
2218,Maria Teresa Olmedilla,None,,,,
2219,Lila Horovitz,None,,,,
2220,Abba World Revival,None,,,,
2221,The Pangea Beatles Revival Band,None,,,,
2222,Nicolas Masson,None,,,,
2223,Patrice Moret,None,,,,
2224,Feya Faku Johannisburg Quintet,None,,,,
2225,Feya Faku,None,,,,
2226,Domenic Landolf,None,,,,
2227,Christoph Stiefel,None,,,,
2228,Lukas Bitterlin,None,,,,
2229,Bombus,None,,,,
2230,Tobias Frankenreiter,None,,,,
2231,Heidi Bollhalder,None,,,,
2232,Wojeiech Rozak,None,,,,
2233,Emilie Autumn,"['cello', 'dark cabaret', 'dark wave', 'steampunk', 'symphonic metal']",,,,
2234,Michael Wespi,None,,,,
2235,Luzian Graber,None,,,,
2236,Joel D. Allison,None,,,,
2237,Andy Dale Petty,None,,,,
2238,School Of Dub,None,,,,
2239,Ty,"['dwn trap', 'pop rap', 'rap', 'trap music']",,,,
2240,live: Goormak,None,,,,
2241,Infantrie,None,,,,
2242,Sicknote,None,,,,
2243,DJs Geert van der Wiet,None,,,,
2244,DJs Vaghe Stelle,None,,,,
2245,Cooly G,"['bass music', 'dubstep', 'future garage']",,,,
2246,Off With Their Heads,"['alternative emo', 'emo', 'folk punk', 'orgcore', 'pop punk', 'punk', 'ska punk', 'skate punk']",,,,
2247,Kabaka Pyramid & House of Riddim Band,None,,,,
2248,Julia Holter,"['art rock', 'chamber pop', 'chamber psych', 'chillwave', 'dream pop', 'escape room', 'fourth world', 'freak folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'la indie', 'lo-fi', 'minimal', 'neo-psychedelic', 'new weird america', 'noise pop', 'slow core']",,,,
2249,Little Barrie,"['garage rock', 'modern blues', 'punk blues']",,,,
2250,Mega Horvath,None,,,,
2251,Tschebberwooky,['reggae fusion'],,,,
2252,Leo & The Lineup,None,,,,
2253,Paul Josephs,None,,,,
2254,Giuliana Maccaroni,None,,,,
2255,Martino Pesaro,None,,,,
2256,Carolina Coimbra,None,,,,
2257,Simone Kermes,"['harpsichord', 'opera']",,,,
2258,Andrés Gabetta,None,,,,
2259,Valerie June,"['alternative americana', 'new americana', 'soul']",,,,
2260,Herbie Hancock,"['adult standards', 'bebop', 'classic funk rock', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'funk', 'hard bop', 'jazz', 'jazz blues', 'jazz christmas', 'jazz funk', 'jazz fusion', 'soul', 'soul jazz', 'vocal jazz']",,,,
2261,Wayne Shorter,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'soul jazz', 'stride', 'vocal jazz']",,,,
2262,Richard Galliano,"['accordion', 'gypsy jazz', 'italian jazz', 'tango']",,,,
2263,Biréli Lagrène,"['gypsy jazz', 'jazz fusion']",,,,
2264,Didier Lockwood,['gypsy jazz'],,,,
2265,Max Petersen,None,,,,
2266,Frederik Mademann,None,,,,
2267,Johannes Höcketstaller,None,,,,
2268,Timo Hartmann,None,,,,
2269,Magda Vogel,None,,,,
2270,Susanne Petersen,None,,,,
2271,Dänu Wisler,None,,,,
2272,Glenn Wisler,None,,,,
2273,Lou Wisler,None,,,,
2274,Mätthu Wisler,None,,,,
2275,Fink,"['chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'neo mellow', 'ninja', 'nu jazz', 'trip hop']",,,,
2276,Gisbert zu Knyphausen & Band,None,,,,
2277,I Am In Love,['gauze pop'],,,,
2278,Leroy Emmanuel Trio,None,,,,
2279,Morcheeba,"['acid jazz', 'big beat', 'bmore', 'downtempo', 'electronic', 'nu jazz', 'pop rock', 'trip hop']",,,,
2280,Rocky,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap music']",,,,
2281,Nina Nesbitt,"['indie anthem-folk', 'neo-singer-songwriter', 'pop']",,,,
2282,Ed Sheeran,['pop'],,,,
2283,Backstreet Boys,"['boy band', 'dance pop', 'europop', 'pop', 'pop christmas', 'post-teen pop']",,,,
2284,Robert Bonisolo,None,,,,
2285,Jorge Rossy,None,,,,
2286,Craig Taborn,"['avant-garde jazz', 'contemporary jazz', 'free jazz']",,,,
2287,Eric Harland,['contemporary jazz'],,,,
2288,Le1f,"['escape room', 'indie r&b', 'strut']",,,,
2289,Pillow Talk,None,,,,
2290,Roberto González,['mexican son'],,,,
2291,Anton Jivaev,None,,,,
2292,Christine Christensen,None,,,,
2293,François Leleux,None,,,,
2294,Martin Fröst,"['clarinet', 'classical performance', 'orchestral', 'violin']",,,,
2295,Pierre Gomes,None,,,,
2296,Christian Zacharias,"['classical performance', 'classical piano']",,,,
2297,The Hives,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie christmas', 'indie rock', 'new rave', 'punk', 'rock', 'swedish hard rock', 'swedish indie rock']",,,,
2298,The Boss Hoss,None,,,,
2299,Stefan Rusconi,None,,,,
2300,Nick Cave & The Bad Seeds,"['alternative rock', 'art rock', 'chamber pop', 'garage rock', 'indie rock', 'new wave', 'permanent wave', 'singer-songwriter']",,,,
2301,M,None,,,,
2302,Dizzee Rascal,"['bassline', 'grime', 'house', 'pop rap', 'rap', 'tropical house', 'uk garage']",,,,
2303,Youssoupha,"['azontobeats', 'francoton', 'french hip hop', 'french pop', 'french reggae', 'trap francais']",,,,
2304,Etienne de Crécy,"['alternative dance', 'disco house', 'electronic', 'filter house', 'french indietronica', 'new rave']",,,,
2305,Keny Arkana,"['francoton', 'french hip hop', 'french reggae', 'trap francais']",,,,
2306,Virus Syndicate,"['dubstep', 'grime']",,,,
2307,Lindigo,"['malagasy folk', 'sega']",,,,
2308,Dubioza Kolektiv,['yugoslav rock'],,,,
2309,Retro Stefson,['icelandic pop'],,,,
2310,Christine Salem,['sega'],,,,
2311,Gaël Faye,None,,,,
2312,Christian Schmitt,['classical organ'],,,,
2313,Evgeny Kissin,"['classical', 'classical performance', 'classical piano', 'orchestral', 'violin']",,,,
2314,Renaud Capuçon,"['classical performance', 'violin']",,,,
2315,Antoine Tamestit,None,,,,
2316,Blythe Teh Engstroem,None,,,,
2317,Stephan Koncz,None,,,,
2318,Emanuel Ax,"['classical performance', 'classical piano', 'orchestral', 'violin']",,,,
2319,Patrick Wolf,"['chamber pop', 'downtempo']",,,,
2320,Wynton Marsalis Quintet,None,,,,
2321,Bush,"['alternative metal', 'alternative rock', 'funk rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rock']",,,,
2322,Vana Gierig Group feat. Paquito D'Rivera,None,,,,
2323,Vana Gierig,None,,,,
2324,Paquito D'Rivera,"['cuban rumba', 'latin christmas', 'latin jazz', 'mambo']",,,,
2325,Sean Conly,None,,,,
2326,Marcello Pellitteri,None,,,,
2327,Vinicius Barros,None,,,,
2328,Yvonne Schaub,None,,,,
2329,Beatrix Nagy,None,,,,
2330,Aldo Manetsch,None,,,,
2331,Stefan Haselhoff,None,,,,
2332,Michael Donkel,None,,,,
2333,Carol Schuler,None,,,,
2334,Andy Fall,None,,,,
2335,Dirk Feistel,None,,,,
2336,Bora Öksüz,None,,,,
2337,Hannes Dullinger,None,,,,
2338,Status Quo,"['album rock', 'blues-rock', 'british blues', 'classic rock', 'glam rock', 'hard rock', 'heavy christmas', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock', 'southern rock']",,,,
2339,Marillion,"['album rock', 'art rock', 'neo-progressive', 'new romantic', 'progressive metal', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",,,,
2340,Marc Pircher & Band,None,,,,
2341,Monika Martin,"['schlager', 'volksmusik']",,,,
2342,Die jungen Zillertaler,"['discofox', 'schlager', 'volksmusik', 'zillertal']",,,,
2343,Feuerherz,None,,,,
2344,Bernhard Brink,"['discofox', 'schlager', 'volksmusik']",,,,
2345,Melissa Naschenweng,None,,,,
2346,Amigos,"['latin alternative', 'latin pop', 'mexican indie', 'rock en espanol', 'venezuelan rock']",,,,
2347,Duncan Honeybourne,None,,,,
2348,Christina Daletska,None,,,,
2349,Damian Marley,"['dancehall', 'reggae', 'reggae fusion']",,,,
2350,Viviane de Farias,['bossa nova jazz'],,,,
2351,Ricardo Fiuza:,None,,,,
2352,Mauro Martins,None,,,,
2353,Zé Luíz Nascimento,None,,,,
2354,Songhoy Blues,['world'],,,,
2355,Mutefish,None,,,,
2356,Stefano Bollani,['italian jazz'],,,,
2357,Travellin Brothers,None,,,,
2358,Hurricane Brass Band,None,,,,
2359,Rafael Zolkos,None,,,,
2360,Dead Beatz,None,,,,
2361,Sister Cookie,None,,,,
2362,DJs Reverend Reichsstadt & Jensomatic,None,,,,
2363,Giusy Wild,None,,,,
2364,Daniela Achermann,None,,,,
2365,Shannon Powell & His Hall Jazz Band,None,,,,
2366,Emma Pask & Her Australian Trio,None,,,,
2367,Malted Milk & Toni Green,None,,,,
2368,Davell Crawford Tribute to Fats Domino,None,,,,
2369,Jazz Five feat. John MIcheal Bradford,None,,,,
2370,Sylvie Dambrine,None,,,,
2371,Palma Martello,None,,,,
2372,Gérard Wyss,None,,,,
2373,Christian Altenburger,None,,,,
2374,Michel Godard,None,,,,
2375,Bruno Helstroffer,None,,,,
2376,Guillemette Laurens,None,,,,
2377,Jeannine Hirzel,None,,,,
2378,Edward Rushton,None,,,,
2379,Nordic Voices,None,,,,
2380,John Legend,"['neo soul', 'pop', 'pop christmas', 'pop rap', 'r&b', 'soul christmas', 'urban contemporary']",,,,
2381,Emeli Sandé,"['dance pop', 'neo mellow', 'pop', 'pop christmas', 'post-teen pop', 'r&b']",,,,
2382,Donlon,None,,,,
2383,Gabriela Glaus,None,,,,
2384,Julia Schild,None,,,,
2385,Julia Baumgartner,None,,,,
2386,Alexandra Meier,None,,,,
2387,Timothy Löw,None,,,,
2388,Tobias Wurmehl,None,,,,
2389,Regula Mühlemann,None,,,,
2390,Tatiana Korsunskaya,None,,,,
2391,David Orlowsky,['klezmer'],,,,
2392,King Pleasure And The Biscuit Boys,['traditional swing'],,,,
2393,Denny Ilett Sings Sinatra,None,,,,
2394,La Section Rythmique & Julien Brunet feat. Jesse Davis,None,,,,
2395,Kirk Lightsey,None,,,,
2396,Tibor Elekes,None,,,,
2397,Famoudou Don Moye,None,,,,
2398,Vojin Kocic,None,,,,
2399,Gianna Nannini,"['italian arena pop', 'italian pop']",,,,
2400,Lorenzo De Finti,None,,,,
2401,Eric Marienthal,"['jazz christmas', 'smooth jazz']",,,,
2402,Fabrizio Bosso,['italian jazz'],,,,
2403,Walter Muto,None,,,,
2404,Luca Scansani,None,,,,
2405,Giorgio Di Tullio,None,,,,
2406,Kate Kelly,None,,,,
2407,Lilly Wood and the Prick,"['french indie pop', 'french rock', 'tropical house']",,,,
2408,Yaron Herman,['contemporary jazz'],,,,
2409,Andorphin,None,,,,
2410,Davina & The Vagabonds,None,,,,
2411,Martin Dahanukar,None,,,,
2412,Slawek Plizga,None,,,,
2413,Sophie Yates,['harpsichord'],,,,
2414,António Bernardo Carvalho Ferrão,None,,,,
2415,Oliver Truan,None,,,,
2416,Michael Heitzler,None,,,,
2417,Ariel Zuckermann,None,,,,
2418,Daniel Fricker,None,,,,
2419,Christoph Staudenmann,None,,,,
2420,Sonja Indin,None,,,,
2421,Isora Castilla,None,,,,
2422,Pio Schürmann,None,,,,
2423,Marcel Lüscher,None,,,,
2424,Niko Seibold,None,,,,
2425,Andreas Herrmann,None,,,,
2426,Johannes Gutfleisch,None,,,,
2427,Gregor McEwan,None,,,,
2428,Aylin Andrea Sonderer,None,,,,
2429,Patricia López Hidalgo,None,,,,
2430,Fraynni Emperatriz Rui Medina,None,,,,
2431,Julia Hantschel,None,,,,
2432,Valentin Haug,None,,,,
2433,Shani Shachar,None,,,,
2434,Andrea Joy Walker,None,,,,
2435,Marco Amherd,None,,,,
2436,Christian Muthspiel,['jazz brass'],,,,
2437,Franck Tortiller,None,,,,
2438,Steve Swallow,"['contemporary jazz', 'contemporary post-bop', 'jazz fusion']",,,,
2439,Element Of Crime,"['german indie', 'german pop', 'liedermacher']",,,,
2440,Boris Berezovsky,"['classical performance', 'classical piano']",,,,
2441,Elena Tsallagova,None,,,,
2442,Maksim Aksenov,None,,,,
2443,Alexei Tanovitski,None,,,,
2444,BAP,"['dance pop', 'k-pop', 'korean pop']",,,,
2445,Anja Pöche,None,,,,
2446,Sebastian Krause,None,,,,
2447,Tobias Pöche,None,,,,
2448,Ludwig Böhme,None,,,,
2449,Joe Roesler,None,,,,
2450,Katrin Züllig,None,,,,
2451,Marina Sobyanina,None,,,,
2452,Jonas Beck,None,,,,
2453,Franz Flückiger,None,,,,
2454,Bastian Weber,None,,,,
2455,Tim Vantol,None,,,,
2456,Tattie Jam,None,,,,
2457,Marvin Trummer,None,,,,
2458,Messer Chups,"['exotica', 'laboratorio', 'lounge', 'psychobilly', 'surf music']",,,,
2459,Eddy Slovik,None,,,,
2460,Cass McCombs,"['alternative country', 'alternative rock', 'anti-folk', 'chamber pop', 'chamber psych', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'neo-psychedelic', 'new americana', 'new weird america', 'noise pop', 'preverb', 'roots rock', 'shimmer pop', 'singer-songwriter', 'slow core', 'soul', 'stomp and holler']",,,,
