,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
12114,Christel Elisabeth Smith,None,,,,
12115,Christiane Boesiger,None,,,,
12116,Hans-Jürgen Schöpflin,None,,,,
12117,Cornelia Kallisch,None,,,,
12118,Miguel Linares,None,,,,
12119,Dany Noel,None,,,,
12120,Bryan Adams,"['album rock', 'canadian pop', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",,,,
12121,Peter Doran,['indie singer-songwriter'],,,,
12122,Urs Bollhalder,None,,,,
12123,Illias Mohamed,None,,,,
12124,Abdoulahi van Loon,None,,,,
12125,Djakrave Dia,None,,,,
12126,Fat White Family,"['alt-indie rock', 'chamber psych', 'garage psych', 'garage rock', 'neo-psychedelic']",,,,
12127,Sona Shaboyan,None,,,,
12128,Narek Kazazyan,None,,,,
12129,Emmanuel Hovhannisyan,None,,,,
12130,The Men,"['alternative rock', 'brooklyn indie', 'dance-punk', 'freak folk', 'garage psych', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore', 'post-punk', 'preverb']",,,,
12131,Boyce Avenue,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",,,,
12132,Nick Howard,None,,,,
12133,Hannah Trigwell,"['channel pop', 'viral pop']",,,,
12134,Andrew Digby,None,,,,
12135,Rea Garvey,"['deep german pop rock', 'german pop', 'german pop rock']",,,,
12136,C.J. Boyd,None,,,,
12137,Plumes,['deep canadian indie'],,,,
12138,johannes gutfleisch,None,,,,
12139,marco nenniger,None,,,,
12140,alex maksymiw,None,,,,
12141,Eva Seliner,None,,,,
12142,After-Party; Elektronix mit Space Rangers,None,,,,
12143,Dailey & Vincent,"['bluegrass', 'progressive bluegrass']",,,,
12144,Gigi Moto,['swiss rock'],,,,
12145,Margarete Kopelent,None,,,,
12146,Franz From Austria,None,,,,
12147,Christof Breitenmoser,None,,,,
12148,Tobias Pestalozzi,None,,,,
12149,Mat Callahan,None,,,,
12150,Alan Burke,None,,,,
12151,Shannon Callahan,None,,,,
12152,Joe McHugh,None,,,,
12153,Urs Baumann,None,,,,
12154,Jay Schönenberger,None,,,,
12155,Kurt Auer,None,,,,
12156,Sämi Michel,None,,,,
12157,Max Kiefer,None,,,,
12158,A Wilhelm Scream,"['alternative emo', 'emo', 'melodic hardcore', 'orgcore', 'pop punk', 'punk', 'ska punk', 'skate punk']",,,,
12159,Tilbury & Rowe,None,,,,
12160,Ielasi & Malatesta,None,,,,
12161,John Tilbury,"['acousmatic', 'avant-garde', 'free improvisation', 'minimal', 'modern performance']",,,,
12162,Keith Rowe,"['electroacoustic improvisation', 'experimental', 'free improvisation']",,,,
12163,Giuseppe Ielasi,"['dark jazz', 'glitch', 'lowercase', 'warm drone']",,,,
12164,Enrico Malatesta,None,,,,
12165,Midlake,"['alternative rock', 'austindie', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'slow core', 'stomp and holler']",,,,
12166,Israel Nash,"['alternative americana', 'alternative country', 'new americana', 'roots rock']",,,,
12167,Peter Livers,None,,,,
12168,Jürg Metzger,None,,,,
12169,Sam Baur,None,,,,
12170,Cloud Boat,None,,,,
12171,The Razorblades,None,,,,
12172,Sleepwalkers Station,None,,,,
12173,Debbie Frank,None,,,,
12174,Andrea Isenegger,None,,,,
12175,The Original Wailers,None,,,,
12176,Fanfarlo,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'shimmer pop', 'stomp and holler']",,,,
12177,DJs Frankaly Lavoe,None,,,,
12178,Scherbenkontrabass,None,,,,
12179,Yefim Bronfman,['classical piano'],,,,
12180,Miriam Clark,None,,,,
12181,Uwe Stickert,None,,,,
12182,Monique Lansdorp,None,,,,
12183,Mike Horowitz,None,,,,
12184,Selina Horowitz,None,,,,
12185,Oldseed,None,,,,
12186,Sole,None,,,,
12187,Mathias Goetz,None,,,,
12188,Hanspeter Baldinger,None,,,,
12189,Michi Wipf,None,,,,
12190,Alexandr Kutuzov,None,,,,
12191,Veriko Tchumburidze,None,,,,
12192,Ilya Bakhtin,None,,,,
12193,Romano DAgostino,None,,,,
12194,Flavio Viazzoli,None,,,,
12195,Matthias Kohner,None,,,,
12196,Sophie Heinrich,None,,,,
12197,Daniel Geiss,None,,,,
12198,Jacques Ammon,None,,,,
12199,Martin Stadtfeld,['classical piano'],,,,
12200,Dead Lord,None,,,,
12201,Tiebreaker,None,,,,
12202,Kublai Khan,['death core'],,,,
12203,Sir Oliver Mally,None,,,,
12204,Martin Gasselsberger,None,,,,
12205,Alex Meik,None,,,,
12206,Willy Hackl,None,,,,
12207,Django Bates,"['avant-garde jazz', 'contemporary jazz']",,,,
12208,Julianna Wetzel,None,,,,
12209,Peter Vögeli,None,,,,
12210,Maurus Conte,None,,,,
12211,Martin Huber,None,,,,
12212,ss) Fabien Hörni,None,,,,
12213,Bonnie,"['album rock', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",,,,
12214,Didi Meier,None,,,,
12215,Etienne Irscartel,None,,,,
12216,Ueli Hofstetter,None,,,,
12217,Isaak,"['folk christmas', 'mellow gold', 'rockabilly', 'roots rock']",,,,
12218,Aviator,['melodic hard rock'],,,,
12219,Roger Muraro,None,,,,
12220,Erika Öhman,None,,,,
12221,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",,,,
12222,Nadia Maria Endrizzi,None,,,,
12223,Zachary Smith,None,,,,
12224,John Agbloe,None,,,,
12225,Dustin Persson,None,,,,
12226,Kai Becker,None,,,,
12227,Jaime Cardozo,None,,,,
12228,Motel 72,None,,,,
12229,Alexandre Poulin,['quebecois'],,,,
12230,Fred Pellerin,['quebecois'],,,,
12231,Chron Goblin,['psychedelic doom'],,,,
12232,Los Disidentes Del Sucio Motel,None,,,,
12233,Mario Brassard,None,,,,
12234,Yves Desroisiers,None,,,,
12235,Coeur de Pirate,"['chanson', 'french pop']",,,,
12236,Michael Vitali Trio,None,,,,
12237,Michael Vitali,None,,,,
12238,Justin Wert,None,,,,
12239,Yuka Tadano,None,,,,
12240,Disturbed,"['alternative metal', 'nu metal', 'post-grunge']",,,,
12241,Black Lung,None,,,,
12242,KRS-One,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'southern hip hop', 'turntablism']",,,,
12243,Ana Moura,"['fado', 'portuguese rock']",,,,
12244,Alice Phoebe Lou,None,,,,
12245,Martial In Albon,None,,,,
12246,Sir Camelot,None,,,,
12247,Gonçalo Salgueiro,['fado'],,,,
12248,Mats Gustafsson Fire,None,,,,
12249,Nico Brina,"['boogie-woogie', 'piano blues']",,,,
12250,Edguy,"['german metal', 'gothic metal', 'hard rock', 'melodic death metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",,,,
12251,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop christmas', 'pop rock', 'viral pop']",,,,
12252,Helmet,"['alternative metal', 'alternative rock', 'funk rock', 'groove metal', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'post-hardcore', 'rap metal', 'rap rock', 'sludge metal', 'space rock', 'stoner rock']",,,,
12253,Arliss Nancy,None,,,,
12254,Terry Edwards,None,,,,
12255,Peter Dieterle,None,,,,
12256,Federico Abraham,None,,,,
12257,Andy Herrmann,None,,,,
12258,Nina Reiter,None,,,,
12259,Zacharie Ksyk,None,,,,
12260,M'adam,None,,,,
12261,Elmar Gasanov,None,,,,
12262,Hana Blaíková,None,,,,
12263,Maarten Engeltjes,None,,,,
12264,Hille Perl,"['classical christmas', 'harpsichord']",,,,
12265,Denise Seyhan,None,,,,
12266,Heike Bleckmann,None,,,,
12267,Rondo Veneziano,['bow pop'],,,,
12268,Roachford,None,,,,
12269,Sido,"['deep german hip hop', 'german hip hop', 'tropical house']",,,,
12270,Mnozil Brass,"['brass band', 'brass ensemble']",,,,
12271,Max E. Keller,None,,,,
12272,Gueorgui Kornazov,None,,,,
12273,Marc Buronfosse,None,,,,
12274,Karl Jannuska,None,,,,
12275,Eliyah Reichen,None,,,,
12276,Endstille,"['black metal', 'pagan black metal']",,,,
12277,Ondskapt,"['avantgarde metal', 'black metal', 'dark black metal', 'swedish metal']",,,,
12278,Koldbrann,"['black metal', 'dark black metal', 'norwegian metal', 'pagan black metal']",,,,
12279,The Temperance Movement,['modern blues'],,,,
12280,Samuel Castro Bastos,None,,,,
12281,Tomas Gallart,None,,,,
12282,Elisabeth Göring,None,,,,
12283,Texas Acoustic Trio,None,,,,
12284,Max Greger,"['ballroom', 'easy listening']",,,,
12285,Hugo Strasser,"['ballroom', 'easy listening']",,,,
12286,Max Greger junior,None,,,,
12287,Maximilian Greger,None,,,,
12288,Hiroko Sakagami,['deep classical piano'],,,,
12289,Emilie Jacquelin,None,,,,
12290,Violaine Dufès,None,,,,
12291,Marie Mercier,None,,,,
12292,Camille Delcambre,None,,,,
12293,Ludovic Thirvaudet,None,,,,
12294,Regina Domian,None,,,,
12295,conductor: Roger Widmer,None,,,,
12296,Barnabas Nagy,None,,,,
12297,Susanne Werth,None,,,,
12298,Yoko Hirai,None,,,,
12299,Beatrix Becker,None,,,,
12300,Christian Krebs,None,,,,
12301,Paul Millns,None,,,,
12302,Butch Coulter,None,,,,
12303,Ingo Rau,None,,,,
12304,Vladi Kempf,None,,,,
12305,Ellery Eskelin Trio New York,None,,,,
12306,Gerald Cleaver,None,,,,
12307,Lew Soloff,['jazz brass'],,,,
12308,Matt Perrine,None,,,,
12309,Eric McPherson,None,,,,
12310,Young Rebel Set,['german indie'],,,,
12311,support: Cricklewood,None,,,,
12312,Torpus & The Art Directors,None,,,,
12313,Fleetwood Mac,"['album rock', 'british blues', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",,,,
12314,Depedro,"['cantautor', 'spanish indie pop', 'spanish noise pop', 'spanish rock']",,,,
12315,Sex Mob,['contemporary jazz'],,,,
12316,The Brubeck Brothers,None,,,,
12317,Cory Smythe,None,,,,
12318,Cannibal Corpse,"['alternative metal', 'black metal', 'brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'grindcore', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'speed metal', 'technical death metal', 'thrash metal']",,,,
12319,Krisiun,"['brazilian punk', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'groove metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",,,,
12320,Hideous Divinity,"['brutal death metal', 'technical brutal death metal', 'technical death metal']",,,,
12321,Coldrain,"['j-metal', 'j-rock', 'post-screamo', 'screamo', 'visual kei']",,,,
12322,support: Broken Teeth,None,,,,
12323,Ed Motta,"['bossa nova', 'mpb', 'samba']",,,,
12324,Matti Klein,None,,,,
12325,Jay Phelps,None,,,,
12326,Marc Doffey,None,,,,
12327,Neville Malcom,None,,,,
12328,Yoran Vroom,None,,,,
12329,Dee Dee Bridgewater New Orleans Project,None,,,,
12330,James Copley,None,,,,
12331,Gael Cadoux,None,,,,
12332,Thomas Faure,None,,,,
12333,Vincent Payen,None,,,,
12334,Bertrand Luzignant,None,,,,
12335,Jeremie Coke,None,,,,
12336,Peter Bernstein,"['contemporary jazz', 'contemporary post-bop', 'deep jazz guitar']",,,,
12337,Morten Ramsbol,None,,,,
12338,Christian Salfellner,None,,,,
12339,Maximilian Haft,None,,,,
12340,Bobby Mitchell,None,,,,
12341,Benedikt Rudolf von Rohr,None,,,,
12342,Markus Tinner,None,,,,
12343,Philipp Bosshard,None,,,,
12344,Bruno Glaus,None,,,,
12345,Hannes Schneeberger,None,,,,
12346,Frankziska Fleischanderl,None,,,,
12347,works by Martin Wistinghausen,None,,,,
12348,Iokoi,None,,,,
12349,Pro-Pain,None,,,,
12350,Powerstroke,None,,,,
12351,Urumchi,None,,,,
12352,Freddy Studer,None,,,,
12353,The Wave Picture,None,,,,
12354,Warias,None,,,,
12355,Jeffrey Foucault & Billy Conway,None,,,,
12356,support: Caitlin Canty,None,,,,
12357,Vendredi Soir Swing,None,,,,
12358,Teodoro Bau,None,,,,
12359,Reut Regev,['jazz brass'],,,,
12360,From This Day On,None,,,,
12361,Every Reason To,None,,,,
12362,Marianne Faithfull,"['art rock', 'british invasion', 'cabaret', 'folk', 'folk rock', 'new wave pop', 'singer-songwriter', 'traditional folk']",,,,
12363,Marie-Nicole Lemieux,['opera'],,,,
12364,Laura Decurtins,None,,,,
12365,Freddy Manser,None,,,,
12366,Guido Decurtins,None,,,,
12367,Michel Estermann,None,,,,
12368,Augustin Maissen,None,,,,
12369,Andriu Maissen,None,,,,
12370,Earl Thomas & Band,None,,,,
12371,Blutengel,"['dark wave', 'ebm', 'electro-industrial', 'gothic metal', 'industrial metal', 'neue deutsche harte', 'symphonic metal']",,,,
12372,Anna Schaffner,None,,,,
12373,Rainer Weiss,None,,,,
12374,Chris de Burgh & Band,None,,,,
12375,The Big Chris Barber Band,None,,,,
12376,Kottarashky & The Rain Dogs,None,,,,
12377,Aleksandar Dobrev,None,,,,
12378,Hristo Hadzhiganchev,None,,,,
12379,Yordan Geshakov,None,,,,
12380,Atanas Popov,None,,,,
12381,Arianna Savall & Petter Udland Johansen,None,,,,
12382,Seinung Lilleheier,None,,,,
12383,The Johnny Trouble Trio,None,,,,
12384,Peter Rom,None,,,,
12385,Anamtara,None,,,,
12386,Sarah Weibel,None,,,,
12387,Sven Kohler,None,,,,
12388,Sarah Niederer,None,,,,
12389,Daniela Regnani,None,,,,
12390,David Fehr,None,,,,
12391,Roland Kiefer,None,,,,
12392,Engin,None,,,,
12393,Mitch Kashmar Bluesband,None,,,,
12394,Steve Coleman & Five Elements,None,,,,
12395,Emile Parisien 4tet,None,,,,
12396,Anthony Tidd,None,,,,
12397,Sean Rickman,None,,,,
12398,Olivier Zurkirchen,None,,,,
12399,Joel Graf,None,,,,
12400,Morcheeba with Skye,None,,,,
12401,Jacques Covo,None,,,,
12402,Daniel Falletti,None,,,,
12403,Tox Drohar,None,,,,
12404,Sonja Huber,None,,,,
12405,Mathias Siegrist,None,,,,
12406,Gábor Bolla,None,,,,
12407,Robert Lakatos,None,,,,
12408,Christian Lakatos,None,,,,
12409,Portico Quartet,"['contemporary jazz', 'dark jazz', 'fourth world', 'indie jazz', 'new tribe', 'ninja', 'nu jazz']",,,,
12410,Pat Mcmanus,None,,,,
12411,Roch Voisine,"['chanson', 'french pop', 'quebecois', 'world christmas']",,,,
12412,Guns Love Stories,None,,,,
12413,Kouyaté & Neerman,None,,,,
12414,Pat Kelly,"['lovers rock', 'reggae', 'rock steady', 'roots reggae']",,,,
12415,Rude Rich & The High Notes,None,,,,
12416,Beni Bürgin,None,,,,
12417,Ernie Odoom,None,,,,
12418,Amaury Bach,None,,,,
12419,Diegon Fana,None,,,,
12420,Laurent Desbiolles,None,,,,
12421,Guillaume Lavallard,None,,,,
12422,Loic Burdin,None,,,,
12423,Daniel Verdesca,None,,,,
12424,Vincent Camer,None,,,,
12425,Jérémie Creix,None,,,,
12426,Stéphane Monnet,None,,,,
12427,Thierry Girault,None,,,,
12428,Smallkings,None,,,,
12429,Sam Burckhardt,None,,,,
12430,Matthew Skoller,None,,,,
12431,Johnny Iguana,None,,,,
12432,Felton Crews,None,,,,
12433,Kenny Smith,None,,,,
12434,Erja Lyytinen,"['modern blues', 'texas blues']",,,,
12435,Bruno Amatruda,None,,,,
12436,Tamas Szöllösy,None,,,,
12437,Dani Pauli,None,,,,
12438,tbn,None,,,,
12439,Dr. Kataplasma,None,,,,
12440,Touch People,None,,,,
12441,Dada Baba,['chinese indie rock'],,,,
12442,Anthony Joseph & The Spasm Band,None,,,,
12443,Anthony Joseph,None,,,,
12444,Colin Webster,None,,,,
12445,Christian Arcucci,None,,,,
12446,Andrew John,None,,,,
12447,Marijus Aleksa,None,,,,
12448,Richard Baker,None,,,,
12449,Birgit Bidder,['swedish indie pop'],,,,
12450,Thao & The Get Down Stay Down,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'shimmer pop', 'stomp and holler']",,,,
12451,Jan Garbarek Group feat. Trilok Gurtu,None,,,,
12452,Jan Garbarek,"['fourth world', 'norwegian jazz']",,,,
12453,Juri Daniel,None,,,,
12454,Trilok Gurtu,"['arab folk', 'fourth world', 'jazz fusion', 'world fusion']",,,,
12455,Into It Over It,"['alternative emo', 'anthem emo', 'chicago indie', 'dreamo', 'emo', 'melodic hardcore', 'pop punk', 'progressive post-hardcore']",,,,
12456,Slingshot Dakota,"['alternative emo', 'emo', 'indie punk']",,,,
12457,Koji,None,,,,
12458,St. Stephen Baptist Church Choir,None,,,,
12459,The Piano Guys,"['bow pop', 'classify', 'viral pop']",,,,
12460,Dark Tranquillity,"['death metal', 'folk metal', 'gothic metal', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'metalcore', 'power metal', 'progressive metal', 'speed metal', 'swedish metal', 'viking metal']",,,,
12461,Furia,['deep norteno'],,,,
12462,Mateusz Kaminski,None,,,,
12463,Crystal Stilts,"['brooklyn indie', 'chillwave', 'dream pop', 'freak folk', 'garage pop', 'garage psych', 'grave wave', 'indie garage rock', 'neo-psychedelic', 'new weird america', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze']",,,,
12464,Tina Brown & The Gospel Messengers,None,,,,
12465,Jake Bellows,None,,,,
12466,Andrea Brunner,None,,,,
12467,Dead Skeletons,"['neo-psychedelic', 'psych gaze']",,,,
12468,Califone,"['chicago indie', 'freak folk', 'indie folk', 'lo-fi', 'new weird america', 'slow core', 'stomp and holler']",,,,
12469,Tony Dekker of Great Lake Swimmers,None,,,,
12470,L'Enfance Rouge,None,,,,
12471,Eugene S. Robinson,None,,,,
12472,Leitung und Werke von Yang Jing,None,,,,
12473,Quero Ramón Ortega,None,,,,
12474,Mayuko Kamio,['violin'],,,,
12475,Alexander Zemtsov,None,,,,
12476,Orfeo Mandozzi,None,,,,
12477,Rainhard Fendrich,"['austropop', 'german pop', 'liedermacher', 'schlager']",,,,
12478,Emilio Solla & Afines,None,,,,
12479,Emilio Solla,None,,,,
12480,Gorka Benítez,None,,,,
12481,Carlos Morera,None,,,,
12482,David González,None,,,,
12483,David Xirgu,None,,,,
12484,Patric West & Band,None,,,,
12485,Oscar & The Wolf,None,,,,
12486,Do as They Burn,None,,,,
12487,Christoph Flueler,None,,,,
12488,Frank Rösler,None,,,,
12489,Grief Joy,None,,,,
12490,Uneven Structure,"['djent', 'jazz metal', 'mathcore']",,,,
12491,support: The Algorithm,None,,,,
12492,Weaksaw,None,,,,
12493,Iaross,None,,,,
12494,Nicolas Larossi,None,,,,
12495,Colin Vincent,None,,,,
12496,Germain Lebot,None,,,,
12497,Nighthawks,None,,,,
12498,Markus Wienstroer,None,,,,
12499,The Elwins,"['canadian indie', 'deep canadian indie']",,,,
12500,Christian Muthspiel feat. Steve Swallow,None,,,,
12501,Carlo Schoeb,None,,,,
12502,Rainer Weber,None,,,,
12503,David Brühwiler,None,,,,
12504,Thomas Hiestand,None,,,,
12505,Delorean,"['alternative dance', 'balearic', 'chillwave', 'dance-punk', 'indietronica', 'new rave', 'spanish indie pop', 'spanish noise pop']",,,,
12506,Sam Gallati,None,,,,
12507,Verveine,['french indietronica'],,,,
12508,Ekaterina Sobina,None,,,,
12509,Milena Jankovic,None,,,,
12510,Adrian Pflugshaupt,None,,,,
12511,Céline Huber,None,,,,
12512,Oliver Fabro,None,,,,
12513,works by Martin Jaggi,None,,,,
12514,Tscho Theissing,None,,,,
12515,Tom Götze,None,,,,
12516,Roger Gutzwiller,None,,,,
12517,Denis Flaig,None,,,,
12518,Ullrich Niedermüller,None,,,,
12519,Susann Wehrli,None,,,,
12520,Markus Gsell,None,,,,
12521,Julia Gomez,None,,,,
12522,Carmel,None,,,,
12523,Deadline,['oi'],,,,
12524,Black Shirt Samurais,None,,,,
12525,The Sea and the Cake,"['alternative rock', 'chicago indie', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'math rock', 'neo-psychedelic', 'noise pop', 'post rock', 'slow core']",,,,
12526,Seapony,"['chillwave', 'indie dream pop', 'indie psych-rock', 'indietronica', 'noise pop', 'nu gaze', 'shimmer pop']",,,,
12527,Live-Installation aus Bildern und Posaune,None,,,,
12528,Princess Chelsea,None,,,,
12529,Anikó Illényi,None,,,,
12530,Norbert Uhl,None,,,,
12531,Sabina Curti,None,,,,
12532,A Forest,"['acid jazz', 'nu jazz', 'trip hop']",,,,
12533,Jmsn,"['deep indie r&b', 'escape room', 'indie r&b', 'neo soul', 'underground hip hop']",,,,
12534,Denise Huser,None,,,,
12535,Kevin Bullen,None,,,,
12536,Michael Aldinger,None,,,,
12537,Eliana Cargnelutti,None,,,,
12538,Sadie Johnson,None,,,,
12539,Heather Crosse,None,,,,
12540,Nicole Bernegger,None,,,,
12541,Joel Schmidt,None,,,,
12542,Elizabeth Lee's Cozmic Mojo,None,,,,
12543,Eirik Dorsdal,None,,,,
12544,Oyvind Hegg-Lunde,None,,,,
12545,Georgy Tchaidze,None,,,,
12546,Asa Konishi Jankowska,None,,,,
12547,Albert Hartkamp,None,,,,
12548,Hans Röllin,None,,,,
12549,Anna Linder,None,,,,
12550,Bruno Linggi,None,,,,
12551,Mônica Kâto Duarte,None,,,,
12552,Dominique Tinguely,None,,,,
12553,Sarah Humphrys,None,,,,
12554,Tore Eketorp,None,,,,
12555,Christian Kjos,None,,,,
12556,Martin De Vargas,None,,,,
12557,Lenneke Ruiten,None,,,,
12558,Anja Schlosser,None,,,,
12559,James Elliott,None,,,,
12560,Works by Francesco Tristano,None,,,,
12561,Virginie Raemy,None,,,,
12562,Chisaki Kito,None,,,,
12563,Araksya Sargsyan,None,,,,
12564,Lukas Raaflaub,None,,,,
12565,Nolwenn Bargin,None,,,,
12566,Sérgio Pires,None,,,,
12567,Solist Mario Venuti. Der Orchesterverein Oerlikon,None,,,,
12568,Miriam Feuerspringer,None,,,,
12569,Christian Immler,None,,,,
12570,Nareh Arghamanyan,None,,,,
12571,Óskar Guðjónsson,None,,,,
12572,Ómar Guðjónsson,None,,,,
12573,Davíð Þór Jónsson,None,,,,
12574,Magnús Trygvason Eliassen,None,,,,
12575,Obituary,"['alternative metal', 'black metal', 'brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'doom metal', 'grindcore', 'groove metal', 'melodic death metal', 'metal', 'rap rock', 'speed metal', 'technical death metal', 'thrash metal']",,,,
12576,Exodus,"['alternative metal', 'crossover thrash', 'death metal', 'groove metal', 'hard rock', 'heavy christmas', 'latin metal', 'melodic metalcore', 'metal', 'nu metal', 'power metal', 'progressive metal', 'rap rock', 'rock', 'speed metal', 'thrash metal']",,,,
12577,King Parrot,None,,,,
12578,Zimi's Hot Swing Trio,None,,,,
12579,Marcel Zimi Zimmermann,None,,,,
12580,Lindsay Ferguson,None,,,,
12581,Rislane El Harat,None,,,,
12582,Tom Müller,None,,,,
12583,Kai Strauss,None,,,,
12584,Tommie Harris,None,,,,
12585,Frightened Rabbit,"['chamber pop', 'folk christmas', 'folk-pop', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'scottish rock', 'stomp and holler']",,,,
12586,Isakadze,None,,,,
12587,Grossenbacher,None,,,,
12588,Kordzadze,None,,,,
12589,Nebieridze,None,,,,
12590,Yumi,"['chillwave', 'indie dream pop', 'indie psych-rock', 'indie r&b', 'indietronica', 'shimmer pop', 'vapor soul']",,,,
12591,Spronk,None,,,,
12592,Tchumburidze,None,,,,
12593,Ramishvili,None,,,,
12594,Magradze,None,,,,
12595,Tsotskhalashvili,None,,,,
12596,Midelashvil,None,,,,
12597,Olga Pavlu,None,,,,
12598,Michael Pavlu,None,,,,
12599,Chantal Langlotz,None,,,,
12600,Coppersky,None,,,,
12601,Marcio De Sousa,None,,,,
12602,Charles Bradley & His Extraordinaires,None,,,,
12603,Thomas Mohr,None,,,,
12604,John Ryan,None,,,,
12605,Randy Newman,"['folk', 'folk rock', 'mellow gold', 'movie tunes', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soundtrack', 'traditional folk']",,,,
12606,Mili Jang,None,,,,
12607,Arnaud Surrel,None,,,,
12608,Luis Cruz,None,,,,
12609,Diadji Seydi,None,,,,
12610,Saskia Lethiec,None,,,,
12611,The Movement,['reggae rock'],,,,
12612,Glauco Cataldo,None,,,,
12613,Matthias Brägger,None,,,,
12614,Bossart,['coverchill'],,,,
12615,Das GlasBlasSing Quintett,None,,,,
12616,Marc Mean,None,,,,
12617,Emmanuel Hagmann,None,,,,
12618,Bardo Pond,"['dream pop', 'drone', 'experimental', 'experimental rock', 'freak folk', 'japanese psychedelic', 'kraut rock', 'math rock', 'neo-psychedelic', 'new weird america', 'no wave', 'noise pop', 'noise rock', 'nu gaze', 'post rock', 'shoegaze', 'slow core', 'space rock']",,,,
12619,Dan Sartain,"['garage pop', 'garage rock', 'punk blues']",,,,
12620,Chamito,None,,,,
12621,"Esteban ""Chamito"" Reyes",None,,,,
12622,Martin Perini,None,,,,
12623,Franziska Perini,None,,,,
12624,Martin Sitter,None,,,,
12625,Ulrich Poschner,None,,,,
12626,Beardyman,None,,,,
12627,Pauline Reese & Band,None,,,,
12628,Before You Exit,"['post-teen pop', 'teen pop', 'viral pop']",,,,
12629,Christina Grimmie,"['channel pop', 'dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",,,,
12630,Kalli Gerhard,None,,,,
12631,Nathalie Hugentobler,None,,,,
12632,Cristina Braga,None,,,,
12633,Ricardo Medeiros,None,,,,
12634,November December,None,,,,
12635,Lydia Ainsworth,"['etherpop', 'vapor pop']",,,,
12636,Edita Abdieski,None,,,,
12637,Faiz Mangat,None,,,,
12638,Pat Fa,None,,,,
12639,Thomas Klein,"['christian christmas', 'german ccm']",,,,
12640,Christoph Siegenthaler,None,,,,
12641,Youn Sun Nah,"['fourth world', 'vocal jazz']",,,,
12642,Glen Porter,"['ninja', 'trip hop']",,,,
12643,2econd Class Citizen feat. Kevin Matthews,None,,,,
12644,Lauren Méteau,None,,,,
12645,Mikkel Ploug New Group feat. Loren Stillman,None,,,,
12646,Loren Stillman,['deep german jazz'],,,,
12647,Shelley Hirsch,['throat singing'],,,,
12648,Martin Schütz,None,,,,
12649,Vincent Ruiz del Portal,None,,,,
12650,Nive Nielsen & The Deer Children,['lo star'],,,,
12651,Isabel Sörling Farvel,None,,,,
12652,Isabel Sörling,None,,,,
12653,Kim Aksnes,None,,,,
12654,Henrik Magnusson,None,,,,
12655,Afred Lorinius,None,,,,
12656,Carl-Johan Groth,None,,,,
12657,Franziska van Ooyen,None,,,,
12658,Elza van den Heever,None,,,,
12659,Liliana Nikiteanu,None,,,,
12660,Michael Weinius,None,,,,
12661,Georg Zeppenfeld,None,,,,
12662,Christoph Zbinden,None,,,,
12663,Fred Firth,None,,,,
12664,Horst Hildebrandt,None,,,,
12665,Olivia Heredia,None,,,,
12666,Andreas Betschart,None,,,,
12667,Han-Na Lee,None,,,,
12668,Andreas Zwingli,None,,,,
12669,Fredi Baumgartner,None,,,,
12670,Hisako Kikuchi,None,,,,
12671,Pernilla Palmberg,None,,,,
12672,Stefanie Schlagenhauf,None,,,,
12673,Benjamin Elsaesser,None,,,,
12674,Lisa Weiss,None,,,,
12675,Flemming Dreisig,None,,,,
12676,Dixie Chicks,"['contemporary country', 'country', 'country christmas', 'country dawn', 'pop rock']",,,,
12677,Harold Mabern,"['contemporary post-bop', 'hard bop', 'soul jazz']",,,,
12678,Nicolas Costantinou,None,,,,
