,location,event,date,artists,genre
0,Zürich,Monte-Carlo,2015-03-10,['Monte Carlo '],Pop
1,Zürich,New-York-Meets-Zurich,2015-03-10,"[' Daniel Schnyder ', ' Daniel Pezzotti ', ' Tony Renold ']",
2,null,Swain,2015-03-10,"['Swain ', ' Direct Effect ']",
3,Zürich,Zürcher-Kammerorchester,2015-03-10,['Conductor: Richard Egarr '],Classic
4,Pratteln,Dead-by-April,2015-03-10,['Dead by April '],
5,Zürich,Sam-Smith-abgesagt,2015-03-10,['Sam Smith '],
6,null,Archive,2015-03-10,['Archive '],Electronic
7,Zürich,Jan-Lundgren-Trio,2015-03-10,"[' Jan Lundgren ', ' Mattias Svensson ', ' Zoltan Csörsz jr. ']",
8,Luzern,Trames,2015-03-10,"[' Félix Fivaz ', ' Nicolas Gurtner ', ' Emanuel Mörgeli ', ' Stanislaw Sandronov ', ' Florian Respondek ']",
9,Düdingen,Spidergawd,2015-03-10,"['Spidergawd ', ' Soup ', ' Coogans Bluff ']",
10,null,The-Brew,2015-03-10,['The Brew '],
11,Basel,Florian-Hoefner-Group,2015-03-10,"[' Matt Marantz ', ' Florian Hoefner ', ' Sam Anning ', ' Peter Kronreif ']",
12,Zürich,Fabienne-Ambühl-Trio,2015-03-10,"[' Fabienne Ambühl ', ' Yuri Goloubev ', ' Vincent Glanzmann ']",
