,location,event,date,artists,genre
0,Gstaad,Menuhin-Festival-Gstaad,2014-08-03,['Florin Olmazu '],Classic
1,Weggis,Open-Air-Konzert,2014-08-03,"[' Praxedis Hug-Rütti ', ' Praxedis Geneviève Hug ']",Classic
2,Binningen,Songs-&-Airs,2014-08-03,['Alex Potter '],Classic
3,Estavayer-le-Lac,Estivale-Openair,2014-08-03,"[' Pascal Obispo ', ' Noa Moon ']",
4,Arth,Sommerklänge,2014-08-03,"[' Jan-Frederick Behrend ', ' Andrej Kauffmann ', ' Stephan Krause ', ' Sönke Schreiber ']",Classic
5,Saanen,Menuhin-Festival-Gstaad,2014-08-03,"['Sol Gabetta ', ' conductor: Giovanni Antonini ']",Classic
6,Verbier,Verbier-Festival,2014-08-03,[' Mikhaïl Pletnev '],Classic
7,Winterthur,Deger-Stevens,2014-08-03,"[' Levin Deger ', ' Becca Stevens ']",
8,Pratteln,Kansas,2014-08-03,['Kansas '],
9,Thun,Am-Schluss,2014-08-03,['Bassekou Kouyate & Ngoni Ba '],
10,St.-Moritz,Festival-da-Jazz,2014-08-03,"[""Klaus Doldinger's Passport "", ' Klaus Doldinger ', ' Michael Hornek ', "" Peter O'Mara "", ' Patrick Scales ', ' Biboul Darouiche ', ' Ernst Ströer ', ' Christian Lettner ']",
11,St.-Moritz,Festival-da-Jazz,2014-08-03,"[' Delia Mayer ', ' Antonello Messina ', ' David Klein ']",
