,location,event,date,artists,genre
0,Zürich,Monte-Carlo,2016-04-11,['Monte Carlo '],Pop
1,Solothurn,Beat-Kaestli-&-Walter-Fischbacher-Trio,2016-04-11,"[' Beat Kaestli ', ' Walter Fischbacher ', ' Petr Dvorsky ', ' Andy Winter ']",
2,Zürich,Jamie-Woon,2016-04-11,"['Jamie Woon ', ' support: Jodie Abacus ']",
3,Cully,Cully-Jazz,2016-04-11,['Mathis Haug '],
4,Zürich,Für-Sie-entdeckt,2016-04-11,['Ottavia Maria Maceratini '],Classic
5,Zürich,Verklärte-Nacht,2016-04-11,"['Andrea Mascetti ', ' ', ' Francesca Piccioni ', ' Ursina Braun ']",Classic
6,Basel,Vierhändige-Klaviermusik,2016-04-11,"['Sharon Prushansky ', ' Rani Orenstein ']",Classic
7,null,Eros-Ramazzotti,2016-04-11,['Eros Ramazzotti '],Pop
8,Zürich,Nik-Bärtsch's-Ronin,2016-04-11,"[' Nik Bärtsch ', ' Kaspar Rast ', ' Thomy Jordi ', ' Sha ']",
9,null,Weltklassik-Konzert,2016-04-11,[' Sabine Meyer '],Classic
10,Zürich,Janet-Jackson,2016-04-11,['Janet Jackson '],
11,Lausanne,Hollywood-Undead,2016-04-11,"['Hollywood Undead ', ' Attila ']",
12,Zürich,Noel-Gallagher's-High-Flying-Birds,2016-04-11,"[""Noel Gallagher's High Flying Birds ""]",
13,Zürich,Anastacia-abgesagt,2016-04-11,['Anastacia '],Pop
14,null,Yves-Theiler-Trio,2016-04-11,"[' Yves Theiler ', ' Yuri Goloubev ', ' Lukas Mantel ']",
15,Zürich,Willis-Earl-Beal,2016-04-11,['Willis Earl Beal '],Pop
16,Baden,Rea-Som-feat.-Rodrigo-Botter-Maio-und-Alejandro-Panetta,2016-04-11,"[' Rea Hunziker ', ' Sebastian Pietrowiak ', ' Rodrigo Botter Maio ', ' Alejandro Panetta ']",
17,Cully,Cully-Jazz,2016-04-11,"['The Kenny Garret Quintet ', ' Yaron Herman Duo ', ' The Kenny Garret ', ' Vernell Brown ', ' Corcoran Holt ']",
18,Zürich,Bänz-Oester-&-The-Rainmakers,2016-04-11,"[' Ganesh Geymeier ', ' Afrika Mkhize ', ' Bänz Oester ', ' Ayanda Sikade ']",
19,Winterthur,Noah-Clouds,2016-04-11,['Noah Clouds '],
20,Cully,Cully-Jazz,2016-04-11,"['Trio da Kali ', ' Hawa Diabaté ', ' Lassana Diabaté ']",
