,location,event,date,artists,genre
0,Schaffhausen,Stars-in-Town,2014-08-06,"[' Uriah Heep ', ' DeWolff ']",
1,Baden,After-Work,2014-08-06,"[' Dalia Donadio ', ' Moreno Donadio ']",
2,Luzern,Piano-Entertainment,2014-08-06,['Christian Mettler '],Pop
3,Zofingen,Magic-Night,2014-08-06,"['Bryan Ferry ', ' Mike & The Mechanics ', ' Jimmy Cliff ']",Pop
4,Zürich,Internationale-Orgelkonzerte-Sommerzyklus,2014-08-06,"['Ludger Lohmann ', ' Axel Ruoff ']",Classic
5,Saanen,Menuhin-Festival-Gstaad,2014-08-06,['Khatia Buniatishvili '],Classic
6,Zug,Keynote-Jazz,2014-08-06,"[' Marco Neri ', ' Thomas Dürst ', ' Martin Abbühl ', ' Florent Kirchmeyer ']",
7,Pratteln,Gojira,2014-08-06,['Gojira '],
8,Zürich,Michael-Wespi,2014-08-06,"[' Michael Wespi ', ' Joel D. Allison ', ' Luzian Graber ']",
9,Bern,Opern-und-Operetten,2014-08-06,"[' Praxedis Hug-Rütti ', ' Praxedis Geneviève Hug ']",Classic
10,St.-Moritz,Festival-da-Jazz,2014-08-06,"['Mario Biondi ', ' Mario Biondi ', ' Claudio Filippini ', ' Tommaso Scannapieco ', ' Lorenzo Tucci ']",
11,Maggia,Magic-Blues-Festival,2014-08-06,"['Lakeetra Knowles & Chemako ', ' Mandolin Brothers ']",
