,location,event,date,artists,genre
0,Zürich,Autobiographie-in-Tönen-Lunchkonzert,2015-10-01,"[' Andreas Janke ', ' Elisabeth Bundies ', ' Katja Fuchs ', ' Christian Proske ']",Classic
1,Zürich,Monte-Carlo,2015-10-01,['Monte Carlo '],
2,Baden,After-Work,2015-10-01,"[' Michèle Mitch Troller ', ' Gary Brown ', ' Marco Hochstrasser ', ' Dieter Didi Bühler ', ' Haig Alexander ']",Pop
3,Luzern,Classical-Gala,2015-10-01,"[' Jasmine Choi ', ' Laurence Davies ']",Classic
4,Bern,Ein-deutsches-Requiem,2015-10-01,"[' Rachel Harnisch ', ' Andrè Schuen ']",Classic
5,Zürich,Zürcher-Orgel-Spiel,2015-10-01,"['Els Biesemans ', ' Zrinka Durut ', ' Christian Gautschi ', ' Mayu Okishio ', ' Valeriya Bernikova ']",Classic
6,Basel,Mildred-Aubry-&-Band,2015-10-01,"[' Mildred Aubry ', ' Floriano Inácio Jr. ', ' Cavaquinho ', ' Dudu Penz ', ' Mauro Martins ']",
7,Kloten,Old-Iron-Stompers-Dixieland-Band,2015-10-01,"[' Pius Butti ', ' Markus Huser ', ' Heinrich Häner Hug ', ' Christian Hitsch Gerber ', ' Hanspeter Kägi ', ' Paul Schneidewind ']",
8,Zürich,Vierkanttretlager-abgesagt,2015-10-01,['Vierkanttretlager '],
9,Zürich,Folly-&-The-Hunter,2015-10-01,"['Folly & The Hunter ', ' Ed Prosek ']",
10,null,Carminho,2015-10-01,['Carminho '],
11,Zürich,Schwyzer-Oergelifäns,2015-10-01,"[' Maja Piguet ', ' Roli Fischer ', ' Fredi ']",
12,Zürich,Jazz-Happening,2015-10-01,"[' Ivan Kubias ', ' Macello Bona ', ' Richard Lipiec ', ' Bolle Rellstab ', ' Ivan Hrdina ', ' Jerzy Stawarz ', ' Miro Steiner ']",
13,Adelboden,Swiss-Chamber-Music-Festival,2015-10-01,"[' Joel Bardolet ', ' Benedek Horvat ']",Classic
14,Luzern,Akku-Quintett,2015-10-01,"[' Thierry Lüthy ', ' Markus Ischer ', ' Maja Nydegger ', ' Andi Schnellmann ', ' Manuel Pasquinelli ']",
15,Zürich,Go-Go-Berlin,2015-10-01,"['Go Go Berlin ', ' Bite the Bullet ']",
16,Zürich,Zwirbeldirn,2015-10-01,"['Zwirbeldirn ', ' Maria Hafner ', ' Sophie Meier-Rastl ', ' Evi Keglmaier ', ' Simon Ackermann ']",
17,Dübendorf,Lina-Button,2015-10-01,"[' Lina Button ', ' Urs Müller ', ' Luca Burkhalter ', ' Simon Kaufmann ', ' Lukas Gasser ']",Pop
18,Bülach,Monty-Alexander-Trio,2015-10-01,"[' Monty Alexander ', ' Hassan JJ Wiggins Shakur ', ' Dennis Mackrel ']",
19,Winterthur,Stowell-Junker,2015-10-01,"[' John Stowell ', ' Manfred Junker ']",
20,Zürich,Billiger-Bauer-Celebrating-20-Years,2015-10-01,"['Omri Ziegele ', ' Jürg Wickihalder ', ' Nick Gutersohn ']",
21,Ascona,Settimane-musicali-di-Ascona-Suoni-di-Venezia,2015-10-01,"['Fiorenza de Donatis ', ' Daniele Caminiti ', ' Mauro Valli ', ' Sebastian Wienand ', ' conductor: Maurice Steger ']",Classic
22,Zürich,Ivo-Papasov-Wedding-Band,2015-10-01,"['Ivo Papasov Wedding Band ', ' Ivo Papasov ', ' Maria Karafizieva ', ' Matyo Dobrev ', ' Ateshghan Yuseinov ', ' Nesho Neshev ']",
23,Basel,Rohrer-Fraanje,2015-10-01,"[' Harmen Fraanje ', ' Samuel Rohrer ']",
24,Basel,Live-Jazz-mit-Thomas-Moeckel,2015-10-01,"['Thomas Moeckel ', ' Dominik Schürmann ', ' Michael Chylewski ', ' Mike Turtle ', ' Walter Jauslin ']",
25,Lausanne,Helldorado,2015-10-01,"['Helldorado ', ' Bar ']",
26,Zürich,Jam-Session,2015-10-01,"[' Silvan Petite ', ' Yhonnie de Miranda ', ' Dani Zihlmann ', ' Mike Ryrie ']",
27,null,Typesetter,2015-10-01,"['Typesetter ', ' Fire Ants From Uranus ']",
28,Baden,Yokko,2015-10-01,[' Kensington '],Pop
29,Zürich,Distance-Light-&-Sky,2015-10-01,[' Light & Sky '],
30,Basel,St.-Augustine,2015-10-01,"[' Amy Zuber ', ' Yannick Schmid ', ' Roman Albertini ', ' Tobias Erni ', ' Sebastian Burgi ']",Pop
