,location,event,date,artists,genre
0,Winterthur,Musse-und-Melodien-über-Mittag,2013-11-15,"['Rahel Cunz ', ' Karl-Andreas Kolly ']",Classic
1,Luzern,Piano-Entertainment,2013-11-15,['Mega Horvath '],
2,Basel,Orgelspiel-zum-Feierabend,2013-11-15,['Nicoleta Paraschivescu '],Classic
3,Dietikon,Feierabendmusik,2013-11-15,"['Inge Rott ', ' Bernhard Hörler ']",Classic
4,Zürich,Gold-Panda,2013-11-15,['Gold Panda '],Electronic
5,Zürich,Wolfarth-Solo,2013-11-15,[' Christian Wolfarth '],
6,Zürich,Bretter-die-die-Welt-bedeuten-oder-Mackie-Messer-trifft-Maria,2013-11-15,"[' Samuel Forster ', ' John Odermatt ']",Classic
7,Basel,Lümpfftümpff,2013-11-15,"[' Francisca Näf ', ' Jean-Jacques Knutti ', ' Jean-Christophe Groffe ']",Classic
8,Arbon,Gina-Schwarz-Quintett,2013-11-15,"[' Gina Schwarz ', ' Jure Pukl ', ' Heimo Trixner ', ' Benjamin Schatz ', ' Harry Tanschek ']",
9,Zürich,Collagen,2013-11-15,"[' Detlef Roth ', ' Ueli Wiget ']",Classic
10,Edlibach,CD-Taufe-Carl-Rütti,2013-11-15,"[' Praxedis Hug-Rütti ', ' Praxedis Geneviève Hug ']",Classic
11,Sursee,Samuel-Harfst,2013-11-15,['Samuel Harfst '],Pop
12,Basel,Oslo-Gospel-Choir,2013-11-15,['Oslo Gospel Choir '],
13,Komplex-457,Zürich,2013-11-15,"['White Lies ', ' In The Valley Below ']",
14,Zürich,1588-Persien-Europa-Iran-2013,2013-11-15,"['Khosrow Soltani ', ' Willi Zimmermann ', ' Silviya Savova ', ' Frauke Tometten Molino ', ' Anna Tyka Nyffenegger ']",Classic
15,null,The-Andreas-Baer-Trio-plus-One-feat.-Sandy-Patton,2013-11-15,"[' Andreas Baer ', ' Sandy Patton ', ' Gerstner ', ' Ueli Müller ']",
16,Zürich,A-Jazz-Duo-Night,2013-11-15,"[' Simon Wyrsch ', ' Gregor Loepfe ']",
17,Zürich,The-Slackers,2013-11-15,['The Slackers '],
18,Zürich,Andreas-Gabalier,2013-11-15,['Andreas Gabalier '],traditional
19,Zürich,Duo-Denum,2013-11-15,"[' Samuel Dühsler ', ' Sebastian Rozo ']",
20,Allschwil,Benefizkonzert-zugunsten-Cerebral,2013-11-15,"[' Andrea Lötscher ', ' Esther Gutbub ']",Classic
21,Kammgarn,Schaffhausen,2013-11-15,"[' Endo Anaconda ', ' Schifer Schafer ', ' Salome Buser ', ' Markus Fürst ']",
22,Pratteln,Vista-Chino,2013-11-15,['Vista Chino '],
23,Winterthur,From-Tango-to-Chick-Corea,2013-11-15,"[' Annalise Bereiter-Grob ', ' Erich Tiefenthaler ', ' Roland Christen ', ' Reto Giacopuzzi ']",
24,Uster,Herbert-Kramis'-Guadalcacin,2013-11-15,"[' Andrea Kirchhofer ', ' Otmar Kramis ', ' Nick Gutersohn ', ' Christophe Dufaux ', ' Gregor Müller ']",
25,Winterthur,Andrew-Stockdale,2013-11-15,['Andrew Stockdale '],
26,Basel,Aliéksey-Vianna-Trio,2013-11-15,"[' Aliéksey Vianna ', ' Stephan Kurmann ', ' Mauro Martins ']",
27,Zürich,Trentemøller,2013-11-15,['Trentemøller '],Electronic
28,Aarau,Rapas,2013-11-15,['Rapas '],
29,Thônex,Morcheeba,2013-11-15,['Morcheeba '],Electronic
30,Arena-Genève,null,2013-11-15,['Patricia Kaas '],
31,Zürich,Les-Babettes,2013-11-15,['Les Babettes '],
32,Burgdorf,Corazón-latino,2013-11-15,"[' Gloria Velandia ', ' Andy Bopp ', ' Carlitos Irarragorri ', ' Sebastian Enrique ']",
33,Liebefeld,Uptown-Big-Band,2013-11-15,[' Mario Schneeberger '],
34,Wil,Great-Elk,2013-11-15,['Great Elk '],Pop
35,Lyss,Youngblood-Brass-Band,2013-11-15,"['Youngblood Brass Band ', ' support: A La Fu ']",
36,Basel,James-Yorkston,2013-11-15,"['James Yorkston ', ' support: Withered Hand ']",Pop
37,Baden,Royal-Southern-Brotherhood,2013-11-15,['Royal Southern Brotherhood '],
38,Zürich,Zurich-Jazz-Orchestra-feat.-Steffen-Schorn,2013-11-15,"[' Reto Suhner ', ' Reto Anneler ', ' Christoph Grab ', ' Thomas Lüthi ', ' Matthias Tschopp ', ' Adrian Weber ', ' Maurus Twerenbold ', ' Silvio Cadotsch ']",
39,Luzern,The-Blood-Arm,2013-11-15,['The Blood Arm '],
40,Bern,Erdpol,2013-11-15,"[' Joakim Maeder ', ' Lawrence Farmer ', ' Fabio Lorenzet ', ' Marcel Jecker ', ' Tom Steinmann ']",Pop
41,Kriens,Silhouette-Tales,2013-11-15,['Silhouette Tales '],Pop
42,Reussbühl,Dark-Cloud,2013-11-15,['Dark Cloud '],
43,Luzern,Fiddler's-Green,2013-11-15,"[""Fiddler's Green ""]",
44,null,Will-Heard-abgesagt,2013-11-15,['Will Heard '],Pop
45,Düdingen,Scout-Niblett,2013-11-15,['Scout Niblett '],
46,Zürich,Nicolas-Sturm-&-Das-Klingen-Ensemble,2013-11-15,['Nicolas Sturm & Das Klingen Ensemble '],Pop
47,Zürich,Balkan-Ekspress,2013-11-15,['Tetkine Radosti DJ Kollektiv '],
48,Zürich,10-Days-Live,2013-11-15,['Wareika '],Pop
