,location,event,date,artists,genre
0,Basel,Bachelorkonzert,2014-01-22,[' F. Asena Aktop '],Classic
1,Basel,Mittagskonzert,2014-01-22,"['Jelina Deuter ', ' Cory Knight ', ' Elina Albach ']",Classic
2,Luzern,Piano-Entertainment,2014-01-22,['Mark Tenger '],
3,Zürich,Mozart-plus,2014-01-22,[' Stephanie Pfeffer '],Classic
4,Zürich,Persistence-Tour,2014-01-22,"['Suicidal Tendencies ', ' Terror ', ' Evergreen Terrace ', ' Strife ', ' Ramallah ']",
5,Solothurn,Suicidal-Tendencies,2014-01-22,"['Suicidal Tendencies ', ' Terror ', ' Evergreen Terrace ', ' Strife ']",
6,Basel,Sportfreunde-Stiller,2014-01-22,['Sportfreunde Stiller '],
7,Basel,Jubeln-sollt-ihr,2014-01-22,[' Fabio Bidini '],Classic
8,Bern,Meisterzyklus,2014-01-22,"['Sol Gabetta ', ' Bertrand Chamayou ']",Classic
9,Zürich,Sonaten-Abend,2014-01-22,"[' Heidi-Maria Makkonen ', ' Anna Kuvaja ']",Classic
10,Z7,Pratteln,2014-01-22,['Iced Earth '],
11,Olten,Konzert,2014-01-22,[' Gérard Wyss '],Classic
12,Winterthur,Der-Dirigent-als-Komponist,2014-01-22,[' Albrecht Mayer '],Classic
13,Aarau,Tesseract,2014-01-22,"['Tesseract ', ' Protest The Hero ', ' The Safety Fire ', ' Intervals ']",
14,Zürich,Klassik-pur-im-Prime-Tower,2014-01-22,"['Deborah Marchetti ', ' Edmauro de Oliveira ']",Classic
15,Luzern,Jam-Night,2014-01-22,"['Denise Huser ', ' Christian Winiker ', ' Mike Maloth ', ' Thomas Tavano ']",
16,Lausanne,Jessica-Pratt,2014-01-22,['Jessica Pratt '],Pop
17,Aarau,Am-Bruch-zur-Moderne-Schweizer-Komponisten,2014-01-22,"['Sybille Diethelm ', ' Valentin Johannes Gloor ', ' Edward Rushton ']",Classic
18,null,Oak-&-Cayoux,2014-01-22,['Oak & Cayoux '],
19,Winterthur,Jazz-am-Mittwoch,2014-01-22,"[' Marc Copland ', ' Daniel Schläppi ']",
20,Zürich,Cats-On-Trees,2014-01-22,"['Cats On Trees ', ' Nina Goern ', ' Yohann Hennequin ']",Pop
21,Zürich,Baudelaire-Prisma-ein-multimediales-Porträt,2014-01-22,"['Laura Pohl ', ' Samuel Edvardsson Wigervall ']",Classic
22,Zürich,Kensington,2014-01-22,['Kensington '],
23,Winterthur,Bernard-Allison-Group,2014-01-22,['Bernard Allison Group '],
24,Rubigen,Fanfare-Ciocarlia,2014-01-22,['Fanfare Ciocarlia '],
25,Luzern,Rue-Royale,2014-01-22,['Rue Royale '],Pop
26,Lausanne,Kensington,2014-01-22,['Kensington '],
27,Basel,Get-Heavy-Mental,2014-01-22,['Desmadrados Soldados De Ventura '],
28,Zürich,DAVV,2014-01-22,['DAVV '],
