,location,event,date,artists,genre
0,Zürich,Festtags-Matinee,2014-06-09,"['Andreas Janke ', ' Michel Rouilly ', ' Christian Proske ', ' Frank Sanderell ', ' Yoshiko Iwai ']",Classic
1,null,20-Jahre-Bird's-Eye-Club,2014-06-09,"['Alex Hendriksen Quartet ', ' Christoph Ràcz ']",
2,Zofingen,Retour-an-dich,2014-06-09,"[' Daniela Müller ', ' Petra Ackermann ', ' Tamriko Kordzaia ', ' Karolina Öhmann ']",Classic
3,Zürich,Film-&-Musik-Festival-Classic-Comedy-Heroes,2014-06-09,['Martin Christ '],Classic
4,Basel,Pfingstkonzert,2014-06-09,"['Andreas Scholl ', ' Babette Mondry ']",Classic
5,Luzern,20-Jahre-Schweizer-Jugendchor,2014-06-09,"[' Rudolf Rosen ', ' Ursula Füri-Bernhard ']",Classic
6,Pully,Festival-Pully-Lavaux-à-l'heure-du-Québec,2014-06-09,"['Robert Charlebois ', ' Les Surs Boulay ']",Pop
7,Zürich,Kings-of-Leon,2014-06-09,['Kings of Leon '],
8,Pully,Festival-Pully-Lavaux-à-l'heure-du-Québec,2014-06-09,"['Mark Bérubé ', ' Mathieu Lippé ']",Pop
9,Zürich,John-Herzig,2014-06-09,['John Herzig '],traditional
10,Pully,Festival-Pully-Lavaux-à-l'heure-du-Québec,2014-06-09,"['Anthony Kavanagh ', ' Klô Pelgag ']",Pop
11,Zürich,The-Backyard-Devils,2014-06-09,['The Backyard Devils '],
