,location,event,date,artists,genre
0,Basel,Tango-Crash,2014-01-31,"[' Martin Klingeberg ', ' Christian Gerber ', ' Martin Iannaccone ', ' Daniel Almada ', ' Gregor Hilbe ']",
1,Luzern,Piano-Entertainment,2014-01-31,['Christian Mettler '],Pop
2,Zürich,Feierabendwerkschau,2014-01-31,"[' Christoph Gallio ', ' Andrea Neumann ', ' Ernst Thoma ', ' Dominique Girod ', ' Dieter Ulrich ']",
3,Basel,Orgelspiel-zum-Feierabend,2014-01-31,['Hans Zumstein '],Classic
4,Zürich,Vesper-Singet-dem-Herrn-ein-neues-Lied,2014-01-31,[' Margrit Fluor '],Classic
5,Zürich,Internationales-Country-Music-Festival,2014-01-31,['Lo-Cash Cowboys '],
6,KKL,Luzern,2014-01-31,"['Ahmad Jamal ', ' Ahmad Jamal ', ' Reginald Veal ', ' Herlin Riley ', ' Manolo Badrena ']",
7,Winterthur,Altstadt-Swing,2014-01-31,"[' Sophie Lüssi ', ' Felix Brühwilwer ', ' Claudio Strebel ', ' David Beglinger ']",
8,Bern,Symphoniekonzert,2014-01-31,[' Lise de la Salle '],Classic
9,Zürich,Couch-Konzert-Nr.-2-Das-Konzert,2014-01-31,[' Cassandra Wyss '],Classic
10,Zürich,Konzert,2014-01-31,"[' Bianca Luigia Manoleanu ', ' Elisabeth Ganter ', ' Remus Manoleanu ']",Classic
11,Rheinfelden,The-Benny's-Goodies,2014-01-31,"[' Raymond Graisier ', ' Christian Gavillet ', ' Jean-Pierre Burkhard ', ' Julien Cotting ']",
12,null,Oh-my-F*cking-God,2014-01-31,[' Black Code '],
13,Chur,Steaming-Satellites,2014-01-31,['Steaming Satellites '],
14,Zug,Konzert,2014-01-31,[' Thomas Hampson '],Classic
15,Baden,One-of-a-Million,2014-01-31,['Sophie Jamieson '],
16,Männedorf,Just-Jazz,2014-01-31,"[' Bruno Spoerri ', ' Thomas Moeckel ', ' Roman Dylag ']",
17,null,The-Real-Group,2014-01-31,['The Real Group '],
18,null,Vaduzer-Konzerte,2014-01-31,[' Vilde Frang '],Classic
19,Zürich,Olivieri-Jazz-Quintet,2014-01-31,"[' Rudolf Olivieri ', ' Felix Straumann ', ' Thomas Schaller ', ' Rainer Stadler ', ' Felix Zindel ']",
20,Zürich,Winter-Festival,2014-01-31,"['Janis Is Alive ', ' The Indian Summer ']",
21,Uster,Billion-Dollar-Babies,2014-01-31,"['Billion Dollar Babies ', ' Scavanger ']",
22,Zürich,Dühsler-Labhart-Zimmerlin,2014-01-31,"[' Samuel Dühsler ', ' Jonas Labhart ', ' Alfred Zimmerlin ']",
23,Winterthur,Wyrsch-Diallo,2014-01-31,"[' Linus Wyrsch ', ' Claude Diallo ']",
24,Baden,Blues-Blend,2014-01-31,['Blues Blend '],
25,Zürich,Lariba,2014-01-31,"['Lariba ', ' Alcides Toirac ', ' Simone Santos ', ' Roberto Haçaturyaqn ', ' Alex Wilson ']",
26,Wil,November-and-Me,2014-01-31,['November and Me '],Pop
27,Liebefeld,Marc-Perenoud-Trio,2014-01-31,"[' Marc Perrenoud ', ' Marco Müller ', ' Cyril Regamey ']",
28,Basel,Don-Menza-Quartet,2014-01-31,"[' Don Menza ', ' Renato Chicco ', ' Stephan Kurmann ', ' Bernd Reiter ']",
29,Basel,Kevin-Devine,2014-01-31,['Kevin Devine '],Pop
30,null,Faada-Freddy,2014-01-31,['Faada Freddy '],
31,Lausanne,Mayra-Andrade,2014-01-31,['Mayra Andrade '],
32,Bern,Dorian-Wood,2014-01-31,['Dorian Wood '],Pop
33,Baden,One-of-a-Million,2014-01-31,['The Slow Show '],
34,Zürich,Kevin-Devine,2014-01-31,['Kevin Devine '],Pop
35,Bern,Kalle-Mattson,2014-01-31,['Kalle Mattson '],
36,Luzern,David-Hope,2014-01-31,['David Hope '],
37,null,Nachtzug-Quartetto-dei-personaggi,2014-01-31,"['Zaida Ballesteros Parejo ', ' Ivan Galluzzi ', ' Davide Jäger ', ' Enrico Cerpelloni ']",Classic
38,Bern,The-Wild-Boogie-Combo,2014-01-31,['The Wild Boogie Combo '],
39,Zürich,Latin-Touch,2014-01-31,[' live: Eulises y son III '],
40,Zürich,Manolo-Panic,2014-01-31,['Manolo Panic '],
41,Bern,Mouse-On-Mars,2014-01-31,['Mouse On Mars '],
42,Zürich,Suomi-Disco-Vol.-9,2014-01-31,['DJs Kersantti Kankkunen & Pikku E '],
43,Baden,One-of-a-Million,2014-01-31,['Temples '],
44,Solothurn,The-Rock'n'Roll-Kamikazes,2014-01-31,"[""The Rockn'Roll Kamikazes ""]",
