,location,event,date,artists,genre
0,Zürich,Werner-und-Company,2015-11-03,['Werner und Company '],Pop
1,Zürich,Trio-Kaiapó,2015-11-03,"[' Floriano Inácio Jr. ', ' Dudu Penz ', ' Mauro Martins ']",
2,null,Carcass,2015-11-03,"['Carcass ', ' Napalm Death ', ' Obituary ', ' Voivod ']",
3,Zürich,Benefizkonzert-Bruno-Bloch-Stiftung,2015-11-03,[' Edita Gruberova '],Classic
4,Zürich,Musikkollegium-Klassische-Musik-für-einen-Gast,2015-11-03,"[' Roberto González Monjas ', ' Pär Näsbom ', ' Jürg Dähler ', ' Cäcilia Chmel ', ' Valérie Slavik ']",Classic
5,Basel,Kammermusik-Basel,2015-11-03,['Quatuor Modigliani '],Classic
6,Zürich,Pianomania,2015-11-03,"['Gala Gurinovich ', ' Monika Mockovcakova ', ' Jason Paul Peterson ']",Classic
7,Zürich,Eivind-Aarset-Quartet,2015-11-03,['Eivind Aarset Quartet '],
8,Olten,Kammerorchester-Basel,2015-11-03,['Kristian Bezuidenhout '],Classic
9,Luzern,Cradle-of-Filth,2015-11-03,['Cradle of Filth '],
10,Solothurn,Paradise-Lost,2015-11-03,['Paradise Lost '],
11,Zürich,Jed-Appleton,2015-11-03,['Jed Appleton '],Pop
12,Basel,Klanggespräche,2015-11-03,"[' Anja Brezavek ', ' Valentina trucelj ', ' Mirka epanovi ', ' Anne-Laure Dottrens ', ' Karolina Öhman ']",Classic
13,Zürich,Ein-gLiederabend,2015-11-03,"['Graziella Rossi ', ' Rea Claudia Kost ', ' Daniel Bentz ', ' Helmut Vogel ', ' Daniel Fueter ']",Pop
14,Lausanne,Sólstafir,2015-11-03,['Sólstafir '],
15,Basel,Baloise-Session,2015-11-03,"['Trombone Shorty ', ' Candy Dulfer ']",
16,Zürich,Melissa-Aldana-feat.-Pablo-Menares-&-Jochen-Rueckert,2015-11-03,"[' Melissa Aldana ', ' Pablo Menares ', ' Jochen Rueckert ']",
17,null,Johnny-Hallyday,2015-11-03,['Johnny Hallyday '],Pop
18,Zürich,Soirée-classique,2015-11-03,['Rudolf Buchbinder '],Classic
19,Zürich,Ratatat,2015-11-03,['Ratatat '],Electronic
20,Zürich,Artist-in-Residence-René-Mosele,2015-11-03,"[' René Mosele ', ' Eliyah Reichen ', ' James Krüttli ', ' Dominik Burkhalter ', ' Dave Feusi ', ' Patrick Sommer ']",
21,Luzern,The-Bedwarmers-Extended,2015-11-03,"[' Naima Gürth ', ' Amin Mokdad ', ' Nolan Quinn ']",
22,Basel,Night-Poems,2015-11-03,"[' Julien Lourau ', ' Felipe Cabrera ', ' Léonardo Montana ', ' Lukmil Perez ']",
