,location,event,date,artists,genre
0,Baden,Matinée,2014-11-21,"[' Ilya Gringolts ', ' Anahit Kurtikyan ', ' Silvia Simionescu ', ' Claudius Herrmann ']",Classic
1,Basel,Orgelspiel-zum-Feierabend,2014-11-21,['Susanne Doll '],Classic
2,Dietikon,Feierabendmusik-in-der-Kirche,2014-11-21,"['Adrian Mülhauser ', ' Bernhard Hörler ']",Classic
3,Zug,Fragmente,2014-11-21,"[' K. Szamatulsk ', ' R. Morat ', ' V. Wahl ', ' V. Hasler ', ' J. Pacheco ', ' C. Boner ', ' conductor: Marcos A. G. Gonzales ', ' Steffen Link ']",Classic
4,Baden,Feuervogel,2014-11-21,[' Hisako Kawamura '],Classic
5,Olten,Kammerorchester-Basel,2014-11-21,"[' Vilde Frang ', ' Nils Mönkemeyer ']",Classic
6,Zürich,Öffentliches-Konzert-in-der-Mühlehalde,2014-11-21,['Conny Cornelia Mulawarma '],Classic
7,Zürich,Konzert,2014-11-21,[' Renaud Capuçon '],Classic
8,Zürich,Emiliana-Torrini,2014-11-21,['Emiliana Torrini '],Pop
9,Hägglingen,Fiddler-on-the-Roof,2014-11-21,[' David Schnee '],Classic
10,Basel,Annett-Louisan,2014-11-21,['Annett Louisan '],Pop
11,null,Future-of-the-Left,2014-11-21,"[' We Are The Incredible Noise ', ' The Disgrazia Legend ']",Electronic
12,Zürich,Protokoll-einer-Disko,2014-11-21,['Anna Mateur & The Beuys '],Pop
13,Baden,Dennerclan,2014-11-21,[' I Wanna Surf '],
14,null,Elvis-The-Show,2014-11-21,['Rio feat. The Tennessee Orchestra & The Vegas Choir '],
15,Zürich,La-Paranza-del-Geco,2014-11-21,['La Paranza del Geco '],
16,Dübendorf,Belle-Affaire,2014-11-21,"[' Kathrin Künzi ', ' Katrin Wüthrich ', ' David Zopfi ', ' Pirmin Setz ']",
17,Zürich,The-Hot-Club-of-Wädenswil,2014-11-21,"[' Erich Nussbaum ', ' Pete Kubryk-Townsend ', ' Stef Veyre ']",
18,null,Lasting-Traces,2014-11-21,['Lasting Traces '],
19,Rheinfelden,R-&-B-Caravan,2014-11-21,"[' Tom Müller ', ' Dave Ruosch ', ' Dani Gugolz ']",
20,Luzern,Unter-dem-Kronleuchter,2014-11-21,"[' Despina Corazza ', ' Brian Boy ']",
21,Zürich,Machine-Head,2014-11-21,"['Machine Head ', ' Devil You Know ', ' Darkest Hour ']",
22,Bern,Hymns-&-Prayers-Chorkonzert,2014-11-21,[' Irene Myrtle Forrester '],Classic
23,Zürich,Carols-&-Lullabies,2014-11-21,"[' Sarah Maeder ', ' Xenia Schindler ']",Classic
24,Zürich,Tango-Bar,2014-11-21,"[' Roland Senft ', ' Roberto Francomano ', ' Carla Claros ', ' Ivan Denes ']",
25,null,Vitello-Tonnato-&-The-Roaring-Zucchinis,2014-11-21,['Vitello Tonnato & The Roaring Zucchinis '],
26,Luzern,Klaxons,2014-11-21,['Klaxons '],
27,Mels,The-Pearlbreakers,2014-11-21,['The Pearlbreakers '],Pop
28,Zürich,Hug-Wassermann-&-Berther-Graf,2014-11-21,"[' Charlotte Hug ', ' Ute Wassermann ', ' Martina Berther ', ' Béatrice Graf ']",
29,Dietikon,Kammermusikkonzert,2014-11-21,"['Andreas Janke ', ' Noémi Rufer Zumstein ', ' Ryszard Groblewski ', ' Yi-Chen Lin ', ' Benjamin Nyffenegger ']",Classic
30,Basel,Misa-Tango-a-Buenos-Aires,2014-11-21,[' Debora Büttner '],Classic
31,Basel,Herbie-Tsoaeli-Quintet,2014-11-21,"[' Matthias Spillmann ', ' Ganesh Geymeier ', ' Andreas Tschopp ', ' Herbie Tsoaeli ', ' Ayanda Sikade ']",
32,Uster,Lucky-Nuts,2014-11-21,"[' Marco Bäumer ', ' Jürgen Petzold ', ' Tobia Roth ', ' Christian Wyss ', ' David Erd ', ' Max Stauber ']",Pop
33,Zürich,The-Beauty-Of-Gemina,2014-11-21,"[' Michael Sele ', ' Marco Gassner ', ' Andreas Zuber ', ' Mac Vinzens ']",
34,Bern,Saint-Ghetto,2014-11-21,"['Ben Frost ', ' Wildbirds & Peacedrums ', ' Anika ']",Electronic
35,Solothurn,Paravent,2014-11-21,"['Barbara Wörsching ', ' Ulrike Fritsch ', ' Johannes Rösch ', ' Beat Schenk ']",
36,Liebefeld,Jean-Paul-Brodbeck-Trio,2014-11-21,"[' Jean-Paul Brodbeck ', ' Matthias Pichler ', ' Andreas Pichler ']",
37,Zürich,Milonga,2014-11-21,"[' Barbara Varassi Pega ', ' Gerardo Agnese ', ' Virgilio Monti ', ' Vincenzo Albini ', ' Ruben Peloni ']",
38,Nidau,Hank-Shizzoe-Trio,2014-11-21,"[' Simon Baumann ', ' Tom Etter ', ' Hank Shizzoe ']",
39,Bern,Thomas-Aeschbacher-feat.-7-Weggefährten,2014-11-21,['Thomas Aeschbacher feat. 7 Weggefährten '],traditional
40,null,Giovanni-Mirabassi-Trio,2014-11-21,"['Giovanni Mirabassi Trio ', ' Giovanni Mirabassi ', ' Gianluca Renzi ', ' Lukmil Perez ']",
41,Solothurn,Marek-Hemmann,2014-11-21,['Marek Hemmann '],Electronic
42,Lausanne,Jungle,2014-11-21,['Jungle '],Electronic
43,Oberentfelden,Madball,2014-11-21,"['Madball ', ' Last Hope ']",
44,Lenzburg,Ueli-und-die-Knechte,2014-11-21,"[' Uele Baumgartner ', ' Selina Baumgartner ', ' Rolf Bucher ']",Pop
45,Luzern,Talking-to-Turtles,2014-11-21,['Talking to Turtles '],
46,Basel,Freitagsbar,2014-11-21,"[' Andrea Nydegger ', ' Christoph Huber ', ' Sebastian Hirsig ', ' Pau Lligadas ', ' Flurin Mück ']",
47,Vevey,Laetitia-Sadier,2014-11-21,['Laetitia Sadier '],
48,Basel,Tropical-Night,2014-11-21,['DJ Kad '],
49,Uster,Dan-Reed,2014-11-21,['Dan Reed '],
50,Basel,Unbrauchbar-Fest,2014-11-21,"['Cellophane Suckers ', ' Max Power ', ' Injured List ']",
51,Zürich,Latin-Touch,2014-11-21,[' dance animation by Alexander Martinez '],
52,Bern,Afrique-m'bi-fé,2014-11-21,"['Yoro Massa ', ' Djam Rekk Sound DJ-Kollektiv ']",
