,location,event,date,artists,genre
0,Basel,AMG-Sonntagsmatinee,2013-04-21,[' Simone Kermes '],Classic
1,Zürich,Kammermusik,2013-04-21,"['Willi Zimmermann ', ' Anna Tyka Nyffenegger ', ' See Siang Wong ']",Classic
2,Bern,Entfaltung,2013-04-21,"[' Ernesto Molinari ', ' Ernest Rombout ']",Classic
3,null,Konzert,2013-04-21,"['Ramón Ortega Quero ', ' Kateryna Titova ']",Classic
4,Zürich,L'histoire-du-soldat,2013-04-21,"['Paco Olmedo ', ' Jaume Baldo ', ' Lucia Granados ', ' Bota Tynybekova ']",Classic
5,Zürich,Morgenmusik,2013-04-21,[' Andreas Jost '],Classic
6,Basel,La-Pazza,2013-04-21,[' Flavio Ferri Benedetti '],Classic
7,Zürich,Nuggi-Konzert,2013-04-21,"['Willi Zimmermann ', ' Anna Tyka Nyffenegger ', ' See Siang Wong ']",Classic
8,Horn,Betrug-eine-kleine-Operngala,2013-04-21,"['Muriel Fankhauser ', ' Ashley Prewett ', ' Iryna Krasnovska ']",Classic
9,Zürich,Bestiarium,2013-04-21,"[' Urs Haenggli ', ' Mischa Käser ', ' Daniel Studer ', ' works by Urs Peter Schneider ', ' Texte von Ernst Jandl / Wiener Gruppe ']",Classic
10,Bern,Entfaltung,2013-04-21,"[' Ernesto Molinari ', ' Ernest Rombout ']",Classic
11,Basel,Die-Winterreise,2013-04-21,"['Jakob Pilgram ', ' Mischa Sutter ']",Classic
12,Basel,Cantata-orientalis,2013-04-21,"[' Carmela Konrad ', ' Barbara Magdalena Erni ', ' Sebastian Lipp ', ' Robert Koller ']",Classic
13,Binningen,Drum-fahr-ich-hin-mit-Freuden,2013-04-21,"[' Soma Salat-Zakariàs ', ' Mirko Arnone ', ' Francesco Pedrini ']",Classic
14,Luzern,Derrick-Feole,2013-04-21,['Derrick Feole '],
15,null,In-der-Tiefe-wohnt-das-Licht,2013-04-21,"[' Eva Oltivanyi ', ' Martina Gmeinder ', ' Karl Jerolitsch ', ' Clemens Morgenthaler ']",Classic
16,Zollikon,Orchesterkonzert-mit-der-Camerata-Schweiz,2013-04-21,[' Edouard Mätzener '],Classic
17,Basel,Liederabend-Sehnsucht,2013-04-21,"['Christina Metz ', ' Sally Fortino ']",Classic
18,Weinfelden,Musik-und-Poesie-II,2013-04-21,['Artiom Shishkov '],Classic
19,Zürich,Konzert,2013-04-21,"[' Domen Marn ', ' José Conde ', ' Filippo Biuso ', ' Lucia Granados ']",Classic
20,Luzern,Branford-Marsalis-&-Joey-Calderazzo,2013-04-21,['Branford Marsalis & Joey Calderazzo '],
21,Zürich,Jorge-Rossy-Quintet,2013-04-21,"['Jorge Rossy Quintet ', ' Jorge Rossy ', ' Dee Jay Foster ', ' Enrique Olover ', ' Felix Rossy ', ' RJ Miller ']",
22,Zürich,Konzert,2013-04-21,"[' Cheyne Davidson ', ' Martin Kalmanoff ']",Classic
23,Zürich,Asaf-Avidan,2013-04-21,"['Asaf Avidan ', ' Joe Bel ']",
24,Zürich,Melody-Gardot,2013-04-21,['Melody Gardot '],
25,Volkshaus-Basel,Basel,2013-04-21,['Carlos Núnez '],
26,Winterthur,Floriano-&-His-Zilverband,2013-04-21,"[' Floriano ', ' Stefan Leuthold ', ' Stefan Leiprecht ']",
27,Bern,The-Sparklettes,2013-04-21,['The Sparklettes '],Pop
28,Zürich,Bukowski,2013-04-21,"['Toby Goodshank ', ' Boo Hoo ']",
29,Rubigen,Giles-Robson-&-The-Dirty-Aces,2013-04-21,['Giles Robson & The Dirty Aces '],
30,Lyss,Ben-Caplan,2013-04-21,"['Ben Caplan ', ' support: Tingsek ']",Pop
31,Luzern,Torches-to-Triggers,2013-04-21,"['Torches to Triggers ', ' The Static Age ']",
32,Kulturfabrik-Kofmehl,Solothurn,2013-04-21,['Annett Louisan '],
33,Zürich,Willy-Moon,2013-04-21,['Willy Moon '],
34,Zürich,Will-Vinson-Quartet,2013-04-21,"['Will Vinson Quartet ', ' Will Vinson ', ' Lage Lund ', ' Chris Smith ', ' Jochen Rueckert ']",
35,Pratteln,Cryptex,2013-04-21,['Cryptex '],
36,Bern,Biondini-Godard-Niggli,2013-04-21,"[' Luciano Biondini ', ' Michel Godard ', ' Lucas Niggli ']",
37,Thun,Bloodgroup,2013-04-21,['Bloodgroup '],Pop
38,Zürich,Dyme-A-Duzin,2013-04-21,['Dyme-A-Duzin '],
39,Solothurn,999,2013-04-21,['999 '],
