,location,event,date,artists,genre
0,Luzern,Piano-Entertainment,2013-10-11,['DJ Christian Mettler '],Pop
1,Basel,Orgelspiel-zum-Feierabend,2013-10-11,['Johannes Fankhauser '],Classic
2,Dietikon,Feierabendmusik-in-der-Kirche,2013-10-11,['Bernhard Hörler '],Classic
3,Zürich,Jazz-The-4-of-Us,2013-10-11,"[' Simon Wyrsch ', ' Dario Bianchin ', ' Fridolin Blumer ', ' Bruno Huwyler ']",
4,null,Wir-machen-Oper-und-Operette,2013-10-11,"['Noëmi Nadelmann ', ' André Desponds ', ' Bettina Weder ', ' Rachel Rechsteiner ']",Classic
5,Le-Lignon,Vernier-sur-Rock,2013-10-11,"['Alpha Blondy ', ' Broussaï ', ' Wayne Paul ']",
6,Pontresina,Voices-on-Top,2013-10-11,['Toploader '],
7,Zürich,Editors,2013-10-11,"['Editors ', ' Balthazar ']",
8,Bern,Enigma-Variationen,2013-10-11,[' Martin Fröst '],Classic
9,Basel,Jubiläumskonzert,2013-10-11,"[' Jenny Chi ', ' André Siqueira ', ' Ralph Sonderegger ', ' Florian Reichle ']",
10,Basel,Romantische-Kammermusik,2013-10-11,"['Thomas Meraner ', ' Pierre Antoine Tremblay ', ' Edoardo Torbianelli ']",Classic
11,Zürich,Ibrahim-Ferrer-Jr.,2013-10-11,['Ibrahim Ferrer Jr. '],
12,Pontresina,Voices-on-Top,2013-10-11,"[""Sinéad O'Connor "", ' Carrousel ']",Pop
13,null,Ngobo-Ngobo,2013-10-11,['Ngobo Ngobo '],
14,Pratteln,Masterplan,2013-10-11,['Masterplan '],
15,Bülach,Five-Decades-Finest-Art-of-Piano-Jazz,2013-10-11,"['Monty Alexander Trio ', ' Monty Alexandr ', ' Hassan JJ Wiggins Shakur ', ' Dennis Mackrel ']",
16,Zürich,Giger-Lerch-Wespi-Wyler,2013-10-11,"[' Sibylla Giger ', ' David Lerch ', ' Barbara Wespi ', ' Stefan Wyler ']",
17,Winterthur,Marcus-Wyatt,2013-10-11,"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",
18,Bern,Petting-goes-Classic,2013-10-11,"[' Simon Bucher ', ' Stephanie Szanto ']",Pop
19,Winterthur,Kvelertak,2013-10-11,"['Kvelertak ', ' Arabrot ', ' Gerilja ']",
20,Lyss,Milky-Chance,2013-10-11,['Milky Chance '],
21,Liebefeld,Mark-Soskin-Quartet,2013-10-11,"[' Mark Soskin ', ' Roberto Bossard ', ' Gildas Boclé ', ' Elmar Frey ']",
22,Uster,Jazz-Ladies-Finissage,2013-10-11,"[' Elisabeth Lipiec ', ' Matthias Siegrist ', ' Michael Ochsner ', ' Philipp Scholl ']",
23,Basel,Kirk-Lightsey-Trio,2013-10-11,"[' Kirk Lightsey ', ' Tibor Elekes ', ' Florian Arbenz ']",
24,Zug,Ten-Years-After,2013-10-11,"['Ten Years After ', ' De Wolff ']",
25,Zürich,Harold-López-Nussa-Trio,2013-10-11,"['Harold López-Nussa Trio ', ' Harold López-Nussa ', ' Felipe Cabrera ', ' Ruy Adrian López-Nussa ']",
26,Luzern,The-Move-On's,2013-10-11,"[""The Move-On's ""]",
27,null,Berthet-Vonlanthen-Field,2013-10-11,"[' Vinz Vonlanthen ', ' Christophe Berthet ', ' Nicolas Field ']",
28,Jona,Sean-Paul,2013-10-11,['Sean Paul '],Pop
29,Zürich,Tobey-Lucas,2013-10-11,['Tobey Lucas '],
30,Zürich,Norm-and-X-and-Ersh,2013-10-11,"[' Lukas Brügger ', ' Michael Zinniker ', ' Michael Baumann ', ' Marcel Frautschi ', ' Flo Zimmermann ']",
31,Baden,Snorri-Helgason,2013-10-11,"['Snorri Helgason ', ' Magic Arm ']",
32,Rubigen,Garland-Jeffreys,2013-10-11,['Garland Jeffreys '],
33,Luzern,Illum-Sphere-(GB),2013-10-11,"['Illum Sphere ', ' Jon K ']",
34,Aarau,Ef,2013-10-11,"['Ef ', ' Lorelle Meets The Obsolete ']",
35,Bern,Stefania-Kaye,2013-10-11,['Stefania Kaye '],Pop
36,Lenzburg,Redwood,2013-10-11,"[' Nicole Kammermann ', ' Dino Deckm ', ' Alex Lim ', ' Francesco Gasparini ']",
37,Lyss,WC-in-Town-From-the-USA,2013-10-11,"['WC ', ' Big Syke ']",
38,Lausanne,Lightning-Dust,2013-10-11,['Lightning Dust '],Electronic
39,null,Nanowar,2013-10-11,"['Nanowar ', ' Wild Nation ']",
40,null,The-Appleseed-Cast,2013-10-11,"['The Appleseed Cast ', ' June Miller ']",
41,Münchenstein,Heymoonshaker,2013-10-11,['Heymoonshaker '],Pop
42,Zürich,The-Weyers,2013-10-11,['The Weyers '],
43,Basel,The-Maladroits,2013-10-11,['The Maladroits '],
44,Schaffhausen,The-Razorblades,2013-10-11,['The Razorblades '],
45,null,Mystere-Trio,2013-10-11,"[' Cyril Salvanac ', ' Christophe Gruel ', ' Laurent Meyer ']",
46,Kirchberg,Patricia-Vonne,2013-10-11,['Patricia Vonne '],
47,Zürich,Sedlmeier,2013-10-11,['Sedlmeier '],Pop
48,Zürich,Lady,2013-10-11,['Lady '],
49,Solothurn,The-Silver-Shine,2013-10-11,"['The Silver Shine ', ' support: The Rocketz ']",
