,location,event,date,artists,genre
0,Zürich,Building-Bridges-Sir-András-Schiff-präsentiert,2015-03-09,['Kuok-Wai Lio '],Classic
1,Zürich,Monte-Carlo,2015-03-09,['Monte Carlo '],Pop
2,Bern,Sous-les-étoiles,2015-03-09,"[' Martin Dahanukar ', ' Slawek Plizga ', ' Philipp Moll ']",
3,Zürich,Camerata-Bern,2015-03-09,"['Radovan Vlatkovic ', ' Luis Vieira ']",Classic
4,Zürich,Tinashe,2015-03-09,['Tinashe '],
5,null,Schwendener's-Hammond-Demolition,2015-03-09,"[' Roland Schwendener ', ' Mario Lorenzi ', ' Dominik Eberle ', ' Fabian Eberle ']",
6,Zürich,Evan-Dando,2015-03-09,['Evan Dando '],
7,Zürich,Archive,2015-03-09,['Archive '],Electronic
8,Baden,Joe-Haider-Quartett,2015-03-09,"[' Domenic Landolf ', ' Joe Haider ', ' Raffaele Bossard ', ' Daniel Aebi ']",
9,Zürich,Miss-Kenichi,2015-03-09,['Miss Kenichi '],Pop
10,Luzern,Matt's-Tet,2015-03-09,"[' Mathias Brandenberger ', ' Naima Gürth ', ' David Hasler ', ' Felix Trippel ', ' Steffen Peters ']",
11,Winterthur,Kelley-McRae,2015-03-09,['Kelley McRae '],
12,Zürich,Antonio-Faraò-4tet-feat.-Dave-Liebman,2015-03-09,"[' Antonio Faraò ', ' Dave Liebman ', ' Heiri Känzig ', ' Gene Calderazzo ']",
13,Lausanne,Saint-Motel,2015-03-09,['Saint Motel '],Pop
14,Kriens,Lee-Ranaldo,2015-03-09,['Lee Ranaldo '],
