,location,event,date,artists,genre
0,Zürich,Vali-Mayer-&-Bruno-Spoerri,2016-10-25,"[' Vali Mayer ', ' Bruno Spoerri ', ' Myriam Mayer ']",
1,Bern,New-Model-Army,2016-10-25,"['New Model Army ', ' Isolation Berlin ']",
2,Zürich,Musik-an-der-ETH,2016-10-25,['Pietro De Maria '],Classic
3,Basel,Kammermusik-Basel-Asasello-Quartett,2016-10-25,['Asasello Quartett '],Classic
4,Pratteln,Dark-Funeral,2016-10-25,['Dark Funeral '],
5,Zürich,Krieg-es-lebe-der-Krieg-,2016-10-25,['Conductor: Daniel Hope '],Classic
6,Zürich,Lucy-Dacus,2016-10-25,['Lucy Dacus '],Pop
7,Zürich,Nicolas-Stocker,2016-10-25,"[' Nicolas Stocker ', ' Raphael Loher ', ' Urs Müller ']",
8,Zürich,Los-Van-Van,2016-10-25,['Los Van Van '],
9,Bern,Isolation-Berlin,2016-10-25,['Isolation Berlin '],
10,Solothurn,Azad,2016-10-25,['Azad '],
11,Zürich,PJ-Harvey,2016-10-25,['PJ Harvey '],Pop
12,Luzern,Tomorrow-Trio,2016-10-25,"[' Omri Ziegele ', ' Christian Weber ', ' Han Bennink ']",Pop
13,null,Elysium-&-More,2016-10-25,['Al di Meola '],
14,null,Baloise-Session,2016-10-25,[' Laura Mvula '],
15,Zürich,55-Minuten,2016-10-25,"[' Ulrike Mayer-Spohn ', ' Javier Hagen ']",Classic
16,Zürich,Max-Raptor,2016-10-25,['Max Raptor '],
17,Basel,Last-Minute-Date,2016-10-25,"[' Mathias Ziegler ', ' Mark Dresser ', ' Denman Maroney ']",
18,Zürich,Theo-Bleckmann-&-Ben-Monder-Duo,2016-10-25,"[' Theo Bleckmann ', ' Ben Monder ']",
19,Zürich,Fabian-Sigmund-&-Domi-Chansorn,2016-10-25,"[' Fabian Sigmund ', ' Domi Chansorn ']",
20,Zürich,Trümmer,2016-10-25,['Trümmer '],Pop
21,Düdingen,Mild-High-Club,2016-10-25,['Mild High Club '],Pop
