,location,event,date,artists,genre
0,Winterthur,Atrium,2016-02-13,"[' Andrea Kirchhofer ', ' Noam Szyfer ', ' Flo Zimmermann ']",
1,Bad-Ragaz,Festival-Next-Generation-Asiens-junge-Künstler,2016-02-13,"['Nikolai Song ', ' Mario Häring ', ' Mao Fujita ']",Classic
2,Zug,Mothly-Assault-Festival,2016-02-13,"['Disentomb ', ' Kraanium ', ' Visceral Disgorge ', ' 7 H.Target ', ' Within Destuction ']",
3,Zürich,Neue-Konzertreihe-Zürich,2016-02-13,"['Veronika Eberle ', ' Antoine Tamestit ', ' Marie-Elisabeth Hecker ', ' Martin Helmchen ']",Classic
4,Zürich,Glantaler-Power-Men,2016-02-13,['Glantaler Power Men '],Pop
5,Ennetbürgen,Bürgenstock-Festival-Wien-Wien-nur-du-allein,2016-02-13,"['Romana Amerling ', ' Christoph Traxler ']",Classic
6,Zürich,Ein-gLiederabend,2016-02-13,"['Graziella Rossi ', ' Rea Claudia Kost ', ' Daniel Bentz ', ' Helmut Vogel ', ' Daniel Fueter ']",Pop
7,Zürich,Jerusalem-In-My-Heart,2016-02-13,['Jerusalem In My Heart '],Electronic
8,Zürich,Neue-Konzertreihe-Zürich,2016-02-13,"[' Vilde Frang ', ' Lawrence Power ']",Classic
9,Zürich,Cancer-Bats,2016-02-13,"['Cancer Bats ', ' Lord Dying ']",
10,Zürich,Rhodes,2016-02-13,['Rhodes '],Pop
11,Kriens,Howe-Gelb,2016-02-13,['Howe Gelb '],Pop
12,Walkringen,Ludwig-van-Beethoven-Konzert-1,2016-02-13,"['Kamilla Schatz ', ' Benjamin Engeli ']",Classic
13,Pratteln,The-Winery-Dogs,2016-02-13,['The Winery Dogs '],
14,Bern,Kizomba-Valentines-Party,2016-02-13,['DJs Ash '],
15,Winterthur,Chelsea-Deadbeat-Combo,2016-02-13,[' Radical Failure '],
16,Zürich,La-Caravane-Passe,2016-02-13,"[' Toma Feterman ', ' Olivier Llugani ', ' Cyril Moret ', ' Benjamin Body ', ' Patrick Gigon ']",
17,Basel,Phil-Donkin-Quartet,2016-02-13,"[' Ben Wendel ', ' Glenn Zaleski ', ' Phil Donkin ', ' Jochen Rückert ']",
18,Feuerthalen,Eamonn-McCormack,2016-02-13,['Eamonn McCormack '],Pop
19,null,The-d#Gents,2016-02-13,[' Lucas Franco Jordan '],
20,Bad-Ragaz,Ely.dee,2016-02-13,"[' Elmar Walser ', ' Dietmar Neubauer ']",Pop
21,Zürich,Changing-Tides-Telematisches-Konzert,2016-02-13,"['Gerry Hemingway ', ' Mark Dresser ', ' Michael Dessen ', ' Stephanie Richards ', ' conductor: Matthias Ziegler ']",Classic
22,Basel,Jekyll-and-Hyde,2016-02-13,"[' Richard Dobkowski ', ' Terence Howells ']",
23,Lausanne,TSR-Crew,2016-02-13,['TSR Crew '],
24,Zürich,Extrafish,2016-02-13,"[' Valentin Baumgartner ', ' Andi Bissig ', ' Tome Illiev ', ' Jonas Künzli ', ' Adrian Böckli ']",
25,Sankt-Gallen,Sonic-Boom,2016-02-13,['Sonic Boom '],Electronic
26,Solothurn,The-2930s,2016-02-13,['The 2930s '],
