,location,event,date,artists,genre
0,Obere-Matten,Zermatt,2013-04-11,['Pedro Franco '],
1,Zürich,Lunchkonzert,2013-04-11,[' Christian Tetzlaff '],Classic
2,Basel,3.-Lunchkonzert,2013-04-11,[' Francesco Tristano '],Classic
3,Basel,Mittagskonzert,2013-04-11,[' Andrew Burn '],Classic
4,Obere-Matten,Zermatt,2013-04-11,['Faela '],Faela
5,Basel,Ill-Bill,2013-04-11,['Ill Bill '],
6,Bern,Internationales-Jazzfestival-Bern,2013-04-11,"['The Yellojackets ', ' Bob Mintzer ', ' Russell Ferrante ', ' Felix Pastorius ', ' William Kennedy ']",
7,Zürich,Thursday-Night-Jazz,2013-04-11,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",
8,Zürich,Konzert,2013-04-11,[' Christian Tetzlaff '],Classic
9,Solothurn,Auf-dass-einem-Hören-und-Sehen-aufgehen,2013-04-11,['Tomas Dratva '],Classic
10,Zürich,Blood-or-Whiskey,2013-04-11,['Blood or Whiskey '],
11,Stans,Stanser-Musiktage,2013-04-11,"[' Corin Curschellas ', ' Simon Dettwiler ', ' Andreas Gabriel ', ' Thomas Aeschbacher ', ' Jürg Nietlispach ']",
12,Basel,Liederabend,2013-04-11,"['Dame Kiri Te Kanawa ', ' David Cowan ']",Classic
13,Cully-Jazz-Festival,Cully,2013-04-11,['Gianmaria Testa & Gabriele Mirabassi Duo '],
14,Zürich,Internationales-Dixie-and-Blues-Festival,2013-04-11,[' Sweat & Tears '],
15,Théâtre-La-Fourmi,Luzern,2013-04-11,['Jon Ladeau '],
16,Usine,null,2013-04-11,['Balkan Beat Box '],
17,Zug,The-Outer-String,2013-04-11,"[' Werner Hasler ', ' Katryn Hasler ', ' Carlo Niederhauser ', ' Julian Sartorius ']",Electronic
18,null,Les-Loodies,2013-04-11,['Les Loodies '],
19,Uster,Vietcong-Pornsürfers,2013-04-11,['Vietcong Pornsürfers '],
20,Bern,Abschlusskonzert-Kammermusik-an-der-Kramgasse,2013-04-11,"[' Aurélie Noll ', ' Katarina Gavrilovic ', ' Nada Anderwert ']",Classic
21,Zürich,Demented-Are-Go,2013-04-11,['Demented Are Go '],
22,Stans,Stanser-Musiktage,2013-04-11,"['Aziz Sahmaoui & The University of Gnawa ', ' Aziz Sahmaoui ', ' Hervé Samb ', ' Cheikh Diallo Kora ', ' Alune Wade ', ' Adhil Mirghani ', ' Mamoune Dehane ']",
23,Schaffhausen,Callmekat,2013-04-11,['Callmekat '],Pop
24,Bern,Pantoum,2013-04-11,"[' Inez Schaefer ', ' Marius Moritz ', ' Christoph Hutter ', ' Katharina Lattke ']",
25,null,Lizz-Wright,2013-04-11,"['Lizz Wright ', ' Kenny Banks ', ' Marvin Sewell ', ' Nicolas DAmato ', ' Brannen Temple ']",
26,Winterthur,Babak-Nemati-Quartet,2013-04-11,"[' Babak Nemati ', ' Carles Peris ', ' Beat Gisler ', ' Olaf Ryter ']",
27,Obere-Matten,Zermatt,2013-04-11,['Bryan Ferry '],
28,Le-Romandie,Lausanne,2013-04-11,['Prince Rama '],
29,Bern,4-Some-blues,2013-04-11,"[' Dani Gugolz ', ' Peter Müller ', ' Walt Baumgartner ', ' Hannes Kasehs ']",
30,Bern,4-Some-Blues,2013-04-11,"[' Dani Gugolz ', ' Peter Müller ', ' Walt Baumgartner ', ' Hannes Kasehs ']",
31,Cully,Cully-Jazz-Festival,2013-04-11,"['The Trio Of OZ ', ' Omar Hakim ', ' Rachel Z ', ' Solomon Dorsey ']",
32,Kaserne,Basel,2013-04-11,['Erik Truffaz 4tet '],
33,Basel,Tom-Freund-Trio,2013-04-11,['Tom Freund Trio '],Pop
34,Basel,Le-Boeuf-Brothers,2013-04-11,"[' Remy Le Boeuf ', ' Pascal Le Boeuf ', ' Martin Nevin ', ' Peter Kronreif ']",
35,Cully,Cully-Jazz-Festival,2013-04-11,"[' Christian Schütz ', ' Simon Rupp ', ' Fred Bürki ']",
36,Zürich,George-&-Trauffer,2013-04-11,"['George ', ' Trauffer ']",Pop
