,location,event,date,artists,genre
0,Luzern,Meisterkurs-Gesang-3.-Tag,2014-08-27,[' Barbara Hannigan '],Classic
1,Willisau,Jazz-Festival-Willisau,2014-08-27,"[' René Mosele ', ' Dave Feusi ', ' Patrick Sommer ', ' Alfred Vogel ']",
2,Baden,After-Work,2014-08-27,"[' Lilly Thornton ', ' Gregor Müller ']",
3,Luzern,Piano-Entertainment,2014-08-27,['Mark Tenger '],
4,Basel,Altstadt-Serenaden,2014-08-27,[' Annie Dufresne '],Classic
5,Luzern,Sinfoniekonzert-10,2014-08-27,[' Midori '],Classic
6,null,Menuhin-Festival-Gstaad,2014-08-27,"['Rafal Zolkos ', ' Andriy Dragan ']",Classic
7,Murten,Murten-Classics-Serenadenkonzert,2014-08-27,"[' Agata Raatz ', ' Marcin Fleszar ']",Classic
8,Zürich,Die-Knopiloten,2014-08-27,"[' Herr Knobel ', ' Sabina Conradin ', ' Marcel Stalder ', ' Jost Müller ']",Pop
9,Willisau,Jazz-Festival-Willisau,2014-08-27,"[' Roman Filiu ', ' Curtis Macdonald ', ' Jason Moran ', ' David Virelles ', ' Christopher Hoffman ']",
10,Basel,Masterabsolventen-der-Hochschule-für-Musik-Basel,2014-08-27,"[' Julie Fahrer ', ' Neele Pfleiderer ', ' Sebastian Hirsig ']",
11,Nyon,Luna-Classics,2014-08-27,['Fazil Say '],Classic
12,Zürich,Bukowski,2014-08-27,['Essaie Pas '],Electronic
13,Münchenwiler,Murten-Classics-Sommernachtskonzert,2014-08-27,"['Julia Schröder ', '  Mary-Ellen Woodside ', ' Ylvali Silliacus ', ' Rafael Rosenfeld ']",Classic
