,location,event,date,artists,genre
0,Zürich,Konzert,2014-03-18,"[' Ilya Gringolts ', ' Anahit Kurtikyan ', ' Silvia Simionescu ', ' Claudius Herrmann ']",Classic
1,Zürich,Jazzapero,2014-03-18,"[' Raphael Jost ', ' Christoph Grab ']",
2,Zürich,Feierabendwerkschau,2014-03-18,"[' Christoph Gallio ', ' Andrea Neumann ', ' Ernst Thoma ', ' Dominique Girod ', ' Julian Sartorius ']",
3,Solothurn,Soulfly,2014-03-18,['Soulfly '],
4,Zürich,Konzert,2014-03-18,[' conductor: Maurice Steger '],Classic
5,Zürich,Eskimo-Callboy,2014-03-18,"['Eskimo Callboy ', ' Iwrestledabearonce ', ' Her Bright Skies ', ' To The Rats And Wolves ']",
6,Zürich,Sargeist,2014-03-18,"['Sargeist ', ' Nightbringer ']",
7,Luzern,Der-Zauberlehrling,2014-03-18,[' Sebastian Küchler Blessing '],Classic
8,Zürich,Deerhoof,2014-03-18,['Deerhoof '],Electronic
9,Zürich,Earl-Sweatshirt,2014-03-18,['Earl Sweatshirt '],
10,Chur,Auf's-Auge-Porträtkonzert,2014-03-18,[' Jaap Achterberg '],Classic
11,null,Goran-Bregovic-&-The-Gypsy-Brass-Band,2014-03-18,"['Goran Bregovic & The Gypsy Brass Band ', ' Goran Bregovic ', ' Muharem Redzepi ', ' Bokan Stankovic ', ' Dalibor Lukic ', ' Stojan Dimov ']",
12,Zürich,Magnus-Lindgren,2014-03-18,"['Magnus Lindgren ', ' Magnus Lindgren ', ' Rigmor Gustafsson ', ' Torsten Goods ', ' Christian von Kaphengst ', ' David Haynes ']",
13,null,Birth-Of-Joy,2014-03-18,['Birth Of Joy '],
14,Basel,Zum-250.-Todesjahr-von-J.-P.-Rameau,2014-03-18,"['Ildikó Sajgó ', ' Amélie Chemin ', ' Cécile Mansuy ']",Classic
15,Bern,Konzert,2014-03-18,"[' Annette Labusch ', ' Stefi Spinas ']",Classic
16,Basel,Chaotic-moebius-Und-sie-dreht-sich-doch,2014-03-18,"['Olivia Steimel ', ' Josef Mucksch ', ' Nicole Fior ']",Classic
17,Thun,Colin-Vallon-Trio,2014-03-18,"[' Colin Vallon ', ' Patrice Moret ', ' Julian Sartorius ']",
18,Zürich,SOFIA-Festival,2014-03-18,"[' Karin Ospelt ', ' Laura Schenk ', ' Donath Weyeneth ', ' Amadeus Fries ', ' Hyein Lee ']",
19,Basel,Marianne-Racine,2014-03-18,"[' Marianne Racine ', ' Martien Oster ', ' Christoph Sprenger ', ' Alfred Kramer ']",
20,Zürich,Ministry-Of-Wolves,2014-03-18,['Ministry Of Wolves '],
21,Zürich,SOFIA-Festival,2014-03-18,"['Karin Ospelt ', ' Olga Trofimova ', ' Carla Gaudré ', ' Sophie Baudon ', ' Stevie-Jo Dooley ', ' Katharina Gross ', ' Imogen Gleichauf ']",
