,location,event,date,artists,genre
0,Verbier,Verbier-Festival,2016-08-04,"['Joshua Bell ', ' Pamela Frank ', ' Tabea Zimmermann ', ' Alexander Buzlov ', ' Lukas Geniusas ']",Classic
1,St.-Moritz,Festival-da-Jazz,2016-08-04,"[' Christoph Grab ', ' Marcel Thomi ', ' Elmar Frey ']",
2,Avenches,Rock-Oz'Arènes,2016-08-04,"['Patricia Kaas ', ' HF Thiéfaine ', ' Zazie ']",Pop
3,Avenches,Rock-Oz'Arènes,2016-08-04,[' Gaspard Royant '],Electronic
4,Verbier,Verbier-Festival,2016-08-04,[' Anja Kampe '],Classic
5,Spiez,Marc-Fitze-Spiezer-Orgelkonzerte-2016,2016-08-04,['Marc Fitze '],Classic
6,Saanen,Musique-&-Famille-XI-Sisters-II,2016-08-04,"['Khatia Buniatishvili ', ' Gvantsa Buniatishvili ']",Classic
7,Verbier,Verbier-Festival,2016-08-04,"['Stephan Genz ', ' Mikhail Pletnev ']",Classic
8,Bern,Bejazz-Sommer,2016-08-04,"[' Dave Feusi ', ' Marco Figini ', ' Philippe Kuhn ', ' Alfred Vogel ']",
9,Winterthur,Schärer-Bommer,2016-08-04,"[' Ruth Bommer ', ' Martin Schärer ']",
10,St.-Moritz,Festival-da-Jazz,2016-08-04,"['Kevin Mahogany ', ' Kevin Mahogany ', ' Dado Moroni ', ' Darryl Hall ', ' Mario Gonzi ']",
11,St.-Moritz,Festival-da-Jazz,2016-08-04,"[' Oliver Keller ', ' Thomy Jordi ', ' Christian Niederer ']",
