,location,event,date,artists,genre
0,Zürich,Lunchkonzert,2014-10-30,"['Haika Lübcke ', ' Isaac Duarte ', ' Felix-Andreas Genner ', ' Hans Agreda ', ' Mischa Greull ', ' Seung-Yeun Huh ']",Classic
1,Zürich,Werner-und-Company,2014-10-30,['Werner und Company '],Pop
2,null,Groundation,2014-10-30,"['Groundation ', ' Rebelution ']",
3,Zürich,Jazznojazz,2014-10-30,"[' Brad Mehldau ', ' Chris Thile ']",
4,Liestal,Pink-Pedrazzi,2014-10-30,['Pink Pedrazzi '],Pop
5,Winterthur,Im-Strauss-wird-wieder-getanzt,2014-10-30,"[' Dheni Romea ', ' Tommaso Manzin ', ' Thomas Naef ']",Pop
6,Zürich,Jazznojazz,2014-10-30,"[' Meshell Ndegeocello ', ' Jebin Bruni ', ' Chris Bruce ', ' Earl Harvin ']",
7,Zürich,Lucius,2014-10-30,"['Lucius ', ' support: Lapland ']",Pop
8,Luzern,Maxxwell,2014-10-30,[' The New Roses '],
9,null,Konzert,2014-10-30,['Juan Diego Florez '],Classic
10,Zürich,Clueso,2014-10-30,['Clueso '],Pop
11,Dübendorf,Rivenbell,2014-10-30,"[' Erwin Bucher ', ' Cornelia Baumann ', ' Armin Sieber ', ' Martin Kägi ']",
12,Basel,Baloise-Session-Get-Up-and-Dance,2014-10-30,"['Cee-Lo Green ', ' The Asteroids Galaxy Tour ']",
13,Aarburg,Aynsley-Lister,2014-10-30,['Aynsley Lister '],
14,Luzern,Pan,2014-10-30,[' works by Martin Baumgartner '],Classic
15,Baden,Ian-Siegal,2014-10-30,['Ian Siegal '],
16,Baden,Ian-Siegal,2014-10-30,['Ian Siegal '],
17,Zürich,Hassler-Türköz,2014-10-30,"[' Hans Hassler ', ' Saadet Türköz ']",
18,Aarau,Seat-Music-Session,2014-10-30,"['Saint Lu ', ' Marc Broussard ', ' Cleo Higgins ']",Pop
19,Zürich,Crossfaith,2014-10-30,['Crossfaith '],
20,Winterthur,The-Raveonettes,2014-10-30,['The Raveonettes '],
21,Buchs,Lucien-Dubuis-Trio,2014-10-30,"[' Lucien Dubuis ', ' Louis Schild ', ' Hannes Prisi ']",
22,Winterthur,The-Raveonettes,2014-10-30,['The Raveonettes '],
23,Kloten,Lilly-Martin-&-Band,2014-10-30,"[' Lilly Martin ', ' Oliver Keller ', ' Michael Dolmetsch ', ' Markus Fritzsche ', ' Tom Beck ']",
24,Winterthur,Hellmüller-Risso-Zanoli,2014-10-30,"[' Franz Hellmüller ', ' Stefano Risso ', ' Marco Zanoli ']",
25,null,Arcanum,2014-10-30,"[' Andreas Schärer ', ' Lucas Niggli ']",
26,Baden,Baumann-Hämmerli-Renold,2014-10-30,"[' Ch. Baumann ', ' Hämmi Hämmerli ', ' Toni Renold ']",
27,Baden,Lionel-Sumithram,2014-10-30,"['Lionel Sumithram ', ' Lionel Sumithram ', ' Rafi Kirder ', ' David Lüthi ']",Pop
28,Uster,Taiichi-Kamimura-&-Chris-Wiesendanger-Quartet,2014-10-30,"[' Taiichi Kamimura ', ' Chris Wiesendanger ', ' Hiroshi Yoshino ', ' Manabu Hashimoto ']",
29,Basel,Aki-&-Kuniko,2014-10-30,"[' Hiroaki Sasaki ', ' Kuniko Obina ']",
30,Romanshorn,Walt's-Blues-Box-feat.-Sam-Burckhardt,2014-10-30,"[' Walter Baumgartner ', ' Sam Burckhardt ', ' Joel Allison ', ' Andreas Schmid ', ' Elias Bernet ']",
31,Bern,Clickclickdecker,2014-10-30,"['Clickclickdecker ', ' support: Petula ']",
32,Zürich,Toumani-&-Sidiki-Diabaté,2014-10-30,"['Toumani & Sidiki Diabaté ', ' Toumani Diabaté ', ' Sidiki Diabaté ']",
33,Zug,Fish,2014-10-30,['Fish '],
34,Thun,Los-Infierno-abgesagt,2014-10-30,['Los Infierno '],
35,Zürich,Juhana-Iivonen,2014-10-30,['Juhana Iivonen '],Pop
36,Basel,eMC,2014-10-30,[' Punchline & Wordsworth '],
37,Basel,Salsa-y-salsa-cubana,2014-10-30,[' Tanzkurs Bailar Casino '],
38,Schaffhausen,Kal,2014-10-30,['Kal '],
39,Zürich,Yves-Theiler-Trio,2014-10-30,"[' Yves Theiler ', ' Yuri Goloubev ', ' Lukas Mantel ']",
40,Zürich,Jazznojazz,2014-10-30,"['Avishai Cohen Trio ', ' Avishai Cohen ', ' Nitai Hershkovits ', ' Daniel Dor ']",
41,Zürich,Ella-Ronen,2014-10-30,['Ella Ronen '],Pop
42,Lausanne,Bosco-Delrey,2014-10-30,['Bosco Delrey '],
43,Vevey,Shabazz-Palaces,2014-10-30,"['Shabazz Palaces ', ' Infinite Lives ', ' OC Notes ']",
44,Zürich,Jazznojazz,2014-10-30,"['Christian McBride Trio ', ' Christian McBride ', ' Christian Sands ', ' Ulyssess Ownes ']",
45,Zürich,Jazznojazz,2014-10-30,"[' Robert Glasper ', ' Casey Benjamin ', ' Burniss Travis ', ' Mark Colenburg ']",
46,Pontresina,John-Lewis,2014-10-30,['John Lewis '],
