,location,event,date,artists,genre
0,Basel,Mimiko-Scherzo-&-lago,2015-10-14,"['Beatriz Blanco ', ' Federico Bosco ']",Classic
1,Zürich,Sisters-Band,2015-10-14,['Sisters Band '],
2,Zürich,Orgelspiele-Herbstzyklus,2015-10-14,['Andreas Jost '],Classic
3,Zürich,Marduk,2015-10-14,['Marduk '],
4,Zürich,Klaviersonaten,2015-10-14,['Vassilis Varvaresos '],Classic
5,Luzern,Der-Ring-ohne-Worte,2015-10-14,[' Nelson Freiere '],Classic
6,Basel,Konzertabend-Violine-und-Klavier,2015-10-14,"['Polina Nikiforova ', ' Gérard Wyss ']",Classic
7,Zürich,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,2015-10-14,"['Rea Claudia Kost ', ' Niklaus Kost ']",Pop
8,Baden,Fernlust-Vom-Reisen-inspiriert,2015-10-14,['Luisa Splett '],Classic
9,null,Ein-Amerikaner-in-Paris,2015-10-14,"[' Daniel Gauthier ', ' Magdalena apaj ', ' ', ' Sebastian Pottmeier ', ' Jang Eun Bae ']",Classic
10,Bern,Tim-Vantol,2015-10-14,['Tim Vantol '],Pop
11,Liestal,Chris-Jones-&-The-Nights-Drivers,2015-10-14,['Chris Jones & The Nights Drivers '],
12,Zürich,Soak,2015-10-14,['Soak '],Pop
13,null,Christine-and-the-Queens,2015-10-14,['Christine and the Queens '],Pop
14,Luzern,Jam-Night,2015-10-14,"[' Alessandra Murer ', ' Christian Winiker ', ' Faruk Muelijevic ', ' Thomas Tavano ', ' Sascha Frischknecht ']",
15,Zürich,Tigran-Hamasyan-&-The-Yerevan-State-Chamber-Choir-Luys-i-Luso,2015-10-14,[' Tigran Hamasyan '],
16,Frauenfeld,Dana-Fuchs-&-Band,2015-10-14,['Dana Fuchs & Band '],
17,Luzern,Keller's-10,2015-10-14,"[' Reto Anneler ', ' Rafael Schilt ', ' Linus Hunkeler ', ' Yannick Barman ', ' Bernhard Bamert ']",
18,Zürich,Giorgio-Conte,2015-10-14,"['Giorgio Conte ', ' Giorgio Conte ', ' Bati Berlolio ', ' Alberto Malnati ']",Pop
19,Sankt-Gallen,U.S.-Girls,2015-10-14,['U.S. Girls '],Pop
20,Basel,Tree-Neye,2015-10-14,"[' Jonas Winterhalter ', ' Sebastian von Keler ', ' Oliver Friedli ', ' Hagen Neye ', ' Jan Schwinning ']",
21,Basel,Zar-Quartet,2015-10-14,"[' Domenic Landolf ', ' Marcus Wyatt ', ' Bänz Oester ', ' Dominic Egli ']",
22,Lugano,Gigi-D'Alessio,2015-10-14,"[""Gigi D'Alessio ""]",Pop
23,Zürich,Digger-Barnes,2015-10-14,['Digger Barnes '],Pop
24,Baden,Lukas-&-Friends,2015-10-14,"[' Lukas Brunner ', ' Marco Hochstrasser ', ' Reini Muther ', ' Daniel Hauenstein ']",Pop
25,Bern,Simon-Kempston,2015-10-14,['Simon Kempston '],
26,Zürich,Jazzbaragge-Wednesday-Jam,2015-10-14,"['Michael Bucher ', ' Herbie Kopf ', ' Florian Reichle ']",
