	[]
Danny Krivit	['hip hop', 'house music', 'disco', 'hip hop']
Danny Mansfield	[]
Danny Serrano	['techno', 'house music', 'disco', 'techno', 'techno']
Danny Settimio	['rap', 'house music', 'disco', 'house music', 'techno', 'hip hop']
Danse Noire djs	[]
Daparec	['techno', 'techno']
Darek	[]
Daria	['rap', 'house music', 'techno', 'disco', 'techno']
Dario Rivas	['disco', 'rock', 'rap']
Dario Rohrbach	[]
Dario Todorovic	[]
Dario Zenker	['techno', 'trance music', 'rap', 'house music', 'techno', 'disco', 'techno', 'techno', 'techno']
Dariolem	[]
Darius Syrossian	['disco', 'deep', 'house music', 'techno', 'house music', 'rap', 'house music', 'techno', 'disco', 'house music', 'techno', 'hip hop', 'disco', 'deep', 'house music', 'techno', 'house music', 'disco', 'deep', 'house music', 'techno', 'house music']
Darko Stronqvist	[]
Darkstar	['bass music', 'chamber psych', 'post-disco', 'house music', 'fluxwork', 'uk garage', 'indie r&b', 'microhouse', 'idm', 'bass music', 'chamber psych', 'post-disco', 'house music', 'fluxwork', 'uk garage', 'indie r&b', 'microhouse', 'idm', 'bass music', 'chamber psych', 'post-disco', 'house music', 'fluxwork', 'uk garage', 'indie r&b', 'microhouse', 'idm']
Darkstep	[]
Darrien	['hardcore', 'hardcore', 'hardcore']
Das Balz	[]
Das Balz b2b Adrian Bergmann	[]
Das Balz b2b Amelié	[]
Das Blenden	[]
Das Fest	[]
Das Volca Massaker Orchester	[]
Das polnische Abgang & Chinchi	[]
Dash Berlin	['big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'trance music', 'trance', 'house music', 'trance music', 'big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'trance music', 'trance', 'house music', 'trance music', 'big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'trance music', 'trance', 'house music', 'trance music']
Daso	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'techno', 'disco', 'techno', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Datendrang	[]
Dave 202	['trance music', 'trance', 'trance music', 'trance music', 'trance', 'trance music', 'trance music', 'trance', 'trance music']
Dave Canina	[]
Dave Clarke	['house music', 'techno', 'techno', 'techno', 'techno', 'rap', 'electronica', 'breakbeat', 'hip hop', 'techno', 'disco', 'hip hop', 'techno', 'hip hop', 'house music', 'techno', 'techno', 'techno', 'techno', 'house music', 'techno', 'techno', 'techno', 'techno']
Dave Dinger & Matija	['rap', 'hip hop']
Dave Eleanor	['rap', 'electronica', 'dub', 'disco', 'hip hop']
Dave Martins	['rap', 'trance music', 'disco']
Dave Multitask	[]
Dave Neff	['house music']
Dave Phillips	['psychobilly', 'psychobilly', 'psychobilly']
Dave Saved	[]
Dave202	['trance music', 'trance', 'trance music', 'trance music', 'trance', 'trance music', 'trance music', 'trance', 'trance music']
David Armada	['rap', 'disco']
David Armada  Specimen	[]
David Cumplido	[]
David Delgado	['rap', 'house music', 'ambient', 'disco', 'hip hop', 'techno', 'hip hop']
David Durango	['techno', 'hip hop', 'house music', 'disco', 'rock', 'hip hop', 'rap', 'techno', 'techno']
David Faust	['rap', 'house music', 'disco']
David Fjörgenson	[]
David Fjörgenson Live	[]
David Glass	['new age piano', 'house music', 'hip hop', 'techno', 'disco', 'house music', 'hip hop', 'techno', 'hip hop', 'new age piano', 'new age piano']
David Keno	['house music', 'rap', 'disco', 'hip hop', 'rock', 'house music', 'house music']
David Rodigan	[]
David Smile b2b Pat KP	[]
David Suivez	[]
David Torr	['rap', 'disco']
David5	[]
Davide Squilace	[]
Davide Squillace	['techno', 'rap', 'house music', 'ambient', 'techno', 'disco', 'techno', 'techno', 'techno']
Davidon	['rap', 'disco']
Davix	[]
Dax J	['dub', 'techno', 'techno', 'disco', 'techno', 'dub', 'techno', 'dub', 'techno']
De Suso	[]
De fêtes marathon où amour rime avec toujours en afters rocambolesques en passant par le cockpit de la Ruche ou du Hoppetosse nos deux compères semploient à distiller leur goût immodéré du bon groove	[]
De la bonne Deep suivit dun live de minimal cest vendredi prochain au The Spirit Bar  Ca va taper du pied	[]
DeWalta	['techno', 'techno', 'techno']
Dead As Disco	[]
Dead Bunny	[]
Dead Poets	[]
Deadbeat	['bass music', 'techno', 'techno', 'house music', 'idm', 'music', 'microhouse', 'techno', 'techno', 'dub', 'techno', 'bass music', 'techno', 'techno', 'house music', 'idm', 'music', 'microhouse', 'techno', 'bass music', 'techno', 'techno', 'house music', 'idm', 'music', 'microhouse', 'techno']
Deborah De Luca	['techno', 'rap', 'techno', 'disco', 'trap', 'techno', 'techno', 'techno']
Decktro	[]
Deconstructing Drumboys	[]
Dee Joe	[]
Dee Nelli	[]
DeeTree 9	[]
Deejota	[]
Deeno	[]
Deep Bros	[]
Deep Dishu2028	[]
Deep Seven	[]
Deep n Dub	[]
Deep und TechHouse	[]
Deepfreeze	[]
Deepwave	[]
Deepwhite	[]
Deetron	['house music', 'techno', 'techno', 'disco', 'techno', 'rap', 'house music', 'techno', 'house music', 'techno']
Definition	['dreamo', 'hardcore', 'screamo', 'rap', 'house music', 'techno', 'disco', 'techno', 'dreamo', 'hardcore', 'screamo', 'dreamo', 'hardcore', 'screamo']
Dekmantel  San Francisco	[]
Deko by Night Facotory DekoKollektiv	[]
Delakeyz	['house music']
Delano	['pop', 'pop', 'pop', 'strut', 'pop', 'pop', 'pop', 'strut', 'pop', 'pop', 'pop', 'strut']
Delorian Cloud Fire	[]
Delphic	['electronic rock', 'electronic rock', 'electronic rock', 'electronic rock', 'shimmer pop', 'electronic rock', 'electronic rock', 'electronic rock', 'electronic rock', 'electronic rock', 'shimmer pop', 'electronic rock', 'electronic rock', 'electronic rock', 'electronic rock', 'electronic rock', 'shimmer pop', 'electronic rock']
Demegy	[]
Dement3d  Geneva	[]
Demetrio Giannice	['house music', 'dub', 'hip hop', 'house music', 'house music']
Demir & Seymen	[]
DemonD	[]
Dene Anthony	[]
Denis Dzigal LIVE	[]
Deniz Bul	[]
Denostra	[]
Der BRONX Bar ShuttleBus befördert unsere Gäste zwischen 2300 und 0430 Uhr kostenlos und bequem zu uns in die BRONX Bar	[]
Der Dirigent	[]
Der Dritte Raum	['techno', 'microhouse', 'techno', 'house music', 'techno', 'microhouse', 'techno', 'house music', 'techno', 'microhouse', 'techno', 'house music']
Der Gekaterte Stiefel	[]
Der Junge mit der Trompete	[]
Der Kleine Italiener	[]
Der Schlechte Einfluss	[]
Der Schmeisser	[]
Der Schuft	[]
Der Tietz	[]
Der schlechte Einfluss	[]
DerStein	[]
Derrick May	['house music', 'house music', 'techno', 'techno', 'techno', 'rap', 'house music', 'ambient', 'techno', 'hardcore', 'disco', 'hip hop', 'techno', 'house music', 'house music', 'techno', 'techno', 'techno', 'house music', 'house music', 'techno', 'techno', 'techno']
Dersu	[]
Di Bastardo	[]
DiTosca	[]
Diatek	['techno', 'techno', 'techno']
Dicke Lauscher	[]
Die Galoppierende Zuversicht	[]
Diego Hostettler	['rap', 'dub', 'techno', 'disco', 'techno']
Diego Suarez	['disco']
Diego Tony	[]
Digital Natives	[]
Digital Switchover	[]
Digitaline	['techno', 'techno', 'techno', 'techno']
Digitalism	['electronic rock', 'breakbeat', 'electronic rock', 'disco', 'house music', 'electronic', 'house music', 'electronic rock', 'electronic rock', 'electronic rock', 'rap', 'techno', 'techno', 'rock', 'electronic rock', 'breakbeat', 'electronic rock', 'disco', 'house music', 'electronic', 'house music', 'electronic rock', 'electronic rock', 'electronic rock', 'electronic rock', 'breakbeat', 'electronic rock', 'disco', 'house music', 'electronic', 'house music', 'electronic rock', 'electronic rock', 'electronic rock']
Digitule	[]
Dilbert	['classic peruvian pop', 'peruvian', 'classic peruvian pop', 'peruvian', 'classic peruvian pop', 'peruvian']
Dilek	[]
Dilek Records	[]
Dillon	['trap', 'big room', 'uk garage', 'big', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'house music', 'trap', 'big room', 'uk garage', 'big', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'house music', 'trap', 'big room', 'uk garage', 'big', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'house music']
Dilusso	[]
Dim  Eevy	[]
Dim & Eevy	[]
Dimb	[]
Dimlite	['abstract beats', 'idm', 'abstract beats', 'idm', 'abstract beats', 'idm']
Dinan	[]
Dinky	['rap', 'house music', 'ambient', 'techno', 'disco', 'techno']
Dino Pergola	[]
Dino White	[]
Dirt Crew	['rap', 'house music', 'breakbeat', 'house music', 'techno', 'disco', 'house music', 'techno', 'hip hop']
Dirty Beat	['house music', 'house music']
Dirty Cultures Official	[]
Dirty Doering	['house music', 'deep', 'rap', 'disco', 'hip hop', 'house music', 'deep', 'house music', 'deep']
Dirty Flav	[]
DisOrder	['groove metal', 'hardcore', 'mathcore', 'metalcore', 'metal', 'rap', 'rap', 'groove metal', 'hardcore', 'mathcore', 'metalcore', 'metal', 'rap', 'rap', 'groove metal', 'hardcore', 'mathcore', 'metalcore', 'metal', 'rap', 'rap']
Disciples	['house music', 'house music', 'house music', 'rap', 'disco', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Disco Channel	[]
Disco Dave	['rap', 'house music', 'disco']
Discod  Banga	[]
Discø Chånnel	[]
Disko Dario	[]
Disprove	[]
Divalvi	['house music']
Divine Adventure	[]
Dixonu2028	[]
Diynamic	[]
Diynamic  Lausanne	[]
Diynamic Label Night	[]
Dj Adryan Galantucci	[]
Dj Arode	[]
Dj Aroy	[]
Dj Bliss	[]
Dj Christo	[]
Dj DFyne	[]
Dj Dubstep	[]
Dj Faith	[]
Dj Fenomen	[]
Dj FinalX	[]
Dj Gino	[]
Dj Giuly	[]
Dj Gunnar Stiller	[]
Dj Infernal Bastard	[]
Dj Jestics	[]
Dj Johnny & Dj Fonseca	[]
Dj Kemikal	[]
Dj Kulturshock	[]
Dj Lorenz	[]
Dj Lu K & Fionom	[]
Dj Lucc	[]
Dj Mark  Commercial Room From 2400 to 200	[]
Dj Martin Meier	[]
Dj Mauri	[]
Dj Miguel	[]
Dj Montes  Goldfinger Brothers  Basel	[]
Dj Never Die	['rap', 'techno', 'hardcore', 'disco', 'techno']
Dj Nikolaz	[]
Dj Ouch	['house music', 'hip hop', 'techno', 'disco', 'drum and bass', 'house music', 'hip hop', 'techno', 'hip hop']
Dj Pasci	[]
Dj Pitch	[]
Dj Polyrithmo	[]
Dj Ram Vee	[]
Dj Raver	[]
Dj Reas	[]
Dj Rolla	[]
Dj Rotation  Hip Hop Room with Dj Pitch	[]
Dj Rouni	[]
Dj Rumba Stéréo	[]
Dj Sat El Flaco	[]
Dj Scream	['trap', 'trap', 'trap', 'trap', 'trap', 'trap']
Dj Shepdog	[]
Dj TAG  Tresor	[]
Dj Tom Vibe	[]
Dj Tonic	[]
Dj Vidy	['rap', 'disco']
Dj Zano P	[]
Dj depuis 10ans	[]
Dj dion	[]
Dj set & visual show by Kreisprozess	[]
Dj set FAB	[]
DjMitch	[]
DjMitch & Urban Panik	[]
DjS	['new jack swing', 'new jack swing', 'new jack swing']
Djaimin	[]
Djamency	['rap', 'disco', 'techno']
Djebali	['techno', 'house music', 'house music', 'techno', 'techno']
Djeniz	[]
Djerry C	[]
Djs with Bad Haircuts	['rap', 'house music', 'disco', 'house music']
Doctor Dru	['disco', 'rap', 'house music', 'disco', 'house music', 'house music', 'disco', 'disco']
Dododbeatz  Mallow Rec	[]
Dog Almond	[]
Dollar Mambo	['rap', 'house music', 'disco']
Dollarman	[]
Dom	['rap', 'rap', 'hip hop', 'indie r&b', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'trap', 'rap', 'rap', 'hip hop', 'indie r&b', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'trap', 'rap', 'rap', 'hip hop', 'indie r&b', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'trap']
Dom & Roland	['breakbeat', 'drum and bass', 'drum and bass', 'drumfunk', 'jump up', 'jungle', 'drum and bass', 'drum and bass', 'breakbeat', 'drum and bass', 'drum and bass', 'drumfunk', 'jump up', 'jungle', 'drum and bass', 'drum and bass', 'breakbeat', 'drum and bass', 'drum and bass', 'drumfunk', 'jump up', 'jungle', 'drum and bass', 'drum and bass']
Dom&Roland	['breakbeat', 'drum and bass', 'drum and bass', 'drumfunk', 'jump up', 'jungle', 'drum and bass', 'drum and bass', 'breakbeat', 'drum and bass', 'drum and bass', 'drumfunk', 'jump up', 'jungle', 'drum and bass', 'drum and bass', 'breakbeat', 'drum and bass', 'drum and bass', 'drumfunk', 'jump up', 'jungle', 'drum and bass', 'drum and bass']
Doma	['hi-nrg', 'hi-nrg', 'hi-nrg']
Domi Chansorn	[]
Domingo Romero b2b Michel Sacher	[]
Dominik Auderset	['house music']
Dominik Eulberg	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'rap', 'house music', 'techno', 'disco', 'hip hop', 'techno', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Don Malastas	[]
Don Ramon & MA	['rap', 'house music', 'techno', 'techno']
Don Ramon San Marco Pasci joey	[]
Don Tetris	[]
Don Vincent	[]
Don Williams	['country', 'country', 'country', 'cowboy western', 'mellow gold', 'nashville sound', 'country', 'country', 'country', 'country', 'country', 'cowboy western', 'mellow gold', 'nashville sound', 'country', 'country', 'country', 'country', 'country', 'cowboy western', 'mellow gold', 'nashville sound', 'country', 'country']
Donnerwetter	[]
Doomwork	['techno', 'rap', 'house music', 'techno', 'hip hop', 'techno', 'techno', 'techno']
Dope Ammo &Shaddy MC	[]
Doppelpack	[]
Doppelt Gemoppelt	['rap', 'techno', 'techno', 'disco', 'techno']
Dorian	[]
Doris Stemmel	[]
Douala	[]
Double & Parkz	[]
Double You  Jokari	[]
Doublescore  Renesanz Rec & Italo Business	[]
DoubtingThomas	['rap', 'disco', 'techno']
Douster  Sound Pellegrino	[]
Dr Bitstream	[]
Dr FadR	[]
Dr Jones	['tone', 'tone', 'tone']
Dr Lektroluv	[]
Dread J	['house music', 'rap', 'house music', 'techno', 'disco', 'hip hop', 'techno']
DreadJ	['house music', 'rap', 'house music', 'techno', 'disco', 'hip hop', 'techno']
Dreksler & Haerle	[]
Dreksler & Haerle LIVE	[]
Drifter	['drum and bass', 'drum and bass', 'drum and bass']
Drime  Hexagon Dubs  UK	[]
Drinks & Food	[]
Driscoxa0 GE	[]
Droplex	['techno', 'techno', 'techno']
Drum & Bass  Kalvingrad	[]
Drum That Bass  CH	[]
Drum and bass	[]
Drumcode  Firenze	[]
Drumder  the Bonggos	[]
Drumedar	[]
Drumpoet Night	[]
Drumpoet ZH	[]
Drve	[]
Dser	[]
Dser  Dark Manoeuvres  GE	[]
Dual Channel	[]
Dualism	['progressive psytrance', 'rap', 'techno', 'techno', 'disco', 'hip hop', 'techno', 'progressive psytrance', 'progressive psytrance']
Dualism ZH	[]
Dub Dummies	['rap', 'techno', 'disco', 'techno']
Dubculture  Event	[]
Dubfire	['disco', 'deep', 'deep', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'techno', 'techno', 'house music', 'disco', 'techno', 'rap', 'disco', 'deep', 'deep', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'techno', 'disco', 'deep', 'deep', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'techno']
Dubfire LIVE HYBRIDu2028	[]
Dubhead  Istein	[]
Dublex Inc	['electro jazz', 'electro jazz', 'electro jazz']
Dubnova	['rap', 'house music', 'disco', 'house music']
Dubois	[]
Dubstep	[]
Dubstep & Aulay Fou	[]
Ducks on Repeat	['house music', 'techno', 'disco', 'techno']
Dunwich	['rap', 'disco']
DuoRhythm	[]
Duplex	['techno', 'dub', 'techno', 'rap', 'techno', 'disco', 'techno', 'techno', 'dub', 'techno', 'techno', 'dub', 'techno']
DvX	['electro bailando', 'techno', 'techno', 'electro bailando', 'electro bailando']
Dynalor	[]
Dynalor & Wasabideluxe	[]
Dynamic Range	[]
Dysonc	[]
DÑlÑrÑs	[]
DÑÐÑÐ¸Ñc	[]
DâmFunk & Band	[]
Dürerstuben	['house music', 'house music', 'house music']
Dфlфrєs	[]
DфПіиіc	[]
EAGLEEYE CHERRY	[]
EChord	[]
ED Function	[]
EDDIEKEY	[]
EDMX	['electro', 'video game music', 'electro', 'video game music', 'electro', 'video game music']
EFunker	[]
EL COLLERA  cumbia digital	[]
EL NIÑO  TICINO	[]
ELECTRYPNOSE	['dark psytrance', 'dark psytrance', 'dark psytrance']
ELEMENT	['alternative metal', 'alternative', 'metal', 'post-grunge', 'rap', 'rap', 'alternative metal', 'alternative', 'metal', 'post-grunge', 'rap', 'rap', 'alternative metal', 'alternative', 'metal', 'post-grunge', 'rap', 'rap']
EMI	[]
EMRE ECE	[]
ENDON	[]
ENTRÉE FLOOR	[]
ENØS	[]
ERISU  Artjacking et F&S	[]
EUGENE THE CAT  electroswing live  AUS	[]
EULENKIND	[]
EXTRASTUNDEN	[]
EZoo resident DJs	[]
East End Dubs	[]
Easton	['contemporary country', 'country', 'country', 'lift kit', 'country', 'redneck', 'contemporary country', 'country', 'country', 'lift kit', 'country', 'redneck', 'contemporary country', 'country', 'country', 'lift kit', 'country', 'redneck']
Easy	['g funk', 'rap', 'hardcore', 'hip hop', 'rap', 'rap', 'hip hop', 'rap', 'g funk', 'rap', 'hardcore', 'hip hop', 'rap', 'rap', 'hip hop', 'rap', 'g funk', 'rap', 'hardcore', 'hip hop', 'rap', 'rap', 'hip hop', 'rap']
Eats Everything	['disco', 'deep', 'house music', 'rap', 'dub', 'disco', 'hip hop', 'hip hop', 'disco', 'deep', 'house music', 'disco', 'deep', 'house music']
Eclektic  Winterthur	[]
Eco  Voisinage  Genève	[]
Ed Luis	[]
Eddie Fowlkes	['techno', 'electro', 'techno', 'rap', 'techno', 'disco', 'techno', 'hip hop', 'rock', 'techno', 'electro', 'techno', 'techno', 'electro', 'techno']
Eddie Hyde	['rap', 'rap', 'rap']
Eddie Queen	[]
Eddie Thoneick	['big room', 'techno', 'house music', 'house music', 'big room', 'techno', 'house music', 'house music', 'big room', 'techno', 'house music', 'house music']
Eddy Queen	[]
Eddy Ramich	['rap', 'house music', 'dub', 'trap']
Edelstahl	['rap', 'house music', 'techno', 'disco', 'techno']
Edgar Peng	['disco', 'rap']
Edison Cabrino	[]
Edison Cabrino b2b Helder	[]
Edison Cabrino b2b Teo Ermotti	[]
EdisonCabrino b2b TeoErmotti	[]
Edivad	[]
Edward Classen aka EDI LE CHEF	[]
Eevy	[]
Efdemin	['techno', 'techno', 'house music', 'microhouse', 'dub', 'techno', 'house music', 'techno', 'techno', 'house music', 'microhouse', 'dub', 'techno', 'house music', 'techno', 'techno', 'house music', 'microhouse', 'dub', 'techno', 'house music']
Efdemin  Dial  Berlin	[]
Eftn	[]
Eftn live	[]
Egotronic	['electronic rock', 'german indie', 'german', 'rap', 'disco', 'electronic rock', 'german indie', 'german', 'electronic rock', 'german indie', 'german']
Egyptrixx	['bass music', 'uk garage', 'bass music', 'uk garage', 'bass music', 'uk garage']
Eiffel	['hi-nrg', 'hi-nrg', 'europop', 'hi-nrg', 'hi-nrg', 'hi-nrg', 'europop', 'hi-nrg', 'hi-nrg', 'hi-nrg', 'europop', 'hi-nrg']
Einmaleins	[]
Einmusik	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'rap', 'breakbeat', 'techno', 'disco', 'techno', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Eintakt	[]
Einzelkind	['techno', 'rap', 'house music', 'disco', 'techno', 'techno', 'techno']
El Alusinante	[]
El Mundo	['disco', 'rap']
El Rino	[]
El Tigre Sound	[]
El Tigre Sound System	[]
ElMar	[]
Elay	[]
Eldo	['hip hop', 'polish', 'hip hop', 'polish', 'hip hop', 'polish']
Electro Floor	[]
Electron  Geneva	[]
Electronica Floor	[]
ElectronicaBoy	[]
Electrons Libres	[]
Electrons Libres  JU	[]
Electrophil Rec	[]
Electrophil Records	[]
Electrosanne by Night	[]
Elektro Guzzi	['rap', 'techno', 'disco', 'techno']
Elektrohandel	['deep chill', 'deep chill', 'deep chill']
Elektroschneider	[]
Element	['alternative metal', 'alternative', 'metal', 'post-grunge', 'rap', 'rap', 'alternative metal', 'alternative', 'metal', 'post-grunge', 'rap', 'rap', 'alternative metal', 'alternative', 'metal', 'post-grunge', 'rap', 'rap']
Eli Escobar	['house music', 'disco', 'house music', 'disco', 'house music', 'disco', 'house music', 'disco', 'house music', 'disco', 'house music', 'disco']
Eli Verveine	['techno', 'disco', 'techno', 'hip hop']
Eli Verveine  Tardis Records	[]
Elias 308	[]
Eliott	[]
Eliphino	['bass music', 'uk garage', 'bass music', 'uk garage', 'bass music', 'uk garage']
Elk  Grillmaster b2b Le Horla	[]
Elk  The Grillmaster	[]
Ellen Allienu2028	[]
Elliver	[]
Elrino	[]
Elvira	['hip hop', 'russian', 'hip hop', 'russian', 'hip hop', 'russian']
Elvis Cassetta	['rap', 'house music', 'disco', 'house music']
Ema	[]
Emanuel La Roche	[]
Emanuel Satie	['disco', 'house music', 'techno', 'house music', 'disco', 'house music', 'techno', 'house music', 'disco', 'house music', 'techno', 'house music']
Emanuele Errante	['nu age', 'warm drone', 'nu age', 'warm drone', 'nu age', 'warm drone']
Emely&Scum	[]
Emeteria	[]
Emi	[]
Emilie Nana	['rap', 'electronica', 'disco', 'hip hop', 'hip hop']
Emilie Simon	['chanson', 'world christmas', 'chanson', 'world christmas', 'chanson', 'world christmas']
Emmat	['idm', 'downtempo', 'techno', 'techno', 'hip hop']
Emptyset	['techno', 'fluxwork', 'idm', 'mandible', 'house music', 'techno', 'fluxwork', 'idm', 'mandible', 'house music', 'techno', 'fluxwork', 'idm', 'mandible', 'house music']
Emre Bektas	[]
Emre Bektas & Denny & Mouseen	[]
En dehors de Genève cest au Liquid Club de Berne	[]
Ena Lind	['house music', 'techno', 'disco', 'techno']
Enchufada  CH	[]
Enei	['drum and bass', 'drumfunk', 'uk garage', 'jump up', 'jungle', 'drum and bass', 'drum and bass', 'dub', 'uk garage', 'techno', 'drum and bass', 'drumfunk', 'uk garage', 'jump up', 'jungle', 'drum and bass', 'drum and bass', 'drum and bass', 'drumfunk', 'uk garage', 'jump up', 'jungle', 'drum and bass', 'drum and bass']
EnfanTerrible	[]
Enfant DOr	[]
Enrico Valenti	[]
Enterbt Recods	[]
Enterbt Records	[]
Entrance by the back on the street	[]
Entre habitudes et nouveautés la programmation de cette nouvelle semaine annonce la couleur	[]
Enzo Lo Conte	[]
Enzo Pianzola	['rap', 'house music', 'disco']
Enzo Pianzola  Mauro Capitale  Gio Mbg & more	[]
Enzo Pianzola MrTrend Dj	[]
Enzo Pianzola aka Mrtrend	[]
Enzo Siffredi	['house music', 'house music', 'house music']
Enzo Siffredi  Minimal Kids	[]
Enzo Siragusa	['house music', 'jungle', 'techno', 'hip hop', 'techno']
Enzo Siragusa  Randall M  Chad Andrew  Hash Hendrex  Ferro  Kamran Sadeghi	[]
Enzo lo Conte	[]
Epi	[]
Era & Falter Visuals	[]
Eramina	[]
Eric Borgo	['rap', 'house music', 'techno', 'disco', 'house music', 'techno']
Eric Fox	[]
Eric S	[]
Erick Morillo	['big room', 'disco', 'edm', 'house music', 'techno', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music', 'rap', 'house music', 'techno', 'disco', 'house music', 'house music', 'hip hop', 'techno', 'hip hop', 'big room', 'disco', 'edm', 'house music', 'techno', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music', 'big room', 'disco', 'edm', 'house music', 'techno', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Ernesto Ferreyra	['techno', 'rap', 'house music', 'disco', 'house music', 'hip hop', 'techno', 'techno']
Erobique	[]
Erol Alkan	['hip hop', 'techno', 'house music', 'disco', 'rock', 'hip hop', 'techno', 'rap']
Esben and the Witch	['grave wave', 'grave wave', 'grave wave']
Escape From Gravity b2b Introvert	[]
Eskimo Live	[]
Esna	[]
EtN	[]
Etn	[]
Etn b2b Matteo Melillo	[]
Etruria Beat Showcase	[]
Euphoria	[]
Eurokai	[]
Eva Peel Neopren Records  Paris	[]
Eva Shaw	['big room', 'big', 'house music', 'big room', 'big', 'house music', 'big room', 'big', 'house music']
Evelinn Trouble	['rock', 'rock', 'rock']
Evento	[]
Everstone	['house music']
Evil Business	[]
Evil Moisture	[]
Evil Oil Man	[]
Evolent	['hip hop']
Ewan Onou	[]
Exium	['dub', 'techno', 'post-disco', 'rap', 'house music', 'downtempo', 'techno', 'disco', 'trap', 'hip hop', 'techno', 'hip hop', 'dub', 'techno', 'dub', 'techno']
Exlab	[]
Extrastunden	[]
Extrawelt	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Ez Raidler	[]
Ezikiel	['rap', 'jungle', 'dub', 'techno', 'techno', 'disco', 'techno']
F	['baroque', 'classical', 'classical', 'romantic', 'baroque', 'classical', 'classical', 'romantic', 'baroque', 'classical', 'classical', 'romantic']
F Raphaël K	[]
FAB	['british invasion', 'rock', 'merseybeat', 'protopunk', 'rock', 'rock', 'british invasion', 'rock', 'merseybeat', 'protopunk', 'rock', 'rock', 'british invasion', 'rock', 'merseybeat', 'protopunk', 'rock', 'rock']
FABI HAAS	[]
FABRi	[]
FAITH	['contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop', 'contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop', 'contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop']
FATK	[]
FCKN Crew	['electro trash', 'electro trash', 'electro trash']
FELIPE PUERTES	[]
FIN	[]
FKJ	['deep indie r&b', 'indie', 'house music', 'vapor twitch', 'rap', 'house music', 'disco', 'hip hop', 'hip hop', 'deep indie r&b', 'indie', 'house music', 'vapor twitch', 'deep indie r&b', 'indie', 'house music', 'vapor twitch']
FLAVIO CALZADO	[]
FLOOR A	[]
FLOOR B	[]
FLORE  POLAAR  FR	[]
FLOXYTEK  Diable au corps	[]
FM Belfast	['electronic rock', 'icelandic pop', 'metropopolis', 'electronic rock', 'electronic rock', 'icelandic pop', 'metropopolis', 'electronic rock', 'electronic rock', 'icelandic pop', 'metropopolis', 'electronic rock']
FOG & PHOBOS	['rap']
FOOL	[]
FORSITION	[]
FOXY	['rap', 'hip hop', 'hardcore', 'hip hop', 'hip hop', 'new jack swing', 'pop', 'r&b', 'hip hop', 'rap', 'hip hop', 'hardcore', 'hip hop', 'hip hop', 'new jack swing', 'pop', 'r&b', 'hip hop', 'rap', 'hip hop', 'hardcore', 'hip hop', 'hip hop', 'new jack swing', 'pop', 'r&b', 'hip hop']
FOYER	[]
FRANK RICH	[]
FRANKY	[]
FRED	['christian christmas', 'gospel', 'rap', 'disco', 'christian christmas', 'gospel', 'christian christmas', 'gospel']
FREE ENTRANCE	[]
FREITAG & FREINACHT ZH	[]
FRIDAY NIGHT	['rock', 'pop', 'pop', 'rock', 'pop', 'pop', 'rock', 'pop', 'pop']
FRITZ FIRULIN	[]
FRONTLINE	['anthem worship', 'anthem worship', 'anthem worship']
FRQNCY	[]
FRST	[]
FS Bart	[]
Fabian Binkert	[]
Fabian Kozelsky	[]
Fabian Kozelsky b2b Somi	[]
Fabian Reichelt & Raycoux Jr	[]
Fabian Ulmer & more	[]
Fabien	[]
Fabio Papa	[]
Fabio Tamborrini	['disco']
