	[]
Das Balz b2b Amelié	[]
David Delgado	['rap', 'hip hop', 'hip hop', 'techno', 'ambient', 'house music', 'disco']
David Keno	['house music', 'rap', 'hip hop', 'rock', 'disco', 'house music', 'house music']
David Suivez	[]
Dean Breda	[]
Deeperfect	[]
Defend	['rock', 'rock', 'rock']
Definition	['dreamo', 'hardcore', 'screamo', 'rap', 'techno', 'techno', 'house music', 'disco', 'dreamo', 'hardcore', 'screamo', 'dreamo', 'hardcore', 'screamo']
Dejan	[]
Dement3d  Geneva	[]
Demetrio Giannice	['house music', 'dub', 'hip hop', 'house music', 'house music']
Der Junge mit der Trompete	[]
Dicke Lauscher	[]
Dimitri	['big room', 'big', 'edm', 'house music', 'house music', 'house music', 'big room', 'big', 'edm', 'house music', 'house music', 'house music', 'big room', 'big', 'edm', 'house music', 'house music', 'house music']
Dirty Flav	[]
Disciples	['house music', 'house music', 'house music', 'rap', 'disco', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Disco Dave	['rap', 'house music', 'disco']
Diynamic  Lausanne	[]
Dj Faith	[]
Dj RP	[]
Dj Toyo	[]
Djerry C	[]
Doma	['hi-nrg', 'hi-nrg', 'hi-nrg']
Don Tetris	[]
Doppelpack	[]
Double & Parkz	[]
Dream	['crunk', 'pop', 'deep pop r&b', 'rap', 'rap', 'hip hop', 'hip hop', 'r&b', 'neo soul', 'pop', 'pop', 'r&b', 'rap', 'hip hop', 'trap', 'urban contemporary', 'crunk', 'pop', 'deep pop r&b', 'rap', 'rap', 'hip hop', 'hip hop', 'r&b', 'neo soul', 'pop', 'pop', 'r&b', 'rap', 'hip hop', 'trap', 'urban contemporary', 'crunk', 'pop', 'deep pop r&b', 'rap', 'rap', 'hip hop', 'hip hop', 'r&b', 'neo soul', 'pop', 'pop', 'r&b', 'rap', 'hip hop', 'trap', 'urban contemporary']
Droplex	['techno', 'techno', 'techno']
Drumcell	['techno', 'techno', 'house music', 'disco']
Drumcode  Firenze	[]
Drve	[]
Dubculture  Event	[]
Dunwich	['rap', 'disco']
Eats Everything	['disco', 'deep', 'house music', 'dub', 'rap', 'hip hop', 'hip hop', 'disco', 'disco', 'deep', 'house music', 'disco', 'deep', 'house music']
Eevy	[]
Ekserd	['rap', 'disco']
Electron  Geneva	[]
Electronica Floor	[]
Enrico Valenti	[]
Enzo Siffredi	['house music', 'house music', 'house music']
Ez Raidler	[]
FAITH	['contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop', 'contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop', 'contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop']
FORSITION	[]
FRANK RICH	[]
FREDi Salomon	[]
Fabien	[]
Faith	['contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop', 'contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop', 'contemporary country', 'country', 'country', 'country', 'country', 'pop', 'neo mellow', 'pop', 'pop', 'pop']
Fantastic Friends Recordings  Lausanne	[]
Fat Sushi	['rap', 'techno', 'techno', 'house music', 'disco', 'house music']
Feldermelder	[]
Felix Jaehn	['house music', 'edm', 'house music', 'pop', 'house music', 'house music', 'edm', 'house music', 'pop', 'house music', 'house music', 'edm', 'house music', 'pop', 'house music']
Fenomen	['hip hop', 'hip hop', 'hip hop']
FlexFab	[]
Floating Points	['bass music', 'chamber psych', 'house music', 'electronic', 'house music', 'fluxwork', 'uk garage', 'indie jazz', 'indie', 'electronic rock', 'music', 'microhouse', 'techno', 'electronic rock', 'ninja', 'jazz', 'house music', 'uk garage', 'idm', 'bass music', 'chamber psych', 'house music', 'electronic', 'house music', 'fluxwork', 'uk garage', 'indie jazz', 'indie', 'electronic rock', 'music', 'microhouse', 'techno', 'electronic rock', 'ninja', 'jazz', 'house music', 'uk garage', 'idm', 'bass music', 'chamber psych', 'house music', 'electronic', 'house music', 'fluxwork', 'uk garage', 'indie jazz', 'indie', 'electronic rock', 'music', 'microhouse', 'techno', 'electronic rock', 'ninja', 'jazz', 'house music', 'uk garage', 'idm']
Florian Defunes	[]
Florian MSK	[]
Florin	['manele', 'romanian pop', 'manele', 'romanian pop', 'manele', 'romanian pop']
Forsition	[]
Four Tet	['electronic rock', 'bass music', 'breakbeat', 'post-disco', 'electronic rock', 'electronic', 'house music', 'fourth world', 'indie r&b', 'electronic rock', 'music', 'microhouse', 'techno', 'electronic rock', 'ninja', 'nu jazz', 'rock', 'downtempo', 'idm', 'dub', 'rap', 'electronica', 'hip hop', 'hip hop', 'disco', 'electronic rock', 'bass music', 'breakbeat', 'post-disco', 'electronic rock', 'electronic', 'house music', 'fourth world', 'indie r&b', 'electronic rock', 'music', 'microhouse', 'techno', 'electronic rock', 'ninja', 'nu jazz', 'rock', 'downtempo', 'idm', 'electronic rock', 'bass music', 'breakbeat', 'post-disco', 'electronic rock', 'electronic', 'house music', 'fourth world', 'indie r&b', 'electronic rock', 'music', 'microhouse', 'techno', 'electronic rock', 'ninja', 'nu jazz', 'rock', 'downtempo', 'idm']
Frank Rich	[]
Frank Sonic	['rap', 'techno', 'techno', 'disco']
Frankfurt	[]
Franky Fiction	[]
Franz Filter	[]
Fred	['christian christmas', 'gospel', 'rap', 'disco', 'christian christmas', 'gospel', 'christian christmas', 'gospel']
Fredy S	['rock', 'techno', 'techno', 'rock', 'rock']
GD	['k-pop', 'k-pop', 'k-pop']
GREEKfloor	[]
Garance	['hip hop', 'techno', 'techno', 'house music']
Gary Beck	['techno', 'techno', 'house music', 'techno', 'rap', 'hip hop', 'techno', 'techno', 'house music', 'disco', 'techno', 'techno', 'house music', 'techno', 'techno', 'techno', 'house music', 'techno']
German Lachs	['house music']
Get Physical	[]
Ghetto Po	[]
Ghost	['alternative metal', 'metal', 'metal', 'idm', 'alternative metal', 'metal', 'metal', 'alternative metal', 'metal', 'metal']
Gil Glaze	[]
Gobbit	[]
Grnd lop prod	[]
Gunes Ergun	[]
Guy Gerber	['disco', 'deep', 'microhouse', 'techno', 'techno', 'house music', 'techno', 'rap', 'hip hop', 'hip hop', 'rock', 'disco', 'disco', 'deep', 'microhouse', 'techno', 'techno', 'house music', 'techno', 'disco', 'deep', 'microhouse', 'techno', 'techno', 'house music', 'techno']
Guzzle	[]
HOBI	['rap', 'disco']
Hans Bouffmyhre	['techno', 'minimal', 'techno', 'techno', 'house music', 'techno', 'minimal', 'techno', 'minimal']
Harry Klein	[]
Heimat	['hip hop']
Hive	['indie poptimism', 'indie poptimism', 'indie poptimism']
Hive Audio	[]
Hot Trax	[]
House Floor	[]
Huazee	[]
Isolated Lines	['rap', 'rock', 'techno', 'techno', 'disco']
Italoboyz  Marco Donato	[]
JANK	['alternative emo', 'emo', 'emo', 'indie punk', 'alternative emo', 'emo', 'emo', 'indie punk', 'alternative emo', 'emo', 'emo', 'indie punk']
JOE GALEN	[]
JOHN MAD & NORA	[]
Jackmate	['microhouse', 'rap', 'hip hop', 'house music', 'hip hop', 'house music', 'disco', 'microhouse', 'microhouse']
Jacqui	['jazz christmas', 'jazz', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'jazz christmas', 'jazz', 'jazz christmas', 'jazz']
Jamie Jones	['disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'techno', 'techno', 'techno', 'house music', 'disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'techno', 'disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'techno']
Jayda G	['rap', 'disco']
Jeremy Underground	[]
Jimi Jules	['rap', 'disco']
Joachim Spieth	['rap', 'disco']
Joe Maker	['techno', 'techno', 'techno']
John Talabot	['electronic rock', 'balearic', 'bass music', 'post-disco', 'electronic', 'house music', 'indie r&b', 'electronic rock', 'microhouse', 'techno', 'electronic rock', 'electronic rock', 'balearic', 'bass music', 'post-disco', 'electronic', 'house music', 'indie r&b', 'electronic rock', 'microhouse', 'techno', 'electronic rock', 'electronic rock', 'balearic', 'bass music', 'post-disco', 'electronic', 'house music', 'indie r&b', 'electronic rock', 'microhouse', 'techno', 'electronic rock']
Johny Blaze	[]
Joker	['crunk', 'trap', 'hip hop', 'trap', 'crunk', 'trap', 'hip hop', 'trap', 'crunk', 'trap', 'hip hop', 'trap']
Julien Aubert	[]
Jus Deelax	['techno', 'techno', 'techno']
Jutzi	[]
KENT	['trap', 'trap', 'trap']
KK3D	[]
KRAFTECK	['techno', 'techno', 'techno']
Kalabrese	['house music', 'microhouse', 'house music', 'microhouse', 'house music', 'microhouse']
Kellerkind	['disco', 'deep', 'deep', 'house music', 'house music', 'techno', 'techno', 'house music', 'disco', 'house music', 'disco', 'deep', 'deep', 'house music', 'disco', 'deep', 'deep', 'house music']
Kevin Shala	['techno', 'techno']
Kiasmos	['ambient', 'house music', 'electronic', 'icelandic pop', 'microhouse', 'techno', 'rap', 'ambient', 'disco', 'ambient', 'house music', 'electronic', 'icelandic pop', 'microhouse', 'techno', 'ambient', 'house music', 'electronic', 'icelandic pop', 'microhouse', 'techno']
King Arthur	['big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'house music', 'big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'house music', 'big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'house music']
Kiril Bikov	[]
KlangfabriK	['techno', 'techno', 'house music', 'disco']
Knut	['mathcore', 'metalcore', 'post-metal', 'metal', 'mathcore', 'metalcore', 'post-metal', 'metal', 'mathcore', 'metalcore', 'post-metal', 'metal']
Knut2010	[]
Kollektiv Ost	['house music', 'rap', 'hip hop', 'disco', 'house music', 'house music']
Konvex 1	[]
Konvex 2	[]
Kopfkino 3D	[]
Krenzlin	['rap', 'techno', 'techno', 'disco']
Krizzli	['rap', 'disco']
LAMPENFIEBER	[]
LARS LINDENBERG	[]
LUKAS FREUDENBERGER	[]
LUKII	[]
La Fleur	['rap', 'hip hop', 'techno', 'techno', 'house music', 'disco']
Laolu	['rap', 'techno', 'techno', 'house music', 'disco']
Laurent Garnier	['house music', 'techno', 'electronic', 'microhouse', 'techno', 'house music', 'techno', 'rap', 'hip hop', 'hip hop', 'techno', 'techno', 'house music', 'disco', 'house music', 'techno', 'electronic', 'microhouse', 'techno', 'house music', 'techno', 'house music', 'techno', 'electronic', 'microhouse', 'techno', 'house music', 'techno']
Le Bérger	[]
Lee Van Dowski	['techno', 'techno', 'house music', 'rap', 'hip hop', 'hip hop', 'rock', 'techno', 'techno', 'ambient', 'disco', 'techno', 'techno', 'house music', 'techno', 'techno', 'house music']
Lejuste	[]
Lesničar	[]
Lexer	['house music', 'deep', 'groove room', 'house music', 'rap', 'disco', 'house music', 'deep', 'groove room', 'house music', 'house music', 'deep', 'groove room', 'house music']
Lineup	[]
Lineup Indoor  Mainfloor	[]
Lineup Open Air	[]
Ling & Mexx	[]
Local Support	[]
London	['classical', 'classical', 'orchestral', 'soundtrack', 'classical', 'classical', 'orchestral', 'soundtrack', 'classical', 'classical', 'orchestral', 'soundtrack']
Lost Heritage live	[]
Lost at	[]
Louie Cut	['techno', 'minimal', 'techno', 'minimal', 'techno', 'minimal']
Lui Young	['rap', 'techno', 'techno', 'disco']
Luis Roza	[]
Lukii	[]
Lützenkirchen	['techno', 'techno', 'house music', 'techno', 'techno', 'house music', 'techno', 'techno', 'house music']
MAKA	[]
MANDY	['pop', 'europop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'pop', 'pop', 'pop', 'rap', 'hip hop', 'techno', 'techno', 'house music', 'disco', 'pop', 'europop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'pop', 'pop', 'pop', 'pop', 'europop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'pop', 'pop', 'pop']
MAUVE	[]
MDR	[]
ME & her	['rap', 'rap', 'trap']
MM	['banda', 'regional mexican pop', 'techno', 'techno', 'banda', 'regional mexican pop', 'banda', 'regional mexican pop']
MORGANJ	[]
Maceo Plex	['disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'house music']
Madwave	[]
Magicstone	[]
Makau AND FILAFERRO	[]
Mano Le Tough	['disco', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music']
Marcel Dettmann	['techno', 'techno', 'house music', 'microhouse', 'dub', 'minimal', 'techno', 'house music', 'house music', 'techno', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'techno', 'techno', 'house music', 'microhouse', 'dub', 'minimal', 'techno', 'house music', 'house music', 'techno', 'techno', 'techno', 'house music', 'microhouse', 'dub', 'minimal', 'techno', 'house music', 'house music', 'techno']
Marcel Heese	['rap', 'techno', 'techno', 'house music', 'disco']
Marcel Vivo aka mrrox	[]
Marco Di Natale	[]
Marco Faraone	['techno', 'rap', 'hip hop', 'hip hop', 'techno', 'techno', 'house music', 'disco', 'techno', 'techno']
Marco Resmann	['techno', 'techno', 'techno']
Marcos Del Sol	[]
Marcos del Sol	[]
Mareena	[]
Marika Rossa	['rap', 'hip hop', 'techno', 'techno', 'house music', 'disco']
Marina	['pop', 'indie poptimism', 'metropopolis', 'pop', 'pop', 'pop', 'indie poptimism', 'metropopolis', 'pop', 'pop', 'pop', 'indie poptimism', 'metropopolis', 'pop', 'pop']
Marion K	[]
Markus Kenel	['house music', 'rap', 'rock', 'disco', 'house music', 'house music']
MatJoe	['disco', 'deep', 'deep', 'techno', 'groove', 'house music', 'techno', 'house music', 'disco', 'deep', 'deep', 'techno', 'groove', 'house music', 'techno', 'house music', 'disco', 'deep', 'deep', 'techno', 'groove', 'house music', 'techno', 'house music']
Maurer & Toepfer	[]
Maya Jane Coles	['disco', 'house music', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'dub', 'rap', 'hip hop', 'hip hop', 'techno', 'techno', 'house music', 'disco', 'house music', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'house music', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music']
Me Dro	[]
Meerganglied	[]
Melchior	['garage pop', 'punk blues', 'garage pop', 'punk blues', 'garage pop', 'punk blues']
Michael Seelenruhig	[]
Mike Väth	[]
Miniload	[]
Mira b2b Chris Schwarzwälder	[]
Mirko Loko	['techno', 'techno', 'techno']
Mischkultur	[]
Miss Jools	['techno', 'rap', 'disco', 'techno', 'techno']
Miss Peel	[]
Mobilee  Zurich	[]
Moinsen	[]
Monaberry	[]
Morard	[]
Morgan Button	[]
Mother Recordings  DE	[]
Motor City Drum Ensemble	['house music', 'disco', 'house music', 'deep', 'techno', 'disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'house music', 'deep', 'techno', 'disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'house music', 'deep', 'techno', 'disco', 'house music', 'microhouse', 'techno', 'techno']
Mucho Stylez	['rap', 'techno', 'techno', 'disco']
Mueller	['broadway', 'hollywood', 'show tunes', 'broadway', 'hollywood', 'show tunes', 'broadway', 'hollywood', 'show tunes']
Munich	['choral', 'classical', 'classical', 'classical', 'opera', 'orchestral', 'romantic', 'violin', 'choral', 'classical', 'classical', 'classical', 'opera', 'orchestral', 'romantic', 'violin', 'choral', 'classical', 'classical', 'classical', 'opera', 'orchestral', 'romantic', 'violin']
Muri	[]
NED ONEAL	[]
NESHA	[]
Nader	['rap', 'techno', 'idm', 'techno', 'disco']
Ned O Neal	[]
Nektar	['rock', 'canterbury scene', 'jazz fusion', 'rock', 'neo-progressive', 'progressive', 'rock', 'psychedelic', 'electronic rock', 'rock', 'rock', 'canterbury scene', 'jazz fusion', 'rock', 'neo-progressive', 'progressive', 'rock', 'psychedelic', 'electronic rock', 'rock', 'rock', 'canterbury scene', 'jazz fusion', 'rock', 'neo-progressive', 'progressive', 'rock', 'psychedelic', 'electronic rock', 'rock']
Nemok6	[]
Neutronix	[]
Nici Faerber	['hip hop']
Nicola Koch b2b Peter Szanto	[]
Nicola Noir	[]
Nicolas Duvoisin	['rap', 'disco']
Nicolas Haelg	['house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Nik dj	[]
Nikola Kotevski	[]
Nikolaj Tange Lange	[]
Nina Kraviz	['disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'techno', 'disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'techno', 'disco', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'techno']
Nina Nana	[]
Ninette	[]
Nkelo Live	[]
Oli Allen	[]
Oliver K	['re:techno', 'hip hop', 'hip hop', 'hip hop', 'techno', 'house music', 're:techno', 're:techno']
Opuswerk	['techno', 'dub', 'rap', 'drum and bass', 'techno', 'disco', 'techno', 'techno']
Orsett	[]
Otto Knows	['big room', 'pop', 'big', 'deep', 'deep', 'edm', 'house music', 'pop', 'house music', 'house music', 'pop', 'house music', 'big room', 'pop', 'big', 'deep', 'deep', 'edm', 'house music', 'pop', 'house music', 'house music', 'pop', 'house music', 'big room', 'pop', 'big', 'deep', 'deep', 'edm', 'house music', 'pop', 'house music', 'house music', 'pop', 'house music']
PHILLIP INÄBNIT	[]
Pablo Einzig	['techno', 'techno']
Pacman	['trap', 'trap', 'trap']
Patrick Podage	['groove room', 'disco', 'groove room', 'groove room']
Pawlikowski	['classic polish pop', 'classic polish pop', 'classic polish pop']
Peer Kusiv	['house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Permanent Triangle	[]
Peter Schumann	['rap', 'hip hop', 'house music', 'disco']
Pfeffy	[]
Philip G Cifuentes	[]
Piratenkind	[]
Pixelpunks	[]
Plassix	[]
Poker Flat	[]
Profondo	[]
Proud	[]
Qebeq	[]
Quan	['trap', 'rap', 'trap', 'rap', 'hip hop', 'rap', 'rap', 'hip hop', 'trap', 'trap', 'rap', 'trap', 'rap', 'hip hop', 'rap', 'rap', 'hip hop', 'trap', 'trap', 'rap', 'trap', 'rap', 'hip hop', 'rap', 'rap', 'hip hop', 'trap']
RICO LOCO	[]
RINO	['rap', 'dirty', 'rap', 'rap', 'dirty', 'rap', 'rap', 'dirty', 'rap']
RJR	[]
Radro	[]
Radro & DANIEL MARRONE	[]
Raphael Dincsoy	['rap', 'hip hop', 'techno', 'techno', 'disco']
Raw Vox	[]
Razha	[]
Reber	['rap', 'house music', 'disco', 'house music']
Reklok live	[]
Rennie Røyma & Kåre Kyl	[]
Reto Ardour	['techno', 'techno', 'house music']
Rich vom Dorf	[]
Rick Even	[]
Rico Rausch	[]
Rico Rausch b2b Der Dirigent	[]
Rico Rausch b2b der Dirigent	[]
Ripperton b2b Deetron	[]
Robel	[]
Robin & The Sidekick	['rap']
Robin Schulz	['house music', 'edm', 'pop', 'house music', 'rap', 'house music', 'techno', 'house music', 'house music', 'house music', 'edm', 'pop', 'house music', 'house music', 'edm', 'pop', 'house music']
Rodri	[]
Rolf Saxer	['rap', 'disco']
Roman Flügel	['balearic', 'bass music', 'house music', 'techno', 'electronic', 'house music', 'fluxwork', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'techno', 'balearic', 'bass music', 'house music', 'techno', 'electronic', 'house music', 'fluxwork', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'techno', 'balearic', 'bass music', 'house music', 'techno', 'electronic', 'house music', 'fluxwork', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'techno']
Romano Rapeso	['techno', 'techno']
Ruede Hagelstein	['house music', 'deep', 'techno', 'microhouse', 'techno', 'techno', 'house music', 'rap', 'rock', 'techno', 'techno', 'house music', 'disco', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'techno', 'house music']
Rusconi	[]
Rødhåd	['techno', 'dub', 'techno', 'techno', 'techno', 'dub', 'techno', 'techno', 'techno', 'dub', 'techno', 'techno']
SK Supreme  Zurich	[]
SONABZ	[]
Sabb	['techno', 'deep', 'rap', 'disco', 'techno', 'deep', 'techno', 'deep']
Sandro Falletta  Colludo rec  Salidamusic	[]
Sav Manganaro	[]
Saved	['anthem worship', 'anthem worship', 'anthem worship']
Saved  Switzerland	[]
Sebastian Groth	['techno', 'rap', 'techno', 'techno', 'house music', 'disco', 'techno', 'techno']
Sentiment	[]
Serge	['cabaret', 'chanson', 'techno', 'techno', 'house music', 'disco', 'cabaret', 'chanson', 'cabaret', 'chanson']
Seth Troxler	['disco', 'microhouse', 'techno', 'techno', 'house music', 'hip hop', 'disco', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'microhouse', 'techno', 'techno', 'house music']
Several Definitions	['house music', 'rap', 'disco', 'house music', 'house music']
Shahira	[]
Shimono	[]
Silvision	['rap', 'techno', 'techno', 'disco']
Simpig	['dub', 'uk garage', 'rap', 'house music', 'disco']
Simply Simon	[]
