	[]
Digitaline	['techno', 'techno', 'techno', 'techno']
Digitaline  cadenza  lausanne  CH	[]
Digitalis	['dub', 'dub', 'dub']
Dimitri	['big room', 'big', 'edm', 'house music', 'house music', 'house music', 'big room', 'big', 'edm', 'house music', 'house music', 'house music', 'big room', 'big', 'edm', 'house music', 'house music', 'house music']
Dino Amas	[]
Dino Pergola & Gusto	[]
Dirty Channels	['rap', 'disco']
Dirty Doering	['house music', 'deep', 'rap', 'disco', 'hip hop', 'house music', 'deep', 'house music', 'deep']
Dirty Flav	[]
Disco	['emo', 'pop punk', 'vegas indie', 'emo', 'pop punk', 'vegas indie', 'emo', 'pop punk', 'vegas indie']
Disco & Tanzstube	[]
Disco Channel	[]
Disco HalalBerlin	[]
Disco mit Mute DrumnBass	[]
Disco mit Stil vor Talent	[]
DiscoD	[]
Diskomurder	[]
District2	[]
Divided	[]
Divinity	[]
Dixon	['soundtrack', 'house music', 'rock', 'techno', 'house music', 'breakbeat', 'techno', 'disco', 'hip hop', 'soundtrack', 'soundtrack']
Dj Alastair Electroradio  Cube	[]
Dj Anthony Vega	[]
Dj Flo	[]
Dj Guz	['techno', 'techno']
Dj Magicstorm	[]
Dj Mia Kaltes	[]
Dj Michael T Fresh	[]
Dj Never Die	['hardcore', 'rap', 'techno', 'techno', 'disco']
Dj Never Die & NICOB	['rap']
Dj Noise	[]
Dj Phil	[]
Dj Puma	[]
Dj Robr	[]
Dj Skaos	[]
Dj Tony Big	[]
Djebali	['techno', 'house music', 'house music', 'techno', 'techno']
Djeniz  WaldgeflÃ¼ster	[]
Djeniz  Waldgeflüster	[]
Djs Bob Rock	[]
Doeasy Rec	[]
Dominik Auderset Schallrausch	[]
Dominik Burkhalter  drums	[]
Dominik Eulberg	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Dominik Eulberg  Cocoon	[]
Dominik Trieb  Suberplastic ag	[]
Don Dario	['house music', 'house music', 'hip hop', 'techno', 'techno', 'house music', 'disco']
Don Ramon	['argentine reggae', 'house music', 'rap', 'techno', 'techno', 'disco', 'argentine reggae', 'argentine reggae']
Don Ramon  Friedas BÃ¼xe	[]
Don Ramon  Friedas Büxe	[]
Don Tetris	[]
Don Tetris  subsTANZ be	[]
Doomwork	['techno', 'house music', 'rap', 'hip hop', 'techno', 'techno', 'techno', 'techno']
Dottore Monkey Jam  Cube	[]
Doublescore	[]
DoubtingThomas	['rap', 'techno', 'disco']
DrPsyche	[]
Dragosh	['techno', 'techno', 'techno']
Drea	[]
Dreiklang	[]
Dreksler & Haerle	[]
Dreksler&Haerle	[]
Dreksler&Haerle live  elektrostubete be	[]
Drilon	['opm', 'opm', 'opm']
Drumcode	[]
Dub Tales  Off Mind rec be	[]
DubNoir	[]
Dubfire	['disco', 'deep', 'deep', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'techno', 'house music', 'rap', 'techno', 'techno', 'disco', 'disco', 'deep', 'deep', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'techno', 'disco', 'deep', 'deep', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'techno']
Dubokaj	[]
Dubspeeka	[]
Dubvadsion	[]
Duskid	[]
Dust 21	[]
Dustin Zahn	['techno', 'techno', 'techno']
Dynamics	[]
Dzann	[]
DÃ¼rerstuben	['house music', 'house music', 'house music']
Dürerstuben	['house music', 'house music', 'house music']
E	['pop', 'pop', 'pop']
EMERSON	['choral', 'classical', 'classical', 'classical', 'classical', 'orchestral', 'string quartet', 'violin', 'choral', 'classical', 'classical', 'classical', 'classical', 'orchestral', 'string quartet', 'violin', 'choral', 'classical', 'classical', 'classical', 'classical', 'orchestral', 'string quartet', 'violin']
Eazy M	['rap', 'house music', 'house music', 'disco', 'hip hop']
Echo 106	['house music', 'house music', 'house music']
Ed Luis	[]
Ed Luis vs Albi	[]
Edward	['chamber pop', 'pop', 'folk', 'indie', 'indie', 'indie', 'stomp and holler', 'rap', 'disco', 'chamber pop', 'pop', 'folk', 'indie', 'indie', 'indie', 'stomp and holler', 'chamber pop', 'pop', 'folk', 'indie', 'indie', 'indie', 'stomp and holler']
Edward Ean	['techno', 'house music', 'techno']
Ein wachsendes Netzwerk in Sachen Künstler elektronischer Musik Qualität vor Quantität  ein Produkt	[]
Einzelkind	['techno', 'disco', 'house music', 'techno', 'rap', 'techno', 'techno']
Einzig & Faerber	['rap']
Ekkohaus	['techno', 'techno', 'house music', 'techno', 'techno', 'techno']
El Alusinante	[]
El Grego	[]
El Rey	[]
Electrofraise	[]
Electromcfly	['disco', 'rap']
Electroradio Crew Alastair & Houserockers	[]
Elektroschneider	[]
Eli Verveine	['hip hop', 'techno', 'techno', 'disco']
Eli Verveine  scandal   switzerland	[]
Elliot Eastwick	[]
Elvis Cassetta	['house music', 'house music', 'rap', 'disco']
Emanuel Satie	['disco', 'house music', 'techno', 'house music', 'disco', 'house music', 'techno', 'house music', 'disco', 'house music', 'techno', 'house music']
Emanuele Errante	['nu age', 'warm drone', 'nu age', 'warm drone', 'nu age', 'warm drone']
Emanuele Inglese	[]
Emanuele de Raymondi	[]
Emely& Scum	[]
Emendy	['rap']
Eminor	[]
Emix	['rap', 'techno', 'techno', 'disco']
Emmanuel K	[]
England	['rock', 'mellow gold', 'rock', 'rock', 'mellow gold', 'rock', 'rock', 'mellow gold', 'rock']
Enterbt	[]
Enzo Lo Conte	[]
Enzo Siragusa	['techno', 'house music', 'techno', 'hip hop', 'jungle']
Equinox	['drumfunk', 'slavic metal', 'drumfunk', 'slavic metal', 'drumfunk', 'slavic metal']
Erase	['bay area indie', 'no wave', 'rock', 'post-punk', 'riot grrrl', 'bay area indie', 'no wave', 'rock', 'post-punk', 'riot grrrl', 'bay area indie', 'no wave', 'rock', 'post-punk', 'riot grrrl']
Erhalder	[]
Eric Borgo	['rap', 'house music', 'techno', 'house music', 'techno', 'disco']
EricP	[]
Erol Alkan	['house music', 'hip hop', 'rock', 'rap', 'hip hop', 'techno', 'techno', 'disco']
Escargot with	[]
Eskimo Live	[]
Eurokai	[]
Even Tuell	[]
Everest on TT	[]
Evolent	['hip hop']
Extrawelt	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Ezikiel	['jungle', 'techno', 'rap', 'techno', 'techno', 'dub', 'disco']
Ezikiel  DekaDance	[]
Ezikiel  Unite ZÃ¼rich	[]
Ezikiel  Unite Zürich	[]
F	['baroque', 'classical', 'classical', 'romantic', 'baroque', 'classical', 'classical', 'romantic', 'baroque', 'classical', 'classical', 'romantic']
FABRI	[]
FABRI MUSIQ	[]
FABRIZIO DI SANDRO	[]
FABRi	[]
FD	['deep liquid bass', 'rap', 'techno', 'techno', 'disco', 'jungle', 'deep liquid bass', 'deep liquid bass']
FERY	[]
FLEXIBELLE bern	[]
FR	[]
FRANK SICCARDI	[]
FREAKBOUTIQUE	[]
FREAKY FUNKY BEER DOZE	[]
FRED 34m2 lausanne	[]
FREIBERG elektrostubete bern	[]
FRENCH FRIES	['bass music', 'techno', 'house music', 'bass music', 'techno', 'house music', 'bass music', 'techno', 'house music']
Fabio Alampit	[]
Fabio Dante	[]
Fabio Florido	['rap', 'house music', 'techno', 'house music', 'techno', 'disco']
Fabr	[]
Fabri	[]
Face Design	[]
Fact	[]
Falda	[]
Falling in Love EP	[]
False Friends	[]
Fat Sushi	['rap', 'house music', 'techno', 'house music', 'techno', 'disco']
Faul	['house music', 'house music', 'house music']
Feldermelder	[]
Felipe Valenzuela	['techno', 'house music', 'techno']
Felix KrÃ¶cher	['schranz', 'schranz', 'schranz']
Felix Kröcher	['schranz', 'schranz', 'schranz']
Felix Kröcher Abstract	[]
Felxibelle	[]
Feodor	['deep opera', 'deep opera', 'deep opera']
Fernando Lagreca	['dub', 'rap', 'disco', 'dub', 'dub']
Fictionizer	[]
Filewile	['rock', 'rock', 'rock']
Fingathing	['ninja', 'nu jazz', 'downtempo', 'turntablism', 'ninja', 'nu jazz', 'downtempo', 'turntablism', 'ninja', 'nu jazz', 'downtempo', 'turntablism']
Finnebassen	['disco', 'deep', 'groove room', 'house music', 'house music', 'house music', 'house music', 'hip hop', 'rap', 'disco', 'disco', 'deep', 'groove room', 'house music', 'house music', 'disco', 'deep', 'groove room', 'house music', 'house music']
Fis	['bass music', 'fluxwork', 'mandible', 'house music', 'bass music', 'fluxwork', 'mandible', 'house music', 'bass music', 'fluxwork', 'mandible', 'house music']
Fitzgerald & Rimini	[]
Five Club	['finnish pop', 'rock', 'finnish pop', 'rock', 'finnish pop', 'rock']
Flappers	[]
Flash	['hip hop', 'electro', 'rap', 'hardcore', 'hip hop', 'hip hop', 'rap', 'turntablism', 'hip hop', 'electro', 'rap', 'hardcore', 'hip hop', 'hip hop', 'rap', 'turntablism', 'hip hop', 'electro', 'rap', 'hardcore', 'hip hop', 'hip hop', 'rap', 'turntablism']
Flavio	['channel pop', 'channel pop', 'channel pop']
Flexibelle	[]
FlicFlac	['house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Floor 1  Intec Digital	[]
Floor 2  Intec Digital	[]
Floor 3  clrnet	[]
Floppy Funk	[]
Fortyone Rec	[]
Francesco Ballato	[]
Francesco Parla	[]
Francis Mallo	[]
Frango	['hip hop', 'techno']
Frango sirion bern	[]
Frank Vespari	[]
Frankfurt	[]
Franky Fourfingers	[]
Fred Licci	[]
Freiberg	[]
Freiburg	['choral', 'classical', 'classical', 'classical', 'consort', 'harpsichord', 'orchestral', 'romantic', 'violin', 'choral', 'classical', 'classical', 'classical', 'consort', 'harpsichord', 'orchestral', 'romantic', 'violin', 'choral', 'classical', 'classical', 'classical', 'consort', 'harpsichord', 'orchestral', 'romantic', 'violin']
Freitag 06042012	[]
Friedas Neffe	[]
Fritz Kalkbrenner	['house music', 'deep', 'deep', 'german', 'techno', 'house music', 'house music', 'house music', 'hip hop', 'hip hop', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'house music', 'deep', 'deep', 'german', 'techno', 'house music', 'house music', 'house music', 'deep', 'deep', 'german', 'techno', 'house music', 'house music']
Fritz Zander	['rap', 'techno', 'house music', 'techno', 'disco', 'hip hop']
Frohlocker	['funky breaks', 'rap', 'disco', 'funky breaks', 'funky breaks']
Frontlin	[]
Fumiya Tanaka	['techno', 'techno', 'techno', 'techno', 'techno', 'techno', 'techno', 'techno', 'techno']
Fuse  Ohm 10	[]
FussgÃ¤nger 9	[]
Fussgänger 9	[]
GForce aka Markus haZe	[]
GIUSEPPE CRUZ	[]
GL Everest	[]
GOGO	['contemporary jazz', 'jazz', 'jazz', 'contemporary jazz', 'jazz', 'jazz', 'contemporary jazz', 'jazz', 'jazz']
GOGO MUSIQ	[]
GRAND PIANORAMAX FT Black Cracker	[]
Gain Tom	[]
Galoppierende Zuversicht	[]
Garance	['techno', 'house music', 'techno', 'hip hop']
Garibovic	['disco', 'rap']
Garibovic BE  DefinitionMusic  Draft	[]
GarÃ§on	[]
Garçon	[]
Gebrüder Ritalin	[]
Germany	['post-disco', 'indie dream pop', 'indie', 'pop', 'shimmer', 'post-disco', 'indie dream pop', 'indie', 'pop', 'shimmer', 'post-disco', 'indie dream pop', 'indie', 'pop', 'shimmer']
Geronimo  Flinke Finger	[]
Get Physical	[]
GhostlyUS	[]
Giacomo Lombardo	[]
Gianni Callipari	['rap', 'disco']
Giardino Unplugged with	[]
Gimmick Rec	[]
Gin Tonic Soundsystem	[]
Giom	['rap', 'house music', 'house music', 'disco']
Girl	['mashup', 'mashup', 'mashup']
Giulia Paradiso	['hardcore']
Gleichschritt	[]
Gleischschritt	[]
Gogo	['contemporary jazz', 'jazz', 'jazz', 'contemporary jazz', 'jazz', 'jazz', 'contemporary jazz', 'jazz', 'jazz']
Golani Bros	[]
Gomorra	['techno']
Grant Nelson	['uk garage', 'house music', 'hardcore', 'house music', 'breakbeat', 'hip hop', 'rock', 'rap', 'hip hop', 'disco', 'uk garage', 'uk garage']
Gravina	['techno']
Gravina & Omar	['rap']
Gravina & omar	['rap']
Green Velvet	['disco', 'house music', 'techno', 'house music', 'techno', 'house music', 'house music', 'disco', 'house music', 'techno', 'house music', 'techno', 'disco', 'house music', 'techno', 'house music', 'techno']
Greg Beato	['house music', 'rap', 'disco', 'house music', 'house music']
Gregor Tresher	['house music', 'deep', 'deep', 'techno', 'techno', 'microhouse', 'minimal', 'techno', 'house music', 'techno', 'rap', 'disco', 'house music', 'deep', 'deep', 'techno', 'techno', 'microhouse', 'minimal', 'techno', 'house music', 'techno', 'house music', 'deep', 'deep', 'techno', 'techno', 'microhouse', 'minimal', 'techno', 'house music', 'techno']
Grndloop Agency	[]
Guts Pie Earshot	[]
Guyus	['uk garage', 'uk garage', 'uk garage', 'dub']
Guze	[]
Guzy	[]
Gynesh Bakir	[]
HANZ BEATER tanz	[]
HEIDI	['contemporary country', 'country', 'country', 'country', 'country', 'disco', 'techno', 'house music', 'techno', 'hip hop', 'rap', 'contemporary country', 'country', 'country', 'country', 'country', 'contemporary country', 'country', 'country', 'country', 'country']
HENRY Riton SMITHSON	[]
HERMANSSON & MARTINEZ	[]
HOBO	[]
HOSH	['disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music']
HOSH  Diynamic Rec	[]
HVOB	['house music', 'deep', 'techno', 'house music', 'house music', 'house music', 'deep', 'techno', 'house music', 'house music', 'house music', 'deep', 'techno', 'house music', 'house music']
Haiir	[]
Hamburg	[]
Haneef Raisani	[]
Hansim GlÃ¼ck	[]
Hansim Glück	[]
Hashman Deejay	[]
Hatti Vatti	['uk garage', 'substep', 'uk garage', 'substep', 'uk garage', 'substep']
Heartthrob  mnus  paris  F	[]
Hector	['boogaloo', 'cumbia', 'jazz christmas', 'mambo', 'merengue', 'salsa', 'tropical', 'christmas', 'rap', 'rock', 'techno', 'house music', 'techno', 'disco', 'hip hop', 'boogaloo', 'cumbia', 'jazz christmas', 'mambo', 'merengue', 'salsa', 'tropical', 'christmas', 'boogaloo', 'cumbia', 'jazz christmas', 'mambo', 'merengue', 'salsa', 'tropical', 'christmas']
Heiko	['coverchill', 'coverchill', 'coverchill']
Heiko MSO	['house music', 'disco', 'techno', 'house music', 'techno', 'rap']
Helder	['house music', 'house music', 'techno', 'techno', 'disco']
Helios & Hess	[]
Henry Clausen	[]
Henry Pass	[]
Henry Sure  Friedas BÃ¼xe ZÃ¼rich	[]
Henry Sure  Friedas Büxe Zürich	[]
Hermanez	['rap', 'techno', 'house music', 'techno', 'disco']
Herodot	['rap', 'disco']
Herr MÃ¼ller	[]
Herr Müller	[]
HerzblutEdinburgh	[]
Herzschwester	['house music', 'hip hop', 'techno', 'techno']
Herzschwester & Thom Nagy	['house music', 'rap', 'hip hop', 'techno', 'techno']
HighLive	[]
HighLive & Gravina	['rap']
Highgrade	['jump up', 'jump up', 'jump up']
Highgrade Afterparty	[]
Hinterhof	[]
Hinterhof Bar	[]
Hito	['techno', 'techno', 'hip hop']
Honoree	['house music', 'rap', 'techno', 'techno']
Horizontal  Chile	[]
Hos & Pacoco	[]
Hot Waves	[]
House	[]
House & Tech House	[]
House Rockers Electroradio  Cube	[]
Huazee	[]
Huerco S	['ambient', 'bass music', 'drone', 'techno', 'escape room', 'house music', 'fluxwork', 'fourth world', 'indie r&b', 'mandible', 'microhouse', 'minimal', 'house music', 'vaporwave', 'ambient', 'bass music', 'drone', 'techno', 'escape room', 'house music', 'fluxwork', 'fourth world', 'indie r&b', 'mandible', 'microhouse', 'minimal', 'house music', 'vaporwave', 'ambient', 'bass music', 'drone', 'techno', 'escape room', 'house music', 'fluxwork', 'fourth world', 'indie r&b', 'mandible', 'microhouse', 'minimal', 'house music', 'vaporwave']
Hug & Schiemann	[]
Human Garden Records	[]
Husky	['deep australian indie', 'house music', 'house music', 'rock', 'rap', 'disco', 'deep australian indie', 'deep australian indie']
Hyrez	['disco', 'rap']
I	['hip hop', 'rap', 'hardcore', 'hip hop', 'hip hop', 'pop', 'rap', 'hip hop', 'trap', 'hip hop', 'rap', 'hardcore', 'hip hop', 'hip hop', 'pop', 'rap', 'hip hop', 'trap', 'hip hop', 'rap', 'hardcore', 'hip hop', 'hip hop', 'pop', 'rap', 'hip hop', 'trap']
IDLE HANDSBRISTOL	[]
IT	['crunk', 'rap', 'trap', 'rap', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'crunk', 'rap', 'trap', 'rap', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'crunk', 'rap', 'trap', 'rap', 'rap', 'rap', 'hip hop', 'trap', 'hip hop']
ITALY	[]
Ich & Du	[]
Ill Dubio	[]
Ingo Boss	['disco', 'dub', 'house music', 'hip hop', 'rap']
Ink	['pop', 'trap', 'hip hop', 'pop', 'pop', 'r&b', 'rap', 'hip hop', 'trap', 'pop', 'trap', 'hip hop', 'pop', 'pop', 'r&b', 'rap', 'hip hop', 'trap', 'pop', 'trap', 'hip hop', 'pop', 'pop', 'r&b', 'rap', 'hip hop', 'trap']
Ink aka Nik	[]
Installations and guided tours through the botanic garden by	[]
Italien	[]
Italy	[]
Ivan Alvarez	[]
JAMES MC HALLE tanzkarrusell bern	[]
JAUSS  CRASH DELAY	[]
JAVI MUNOZ	[]
JD	['funk', 'jump blues', 'blues', 'new americana', 'rock', 'rockabilly', 'soul', 'funk', 'jump blues', 'blues', 'new americana', 'rock', 'rockabilly', 'soul', 'funk', 'jump blues', 'blues', 'new americana', 'rock', 'rockabilly', 'soul']
JEAN BAPTISTE	['baroque', 'classical', 'early music', 'renaissance', 'baroque', 'classical', 'early music', 'renaissance', 'baroque', 'classical', 'early music', 'renaissance']
JEUDI Records	[]
JOHN PLAYER 7b zürich	[]
JP Chronic Ibiza	[]
JUNKSOUND MOVEMENT	[]
JWalk	[]
Jack Jenson	[]
Jack Norris	[]
Jackathon  London	[]
Jacqui  MiniShake Music  Sion	[]
Jael	[]
Jam Janiro	[]
James Lavelle	['electronic rock', 'hip hop', 'hip hop', 'disco']
James Mc Hale	[]
James Mc Hale b2b Mia	[]
James Taylor	['adult standards', 'rock', 'folk', 'folk', 'folk', 'mellow gold', 'rock', 'rock', 'rock', 'singer-songwriter', 'rock', 'folk', 'adult standards', 'rock', 'folk', 'folk', 'folk', 'mellow gold', 'rock', 'rock', 'rock', 'singer-songwriter', 'rock', 'folk', 'adult standards', 'rock', 'folk', 'folk', 'folk', 'mellow gold', 'rock', 'rock', 'rock', 'singer-songwriter', 'rock', 'folk']
Jamie Shar	['house music', 'techno', 'techno']
Jan Penarrubia	['rap', 'techno', 'techno', 'disco']
Jan Penarrubia BE  Off Mind	[]
Jaser Mushkolaj	[]
Jauss	[]
Jax	['house music', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Jaxon	[]
Jay Joe	[]
JayJo	[]
Jazz T	['hip hop', 'hip hop', 'hip hop']
Jeem Collins	['techno', 'house music', 'techno', 'disco']
Jeem Collins Feection	[]
Jeff Mills	['house music', 'hardcore', 'rock', 'rap', 'techno', 'techno', 'disco']
Jehst	['uk garage', 'uk garage', 'hip hop', 'uk garage', 'uk garage', 'hip hop', 'uk garage', 'uk garage', 'hip hop']
Jen Morris	[]
Jennifer Cardini	['microhouse', 'techno', 'techno', 'disco', 'disco', 'downtempo', 'hip hop', 'microhouse', 'microhouse']
Jeremy De Koste	['house music', 'rap', 'disco', 'house music', 'house music']
Jeremy P Caulfield pres UNIT  dumb unit	[]
Jerry Joxx	[]
Jessica Diaz	[]
Jim Rivers	['house music', 'house music', 'rock', 'rap', 'hip hop', 'techno', 'techno', 'disco']
Jimi Jules	['rap', 'disco']
Joachim Pastor	['house music', 'deep', 'deep', 'techno', 'house music', 'disco', 'house music', 'deep', 'deep', 'techno', 'house music', 'house music', 'deep', 'deep', 'techno', 'house music']
Joe Feretti	[]
Joe T Vannelli STAR DJ	[]
Joel Brites	[]
Joel Mull	['techno', 'rap', 'techno', 'techno', 'disco', 'techno', 'techno']
Joel Ruck	[]
John Clats	[]
John Daly	[]
John Deere	['house music', 'house music', 'hip hop']
John Dimas	['rap', 'house music', 'techno', 'disco']
John Haden	[]
John Power	[]
Johnny Haway	[]
Jon Donson	['disco', 'techno', 'techno']
Jon Donson burgdorf	[]
Jon Rundell	['house music', 'rap', 'techno', 'techno']
Jonn Melchiat	['rap']
Joop Junior	['rock', 'rap', 'hip hop', 'techno', 'techno', 'disco']
Joram	['disco']
Jose De Divina	[]
Josh Wink	['house music', 'techno', 'techno', 'house music', 'techno', 'rap', 'techno', 'downtempo', 'techno', 'techno', 'house music', 'techno', 'techno', 'house music', 'techno', 'house music', 'techno', 'techno', 'house music', 'techno']
JosÃ¨ Parra	['cante flamenco', 'flamenco', 'cante flamenco', 'flamenco', 'cante flamenco', 'flamenco']
Josè Parra	['cante flamenco', 'flamenco', 'cante flamenco', 'flamenco', 'cante flamenco', 'flamenco']
Joèl Ruck	[]
Jubairo	[]
Juen	[]
Julian Jeweil	['techno', 'techno', 'techno', 'house music', 'techno', 'house music', 'techno', 'techno', 'techno', 'techno', 'techno', 'techno', 'house music', 'techno', 'house music', 'techno', 'techno', 'techno', 'techno', 'house music', 'techno', 'house music', 'techno']
Juliano Lopez	['rap', 'disco']
Julius Abel	['house music', 'house music', 'house music']
JuniorC	[]
Junksound live	[]
Justice Rivah feat Iyah Ranx	[]
Justin Robertson	['house music', 'rock', 'rap', 'hip hop', 'electronica', 'disco']
Jutzi	[]
Jutzi  subsTANZ be	[]
Jutzi & Don Tetris	[]
Juzz	['rap', 'disco']
Jyx	[]
KKToy	[]
KRamba	[]
KW32	[]
Ka & Ge	[]
Kadebostan & Laolu	['rap']
Kahuna	['breakbeat', 'breakbeat', 'electronic', 'downtempo', 'breakbeat', 'breakbeat', 'electronic', 'downtempo', 'breakbeat', 'breakbeat', 'electronic', 'downtempo']
Kalabrese	['house music', 'microhouse', 'house music', 'microhouse', 'house music', 'microhouse']
Kalabrese  stattmusik  switzerland	[]
Kalabrese perlon zürich	[]
Kamil Pawel	[]
Kantarik	['hip hop']
Karan Shah	['techno', 'techno']
Karl Gustav	[]
Karl Tonschänder	[]
Karotte	['techno', 'techno', 'house music', 'techno', 'techno', 'house music', 'techno', 'techno', 'house music']
Kassem Mosse	['bass music', 'techno', 'techno', 'house music', 'fluxwork', 'mandible', 'microhouse', 'dub', 'techno', 'house music', 'techno', 'bass music', 'techno', 'techno', 'house music', 'fluxwork', 'mandible', 'microhouse', 'dub', 'techno', 'house music', 'techno', 'bass music', 'techno', 'techno', 'house music', 'fluxwork', 'mandible', 'microhouse', 'dub', 'techno', 'house music', 'techno']
Katermukke	[]
KatermukkeBerlin	[]
Kaylee	[]
Keen	['alternative country', 'country', 'country', 'country', 'folk', 'folk', 'new americana', 'country', 'rock', 'rock', 'texas', 'country', 'alternative country', 'country', 'country', 'country', 'folk', 'folk', 'new americana', 'country', 'rock', 'rock', 'texas', 'country', 'alternative country', 'country', 'country', 'country', 'folk', 'folk', 'new americana', 'country', 'rock', 'rock', 'texas', 'country']
Keinemusik	[]
Kellerkind	['disco', 'deep', 'deep', 'house music', 'house music', 'house music', 'house music', 'techno', 'techno', 'disco', 'disco', 'deep', 'deep', 'house music', 'disco', 'deep', 'deep', 'house music']
Kellerkind  stil vor talent  bern	[]
Ken Wan	['rap', 'house music', 'house music', 'disco']
Kenny Ground	['rap', 'house music', 'rock', 'house music', 'techno', 'disco']
Kenny Larkin	['house music', 'house music', 'techno', 'electro', 'techno', 'techno', 'ambient', 'house music', 'rap', 'techno', 'techno', 'house music', 'disco', 'house music', 'house music', 'techno', 'electro', 'techno', 'techno', 'house music', 'house music', 'techno', 'electro', 'techno', 'techno']
Ketchup	[]
Kev the Head	[]
Khainz	['progressive psytrance', 'disco', 'hip hop', 'rap', 'progressive psytrance', 'progressive psytrance']
Kim Prevedello	['rap', 'house music', 'disco', 'hip hop', 'hip hop']
Kittie	['alternative metal', 'metal', 'metal', 'industrial music', 'industrial music', 'melodic metalcore', 'metalcore', 'metal', 'rap', 'rap', 'alternative metal', 'metal', 'metal', 'industrial music', 'industrial music', 'melodic metalcore', 'metalcore', 'metal', 'rap', 'rap', 'alternative metal', 'metal', 'metal', 'industrial music', 'industrial music', 'melodic metalcore', 'metalcore', 'metal', 'rap', 'rap']
Klang	['disco', 'rap']
Klangkosmetiker	['rock', 'rap', 'disco']
Klangwelt  Geneve	[]
Klaudia Gawlas Abstract	[]
Klockwork	['electronic rock', 'electronic rock', 'electronic rock']
Kms	['techno', 'techno', 'techno', 'techno', 'techno', 'techno']
KnÃ¤ckebrÃ¶d	[]
Knäckebröd	[]
Koko Chanel	[]
Kolbe	[]
Kollektiv Turmstrasse	['disco', 'deep', 'deep', 'techno', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'house music', 'downtempo', 'hip hop', 'rap', 'hip hop', 'techno', 'electronica', 'techno', 'disco', 'disco', 'deep', 'deep', 'techno', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'disco', 'deep', 'deep', 'techno', 'microhouse', 'techno', 'techno', 'house music', 'house music']
KompaktSão Paulo	[]
Komplex Klub	[]
Kong Rec	[]
Konverter	[]
Kopenhagen	[]
Kornél Kovács	['balearic', 'house music', 'fluxwork', 'microhouse', 'house music', 'balearic', 'house music', 'fluxwork', 'microhouse', 'house music', 'balearic', 'house music', 'fluxwork', 'microhouse', 'house music']
Kortex	[]
Kowton	['bass music', 'house music', 'fluxwork', 'uk garage', 'house music', 'rap', 'disco', 'bass music', 'house music', 'fluxwork', 'uk garage', 'house music', 'bass music', 'house music', 'fluxwork', 'uk garage', 'house music']
Krafty Kuts	['breakbeat', 'breakbeat', 'breakbeat', 'hip hop', 'hip hop', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'breakbeat', 'breakbeat', 'breakbeat', 'breakbeat', 'breakbeat', 'breakbeat']
Kruse & NÃ¼rnberg	[]
Kruse & Nürnberg	[]
Kultig	[]
Kyrill & Redford	['groove room', 'groove room', 'groove room']
KÃ¥re Kyl	[]
KÃ¶nig Balthasar	[]
Kåre Kyl	[]
König Balthasar	[]
LA LUCIOLE	[]
LABO M	[]
LAD	['rap', 'disco', 'hardcore', 'electronica']
LAIN  techno merveilleuse	[]
LCAW	['house music', 'house music', 'house music']
LIME	['disco', 'freestyle', 'post-disco', 'disco', 'freestyle', 'post-disco', 'disco', 'freestyle', 'post-disco']
LIVE	['christian christmas', 'world worship', 'worship', 'christian christmas', 'world worship', 'worship', 'christian christmas', 'world worship', 'worship']
LOKD  Basel	[]
LONE	['acoustic pop', 'deep new americana', 'pop', 'folk', 'indiecoustica', 'new', 'stomp and holler', 'rap', 'disco', 'acoustic pop', 'deep new americana', 'pop', 'folk', 'indiecoustica', 'new', 'stomp and holler', 'acoustic pop', 'deep new americana', 'pop', 'folk', 'indiecoustica', 'new', 'stomp and holler']
LOUH	[]
LS & Massuro Takashi	[]
LUCA BERTO	[]
La Vitamina	[]
Lain	[]
Lampert	[]
Laolu	['rap', 'techno', 'house music', 'techno', 'disco']
Laps and more	[]
Lara Valentina	[]
Laris Alexander	[]
