	[]
Alci	['bolero', 'classic colombian pop', 'cumbia', 'merengue', 'salsa', 'vallenato', 'rap', 'techno', 'techno', 'disco', 'bolero', 'classic colombian pop', 'cumbia', 'merengue', 'salsa', 'vallenato', 'bolero', 'classic colombian pop', 'cumbia', 'merengue', 'salsa', 'vallenato']
Alec Trusk	['disco']
Alek X	['techno', 'techno', 'hip hop']
Ales	[]
Alex Celler	['techno', 'techno', 'house music', 'techno', 'techno', 'techno']
Alex Dallas	[]
Alex Flatner	['techno', 'house music', 'techno', 'techno']
Alex Kostik Teknologik Rec	[]
Alex Neri	['chill lounge', 'house music', 'chill lounge', 'chill lounge']
Alex T Rauch	[]
Alexandre Navarro	['abstract', 'abstract', 'abstract']
Alladin K	[]
Alphatronic live	[]
Amaro	['reggaeton', 'reggaeton', 'reggaeton', 'reggaeton', 'reggaeton', 'reggaeton']
Ambivalent	['techno', 'house music', 'techno', 'techno', 'techno', 'house music', 'techno', 'house music']
Amelie	['disco', 'rap']
Amiant	[]
Amine Edge & DANCE	['rap', 'house music', 'house music', 'disco']
AmsterdamNL	[]
An den Decks	[]
AnGy KoRe	['techno', 'minimal', 'hip hop', 'techno', 'hardstyle', 'techno', 'disco', 'techno', 'minimal', 'techno', 'minimal']
Anatol  cosili  P45  zurich  CH	[]
And Hazel	[]
AndHazel	[]
Andaloop	['rap', 'disco']
Andhim	['disco', 'deep', 'deep', 'house music', 'techno', 'techno', 'house music', 'house music', 'rap', 'techno', 'disco', 'disco', 'deep', 'deep', 'house music', 'techno', 'techno', 'house music', 'house music', 'disco', 'deep', 'deep', 'house music', 'techno', 'techno', 'house music', 'house music']
Andre	['rap', 'techno', 'house music', 'techno', 'disco']
Andre Jimenez	[]
Andrea Oliva	['disco', 'house music', 'techno', 'techno', 'house music', 'rap', 'hip hop', 'disco', 'disco', 'house music', 'techno', 'techno', 'house music', 'disco', 'house music', 'techno', 'techno', 'house music']
Andreas Ramos	['disco']
Andri	['house music', 'deep', 'ambient', 'rock', 'rap', 'techno', 'techno', 'disco', 'house music', 'deep', 'house music', 'deep']
Android muziq	[]
AndrÃ©s Marcos	[]
André Lodemann	['techno', 'techno', 'techno']
Andrés Marcos	[]
Andy Catana	['house music', 'disco', 'dub', 'techno', 'house music', 'techno', 'rap']
Andy Dee	['hardcore', 'hardcore', 'hardcore']
Andy Katz	[]
Andy Purden	[]
Anek	['house music', 'house music']
Angelica Fravi	[]
Angemi	['deep big room', 'deep big room', 'deep big room']
Angy Dee	[]
Animal Trainer	['house music', 'deep', 'house music', 'deep', 'house music', 'deep']
Anja Schneider  mobilee  berlin  D	[]
Anthik	['rap', 'house music', 'house music', 'disco']
Anthony Naples	['bass music', 'house music', 'house music', 'fluxwork', 'house music', 'rap', 'dub', 'disco', 'bass music', 'house music', 'house music', 'fluxwork', 'house music', 'bass music', 'house music', 'house music', 'fluxwork', 'house music']
Apollonia	[]
Archie Hamilton	['techno', 'house music', 'techno']
Ariol & Pawlikowski	[]
Arnika	[]
Aromamusic	[]
Art & Weise	[]
Asic	[]
Association Specimen EventBookingLabel	[]
Aston Martinez	[]
Atomita	[]
Audino	[]
Audiofly	['disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'hip hop', 'house music', 'techno', 'rap', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music']
Audiologism	[]
Audion	['techno', 'uk garage', 'house music', 'techno', 'techno']
Audionatica  Gon Records zh	[]
Audionatica Gon Records	[]
Audiovisual techno set	[]
Aula magna	[]
Autonome Essenz	[]
Ayhasca Ernesto	[]
Azabeats	['hip hop', 'hip hop', 'hip hop']
BANOPROD	[]
BAROZ  elektrostubete	[]
BBC Radio1	[]
BE	['rock', 'anti-folk', 'comic', 'rock', 'rock', 'indie christmas', 'permanent wave', 'christmas', 'pop', 'zolo', 'rock', 'anti-folk', 'comic', 'rock', 'rock', 'indie christmas', 'permanent wave', 'christmas', 'pop', 'zolo', 'rock', 'anti-folk', 'comic', 'rock', 'rock', 'indie christmas', 'permanent wave', 'christmas', 'pop', 'zolo']
BE  Finefood Records	[]
BE  Legend Club  Ohm10  djanthonyvegacom 1030  1200 Play Time	[]
BE  Ohm10  Tunnelenergych	[]
BOMB DISPOSAL SQUAD RITCHIE PITCH	[]
BOOGIE JACK & NAT	[]
BORN  BassOnRepeatNetwork	[]
BPitch  UK	[]
BROUQADE	[]
BS	[]
BUQS	[]
Baalsaal	[]
Bach	['baroque', 'classical', 'classical', 'romantic', 'baroque', 'classical', 'classical', 'romantic', 'baroque', 'classical', 'classical', 'romantic']
Back2Back Mr Jonk and DJ Schield	[]
Backspin Boys	[]
Bakermat	['house music', 'deep', 'edm', 'house music', 'techno', 'house music', 'house music', 'house music', 'deep', 'edm', 'house music', 'techno', 'house music', 'house music', 'deep', 'edm', 'house music', 'techno', 'house music']
Balance Alliance	[]
Bambounou	['bass music', 'techno', 'bass music', 'techno', 'bass music', 'techno']
Bang Goes	[]
Bar25	[]
Barcelona	['acoustic pop', 'dreamo', 'acoustic pop', 'dreamo', 'acoustic pop', 'dreamo']
Bardo	['dream pop', 'drone', 'experimental', 'experimental', 'freak folk', 'japanese psychedelic', 'rock', 'rock', 'psychedelic', 'new weird america', 'no wave', 'pop', 'noise', 'nu gaze', 'rock', 'shoegaze', 'slow core', 'electronic rock', 'dream pop', 'drone', 'experimental', 'experimental', 'freak folk', 'japanese psychedelic', 'rock', 'rock', 'psychedelic', 'new weird america', 'no wave', 'pop', 'noise', 'nu gaze', 'rock', 'shoegaze', 'slow core', 'electronic rock', 'dream pop', 'drone', 'experimental', 'experimental', 'freak folk', 'japanese psychedelic', 'rock', 'rock', 'psychedelic', 'new weird america', 'no wave', 'pop', 'noise', 'nu gaze', 'rock', 'shoegaze', 'slow core', 'electronic rock']
Barem	['techno', 'techno', 'house music', 'disco', 'dub', 'techno', 'rock', 'house music', 'techno', 'rap', 'techno', 'techno', 'techno', 'techno']
Bari	['trap', 'disco', 'rap', 'trap', 'trap']
Barker & Baumecker	['techno', 'house music', 'dub', 'house music', 'techno', 'techno', 'techno', 'house music', 'dub', 'house music', 'techno', 'house music', 'dub', 'house music']
Bas Ibellini	[]
Basel	['consort', 'consort', 'consort']
BassbÃ¼ro	[]
Bassbüro	[]
Bassforscher	[]
Bassjackers	['trap', 'big room', 'uk garage', 'big', 'house music', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'tracestep', 'house music', 'trap', 'big room', 'uk garage', 'big', 'house music', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'tracestep', 'house music', 'trap', 'big room', 'uk garage', 'big', 'house music', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'tracestep', 'house music']
Bassport	[]
Baumeister	[]
Beda	['disco', 'rap']
Beda  DekaDance	[]
Belair	[]
Bella Sarris	[]
BellaBerlin	[]
Ben Kaczor	['rap', 'disco']
Ben Parris  foundsound  baltimore  USA	[]
Ben Parris  more TBA	[]
Ben UFO	['house music', 'dub', 'uk garage', 'uk garage']
Ben Yoo Suk	[]
Benja	[]
Benjamin	['alternative metal', 'alternative', 'metal', 'pop punk', 'post-grunge', 'rap', 'alternative metal', 'alternative', 'metal', 'pop punk', 'post-grunge', 'rap', 'alternative metal', 'alternative', 'metal', 'pop punk', 'post-grunge', 'rap']
Benjamin Damage	['bass music', 'house music', 'uk garage', 'dub', 'house music', 'jungle', 'house music', 'rap', 'techno', 'techno', 'disco', 'bass music', 'house music', 'uk garage', 'dub', 'house music', 'bass music', 'house music', 'uk garage', 'dub', 'house music']
Benno Blome	['house music', 'rap', 'dub', 'disco']
Benotmane	['house music', 'house music', 'house music']
Berlin	['big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'trance music', 'trance', 'house music', 'trance music', 'big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'trance music', 'trance', 'house music', 'trance music', 'big room', 'big', 'deep', 'edm', 'house music', 'house music', 'house music', 'trance music', 'trance', 'house music', 'trance music']
BerlinJapan	[]
Bern	[]
Bernardo Zitto & Roberto Splendini	[]
Betoko	['disco', 'deep', 'groove room', 'house music', 'techno', 'house music', 'rap', 'trap', 'techno', 'disco', 'disco', 'deep', 'groove room', 'house music', 'techno', 'house music', 'disco', 'deep', 'groove room', 'house music', 'techno', 'house music']
Bfly Steiner	['house music', 'techno']
Bfly Steiner and friends	[]
BigenericMarco Repetto	[]
Bio & Larkian & Les Poissons Autistes	[]
Bird	['rock', 'anti-folk', 'chamber pop', 'chicago indie', 'folk', 'folk', 'folk', 'indie', 'indie', 'indie', 'indie', 'melancholia', 'neo-psychedelic', 'new americana', 'pop', 'singer-songwriter', 'slow core', 'stomp and holler', 'rock', 'anti-folk', 'chamber pop', 'chicago indie', 'folk', 'folk', 'folk', 'indie', 'indie', 'indie', 'indie', 'melancholia', 'neo-psychedelic', 'new americana', 'pop', 'singer-songwriter', 'slow core', 'stomp and holler', 'rock', 'anti-folk', 'chamber pop', 'chicago indie', 'folk', 'folk', 'folk', 'indie', 'indie', 'indie', 'indie', 'melancholia', 'neo-psychedelic', 'new americana', 'pop', 'singer-songwriter', 'slow core', 'stomp and holler']
Bird  sirion  Bern	[]
Bishop & Goldberg	[]
BitTuner	[]
BitTuner live	[]
Bjoerng	[]
Black Coffee	['house music', 'house music', 'house music', 'house music', 'hip hop', 'techno', 'house music', 'house music', 'house music', 'house music']
Black Cracker  spoken words	[]
BlackCat	[]
Blaqq & Whyd	[]
Bleepsequence	[]
Bloody Mary	['rap', 'techno', 'house music', 'techno', 'disco']
Bogota	['cumbia', 'rock', 'cumbia', 'rock', 'cumbia', 'rock']
Bohnenblust	[]
Bonny & Clyde	[]
Booka Shade	['electronic rock', 'disco', 'deep', 'house music', 'deep', 'electronic', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'house music', 'house music', 'rock', 'rap', 'hip hop', 'disco', 'electronic rock', 'disco', 'deep', 'house music', 'deep', 'electronic', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'house music', 'electronic rock', 'disco', 'deep', 'house music', 'deep', 'electronic', 'techno', 'house music', 'microhouse', 'techno', 'house music', 'house music']
Borderline	['antiviral pop', 'antiviral pop', 'antiviral pop']
Boris Werner	['techno', 'house music', 'hip hop', 'techno', 'house music', 'techno', 'hip hop', 'hip hop', 'techno', 'techno']
BoyAn	['rap', 'house music', 'house music', 'techno', 'disco']
BoyAn  Fery  Diese Jungs brillieren	[]
BoyoomConnective	[]
Bradd  cafe mambo	[]
Brainstorm  ohm 10n tunnelenergych	[]
Brian Burger	['techno', 'techno', 'techno', 'disco', 'techno', 'techno']
Brian Sanhaji	['house music', 'hip hop', 'hip hop', 'hip hop', 'techno', 'techno', 'dub', 'disco']
Britta Arnold	['house music', 'deep', 'rap', 'techno', 'techno', 'disco', 'house music', 'deep', 'house music', 'deep']
BrokenEnglishManchester	[]
Bruderherz	[]
Bryan Black aka Black Asteroid	[]
Budenzauber	[]
Bugsy	['disco', 'techno', 'house music', 'techno']
Bunga Bunga	['indonesian pop', 'indonesian pop', 'indonesian pop']
Bunny Over Money	[]
Butane  alphahouse  st louis  USA	[]
Butch	['neo mellow', 'rock', 'rap', 'techno', 'house music', 'techno', 'disco', 'hip hop', 'neo mellow', 'rock', 'neo mellow', 'rock']
C Forza	[]
CARI	[]
CEZAR	['rap', 'techno', 'house music', 'techno', 'disco', 'techno']
CH	[]
CHRIS LOUD	[]
CHRISTOPHER S	[]
CITYCAT	[]
CITYFOX	[]
CLAUDIO MAURMO	[]
CLIFF	['reggae', 'reggae', 'soul', 'reggae', 'reggae', 'soul', 'reggae', 'reggae', 'soul']
CRIS ALLEGRO	[]
CYLS	[]
CYRIL LEGER	[]
Cadenza LausanneBerlin	[]
Calado	[]
Camea	['rap', 'house music', 'house music', 'rock', 'techno', 'house music', 'techno', 'disco']
Canson	['house music', 'techno', 'techno', 'house music', 'house music']
Canson  handheld  zurich  CH	[]
Cantina Brothers	[]
Carl Cox	['house music', 'techno', 'schranz', 'house music', 'techno', 'jungle', 'house music', 'house music', 'hardcore', 'house music', 'hip hop', 'hip hop', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'house music', 'techno', 'schranz', 'house music', 'techno', 'house music', 'techno', 'schranz', 'house music', 'techno']
Carlos Russo	['house music']
Carola Pisaturo	[]
Caru Brown	[]
Central Rodeo	['rap', 'house music', 'techno', 'disco']
CepheÃ¬	[]
Cepheì	[]
Cessman	['uk garage', 'uk garage', 'uk garage']
Channel X	['house music', 'hardcore', 'house music', 'house music', 'hardcore', 'house music', 'house music', 'hardcore', 'house music']
Charles Bohmann	[]
Charlie Gold	[]
Chaton  plak records  geneva  CH	[]
Cheeky Choice ZÃ¼rich	[]
Cheeky Choice Zürich	[]
Cheers	['rock', 'shimmer pop', 'rock', 'shimmer pop', 'rock', 'shimmer pop']
Chez Damier	['house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Chicago	['deep indie r&b', 'deep', 'escape room', 'hip hop', 'indie', 'neo soul', 'pop', 'r&b', 'rap', 'soul', 'hip hop', 'hip hop', 'urban contemporary', 'deep indie r&b', 'deep', 'escape room', 'hip hop', 'indie', 'neo soul', 'pop', 'r&b', 'rap', 'soul', 'hip hop', 'hip hop', 'urban contemporary', 'deep indie r&b', 'deep', 'escape room', 'hip hop', 'indie', 'neo soul', 'pop', 'r&b', 'rap', 'soul', 'hip hop', 'hip hop', 'urban contemporary']
Chicco Green	[]
Chien Andalou	[]
Chinny	[]
Chris Carrier	['house music', 'techno', 'rap', 'techno', 'house music', 'techno', 'disco', 'hip hop', 'hip hop', 'house music', 'techno', 'house music', 'techno']
Chris De Rebel	[]
Chris Dubflow	['ambient', 'ambient', 'ambient']
Chris Liebing	['techno', 'techno', 'schranz', 'techno', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'techno', 'techno', 'schranz', 'techno', 'techno', 'techno', 'schranz', 'techno']
Chris Loud	[]
Chris Rockwell	['disco', 'techno', 'rock', 'house music', 'techno', 'rap']
Chris SchwarzwÃ¤lder	[]
Chris Schwarzwälder	[]
Chris Tietjen	['disco', 'rap']
Chris Tietjen GER  cocoonnet  Frankfurt	[]
Christian Burkhardt	['techno', 'dub', 'techno', 'techno', 'techno', 'techno']
Christian Burkhardt live	[]
Christian&Raphaël	['rap', 'house music']
Cio	[]
Circle	['alternative metal', 'alternative', 'funk', 'metal', 'post-grunge', 'rap', 'rap', 'rock', 'alternative metal', 'alternative', 'funk', 'metal', 'post-grunge', 'rap', 'rap', 'rock', 'alternative metal', 'alternative', 'funk', 'metal', 'post-grunge', 'rap', 'rap', 'rock']
Circumflux	[]
Cityfox	[]
Cityfox  ZÃ¼rich	[]
Cityfox  Zürich	[]
Clats	[]
Claudio Carrera	[]
ClekClekBoom	[]
Clem	['ambient', 'nu age', 'jungle', 'hip hop', 'disco', 'rock', 'hip hop', 'hip hop', 'rap', 'ambient', 'nu age', 'ambient', 'nu age']
Click  Click	['emo', 'neo mellow', 'pop christmas', 'pop', 'pop', 'pop', 'pop', 'punk', 'pop', 'emo', 'neo mellow', 'pop christmas', 'pop', 'pop', 'pop', 'pop', 'punk', 'pop', 'emo', 'neo mellow', 'pop christmas', 'pop', 'pop', 'pop', 'pop', 'punk', 'pop']
Click Box	['disco', 'techno', 'house music', 'techno', 'rap']
Clink	[]
Clique of Two	[]
Clv	[]
Cobeia	['rock', 'dub', 'disco', 'hip hop']
Cocoon	['chanson', 'chanson', 'chanson']
CocoonZürich	[]
Colours Audio	[]
Como Damar	[]
Corin	[]
Correspondant	[]
Cosili & Gabriel Roth	[]
Craig Richards  Fabric London	[]
Cristian Tamborrini	['house music', 'house music', 'house music', 'electronica', 'house music']
Cristian Varel	[]
Crossworld Records	[]
Crowdpleaser	['techno', 'techno', 'techno']
Crux	['oi', 'oi', 'oi']
Cubex	['house music', 'house music', 'techno']
Cutkachi	['uk garage', 'uk garage', 'uk garage']
CÃ©cile	[]
Cécile	[]
D	['alternative metal', 'alternative', 'rock', 'comic', 'heavy christmas', 'post-grunge', 'rock', 'alternative metal', 'alternative', 'rock', 'comic', 'heavy christmas', 'post-grunge', 'rock', 'alternative metal', 'alternative', 'rock', 'comic', 'heavy christmas', 'post-grunge', 'rock']
D Cosmo	[]
D Lewis	['rock', 'rap', 'techno', 'techno', 'post-disco', 'disco']
DARREN LAWS	[]
DAVE WALKER	[]
DAVID MORENO	[]
DE	['banda', 'grupera', 'norteno', 'regional mexican', 'banda', 'grupera', 'norteno', 'regional mexican', 'banda', 'grupera', 'norteno', 'regional mexican']
DEJAN	[]
DEJAN  Cityfox ZÃ¼rich	[]
DEJAN  Cityfox Zürich	[]
DEJAN cityfox zürich	[]
DELAYED PROJECT	[]
DINKY	['disco', 'ambient', 'techno', 'house music', 'techno', 'rap']
DIRTY FLAV	[]
DISCO DAVE jackpoint zürich	[]
DIncise	['abstract', 'abstract', 'abstract']
DJ	['trap', 'house music', 'trap', 'house music', 'trap', 'house music']
DJ BOOBY	[]
DJ Devcon	[]
DJ Dub	['dub']
DJ EPI	[]
DJ Fab	['techno', 'techno']
DJ Fuse	['rap', 'hip hop', 'house music', 'disco', 'hip hop', 'hip hop']
DJ Headstorm	[]
DJ Hell	['electronic rock', 'electronic rock', 'electronic rock']
DJ Hirpus	[]
DJ Jay Sanders	[]
DJ JooLs	[]
DJ Junior	[]
DJ Kev the Head	[]
DJ Koze  kompakt  germany	[]
DJ Larson	[]
DJ Le Baron	['rap', 'disco']
DJ Le Roi	['house music', 'house music', 'hip hop', 'hip hop', 'rap', 'hip hop', 'disco']
DJ Little Miss	[]
DJ Marky & XRS	['drum and bass', 'drum and bass', 'rap', 'disco', 'drum and bass', 'drum and bass', 'drum and bass', 'drum and bass']
DJ Ombres	[]
DJ PAD	[]
DJ Phil	[]
DJ QOOL MARV	[]
DJ SAM	[]
DJ Sassy J	[]
DJ Tiago CORTEZ   DJ FURITEC AKA PASCAL PROSPER	[]
DJ Tony Big	[]
DJ Yoda	['breakbeat', 'ninja', 'downtempo', 'turntablism', 'breakbeat', 'ninja', 'downtempo', 'turntablism', 'breakbeat', 'ninja', 'downtempo', 'turntablism']
DJ Zimmbi	[]
DJLINEUP	[]
DJs	['new jack swing', 'new jack swing', 'new jack swing']
DJs Chic Brown	[]
DLM	['rock', 'rock', 'rock']
DOG	['rock', 'chamber pop', 'folk christmas', 'folk', 'folk', 'rock', 'christmas', 'indie', 'indie', 'indie', 'electronic rock', 'lo-fi', 'modern blues', 'neo-psychedelic', 'new americana', 'pop', 'singer-songwriter', 'stomp and holler', 'rock', 'chamber pop', 'folk christmas', 'folk', 'folk', 'rock', 'christmas', 'indie', 'indie', 'indie', 'electronic rock', 'lo-fi', 'modern blues', 'neo-psychedelic', 'new americana', 'pop', 'singer-songwriter', 'stomp and holler', 'rock', 'chamber pop', 'folk christmas', 'folk', 'folk', 'rock', 'christmas', 'indie', 'indie', 'indie', 'electronic rock', 'lo-fi', 'modern blues', 'neo-psychedelic', 'new americana', 'pop', 'singer-songwriter', 'stomp and holler']
DVS1	['techno', 'dub', 'techno', 'techno', 'dub', 'techno', 'techno', 'dub', 'techno']
DVW & Marc Feldmann	['rap']
DVW & Marc Feldmann  Trinidad	['rap']
Dada Life	['big room', 'uk garage', 'uk garage', 'big', 'disco', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'house music', 'big room', 'uk garage', 'uk garage', 'big', 'disco', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'house music', 'big room', 'uk garage', 'uk garage', 'big', 'disco', 'edm', 'house music', 'trap', 'house music', 'house music', 'house music', 'house music', 'house music']
Daegon	[]
Damián Schwartz	[]
Dan Ghenacia	['rock', 'techno', 'house music', 'techno']
Dandy Jack	['disco', 'techno', 'hip hop', 'techno', 'hip hop', 'rap']
Dani Castillo algo Mas Duro Barcelone	[]
Dani Nydegger	[]
Daniel Dreier	['techno', 'disco', 'dub', 'techno', 'hip hop', 'house music', 'techno', 'hip hop', 'rap', 'techno', 'techno']
Daniel Steinberg	['disco', 'deep', 'deep', 'deep', 'minimal', 'techno', 'house music', 'rap', 'house music', 'rock', 'techno', 'house music', 'dub', 'techno', 'disco', 'disco', 'deep', 'deep', 'deep', 'minimal', 'techno', 'house music', 'disco', 'deep', 'deep', 'deep', 'minimal', 'techno', 'house music']
Danielson & Norbertto	[]
Danielson & norbertto	[]
Danielson vs norbertto	[]
Danny Coleman	[]
Danny Faber	['disco', 'techno', 'techno', 'rap']
Dantze	[]
Daparec	['techno', 'techno']
Dapayk	['house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'rap', 'techno', 'trap', 'techno', 'disco', 'techno', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music', 'house music', 'deep', 'techno', 'microhouse', 'techno', 'house music']
Dario DAttis	['rap', 'disco']
Dario Zenker	['techno', 'trance music', 'disco', 'techno', 'house music', 'techno', 'rap', 'techno', 'techno']
Darkening	[]
Darrien	['hardcore', 'hardcore', 'hardcore']
Das Balz	[]
Das Pferd	[]
Das Schiff	[]
Das Volca Massaker Orchester	[]
Dauwalder  NEAT	[]
Dave Gin Tonic	[]
David Armada	['disco', 'rap']
David August	['disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'house music', 'disco', 'deep', 'deep', 'house music', 'microhouse', 'techno', 'techno', 'house music', 'house music']
David Carbone	[]
David Delgado	['ambient', 'house music', 'hip hop', 'rap', 'hip hop', 'techno', 'disco']
David Durango	['techno', 'rap', 'rock', 'house music', 'disco', 'hip hop', 'hip hop', 'techno', 'techno']
David Eye	['house music', 'house music', 'techno', 'house music', 'techno']
David JimÃ©nez	[]
David Jiménez	[]
David Styloso	[]
David Torr	['rap', 'disco']
Davide Squillace	['techno', 'disco', 'ambient', 'techno', 'house music', 'techno', 'rap', 'techno', 'techno']
De La Maso	['rap', 'rock', 'disco']
De La Porter	[]
De La Porter Skorpionkinder Rec  Cube Resident	[]
De La Porter Skorpionkinder RecCube Resident	[]
De La Porter Skorpionkinder Records  Cube Resident  Electroradio	[]
De La PorterRoom RecSK RecCube Resident	[]
Dead Poets	[]
Deadly Avenger	['breakbeat', 'breakbeat', 'breakbeat']
DeeVerso	[]
Deecoy	[]
Deenee Muetr	[]
Deep House	[]
Deep n Dub	[]
Deepwave	[]
Deetron	['house music', 'techno', 'rap', 'techno', 'techno', 'disco', 'house music', 'techno', 'house music', 'techno']
Deetron & Petar Dundov	['rap', 'techno', 'techno', 'techno', 'techno', 'techno', 'techno', 'hip hop', 'rap', 'hip hop']
Definition	['dreamo', 'hardcore', 'screamo', 'rap', 'techno', 'house music', 'techno', 'disco', 'dreamo', 'hardcore', 'screamo', 'dreamo', 'hardcore', 'screamo']
Dejan	[]
DekmantelAmsterdam	[]
Delsin	[]
Demetrio Giannice	['house music', 'hip hop', 'dub', 'house music', 'house music']
Der Effekt	[]
Der Held	[]
Der Schuft	[]
Der Schuft aka Luca de Grandis	[]
Der hut	[]
Derick May	[]
Derrick May	['house music', 'house music', 'techno', 'techno', 'techno', 'ambient', 'house music', 'hardcore', 'rap', 'hip hop', 'techno', 'techno', 'disco', 'house music', 'house music', 'techno', 'techno', 'techno', 'house music', 'house music', 'techno', 'techno', 'techno']
Detroit	[]
Die Antwoord	['rock', 'escape room', 'electronic rock', 'rock', 'escape room', 'electronic rock', 'rock', 'escape room', 'electronic rock']
Die Grimen	[]
Die Grimen & Maty Palc	[]
Dieses Mal besucht uns ein Freund aus Berlin  Marco Effe Seine ImpressParty in Berlin spricht für sich Jeweils Mittwochs beschallt er zusammen mit diversen Künstlern aus verschiedenen Genres den weltweit bekannten Watergate Club	[]
Different Drummer	[]
Difracctive	[]
