	ClubID	ClubName	Address	EventID	EventName	Date	LineUp
0	91125	 Chic Club	Place Centrale, 1003 Lausanne	846563	Boddhi Satva	 04 June 2016 	[' Dd King ', 'Boddhi Satva', ' DJ Emess']
1	91125	 Chic Club	Place Centrale, 1003 Lausanne	590562	Deep House	 24 April 2014 	['UNDFND (CH)', 'Pierre & Jonathan (CH)', 'Rabré (CH)']
