location,event,date,artist
Geneve,JAZZCONTREBAND,2008-10-10,BRAD SHEPIK
Carouge,JAZZCONTREBAND,2008-10-10,GUILLAUME PERRET AND THE ELECTRIC EPIC
Vevey,ROCK N ORGE,2008-10-10,ROCK FM
Lyon,TRANSVOISINES,2008-10-10,KRUGER
