location,event,date,artist,genre
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-11,STING,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-11,MORRISSEY,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-11,HERBIE HANCOCK,
