location,event,date,artist
Lucerne,BLUE BALLS,2016-07-28,THE CORRS
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-28,BLICK BASSY
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-28,CEUX QUI MARCHENT DEBOUT (CQMD)
