location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-12,LOS LOBOS,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-12,LEON BRIDGES,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-12,FOALS,,"(46.4312213, 6.9106799)"
