location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-18,GIANNA NANNINI,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-18,WU TANG CLAN,,"(46.4312213, 6.9106799)"
