location,event,date,artist,genre
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-21,PAUL MEYER,
Geneve,MUSIQUES EN ETE,2013-08-21,FANFARE DU LOUP ORCHESTRA (LE CRI DU SON),
