location,event,date,artist,genre,coordinates
Zurich,CHANSONS EN STOK,2010-09-26,JOSEPH EDGAR,,"(47.3768866, 8.541694)"
Delemont,NOTES D'EQUINOXE,2010-09-26,DEHAI LIU,,"(47.365837, 7.345155500000001)"
Delemont,NOTES D'EQUINOXE,2010-09-26,ERIK MARCHAND,,"(47.365837, 7.345155500000001)"
Delemont,NOTES D'EQUINOXE,2010-09-26,ENSEMBLE BADAKHSHAN,,"(47.365837, 7.345155500000001)"
Delemont,NOTES D'EQUINOXE,2010-09-26,DIVNA LJUBOJEVIC,,"(47.365837, 7.345155500000001)"
