location,event,date,artist
Bale (Basel),THIS IS TIGERR,2012-09-26,TOY
Saint Gallen,THIS IS TIGERR,2012-09-26,JONQUIL
Zurich,THIS IS TIGERR,2012-09-26,CAANDIDES
Zurich,THIS IS TIGERR,2012-09-26,BENJAMIN FRANCIS LEFTWICH
Lyss,THIS IS TIGERR,2012-09-26,GREAT MOUNTAIN FIRE
Luzerne (Luzern),THIS IS TIGERR,2012-09-26,WE WERE EVERGREEN
Lausanne,THIS IS TIGERR,2012-09-26,THE MAGNETIC NORTH
Lausanne,THIS IS TIGERR,2012-09-26,SAINT MICHEL
