location,event,date,artist,genre
Lucerne,BLUE BALLS,2008-07-23,KEB'MO,
Lucerne,BLUE BALLS,2008-07-23,SOHNE / SOEHNE MANNHEIMS,
Geneve,MUSIQUES EN ETE,2008-07-23,LOKUA KANZA,
Nyon,PALEO FESTIVAL,2008-07-23,BONDE DO ROLE,
