location,event,date,artist,genre,coordinates
Zurich,CHANSONS EN STOK,2009-09-20,POLO,,"(47.3768866, 8.541694)"
Lausanne,ELECTROSANNE,2009-09-20,ADDICTIVE TV,,"(46.5196535, 6.6322734)"
Lausanne,ELECTROSANNE,2009-09-20,DON RIMINI,,"(46.5196535, 6.6322734)"
Lausanne,ELECTROSANNE,2009-09-20,ROUND TABLE KNIGHTS,,"(46.5196535, 6.6322734)"
Lausanne,ELECTROSANNE,2009-09-20,BOXCUTTER,,"(46.5196535, 6.6322734)"
Lausanne,ELECTROSANNE,2009-09-20,DIGITAL NATIVES,,"(46.5196535, 6.6322734)"
Lausanne,ELECTROSANNE,2009-09-20,PIERCE,,"(46.5196535, 6.6322734)"
Boncourt,FETE DU BISON & WEEK END COUNTRY,2009-09-20,PAUL MAC BONVIN,,"(47.4960637, 7.0157468)"
Montreux,SEPTEMBRE MUSICAL,2009-09-20,BBC SYMPHONY ORCHESTRA,,"(46.4312213, 6.9106799)"
