location,event,date,artist,genre
Geneve,ANTIGEL,2013-02-07,ZOMBIE ZOMBIE,
Perly-Certoux,ANTIGEL,2013-02-07,BARBOUZE DE CHEZ FIOR,
Collonge Bellerive,ANTIGEL,2013-02-07,INTERZONE / TEYSSOT GAY & ALJARAMANI,
Geneve,ANTIGEL,2013-02-07,LE TRIANGLE DU MONT BLANC,
