location,event,date,artist,genre
Thun,AM SCHLUSS,2011-07-22,KAREYCE FOTSO,
Lucerne,BLUE BALLS,2011-07-22,SOPHIE HUNGER,
Lucerne,BLUE BALLS,2011-07-22,MACY GRAY,
Zurich,LIVE AT SUNSET,2011-07-22,MARC SWAY,
Geneve,MUSIQUES EN ETE,2011-07-22,LES FRANGLAISES,
Nyon,PALEO FESTIVAL,2011-07-22,STROMAE,
