location,event,date,artist,genre
Carouge,ANTIGEL,2016-02-03,BRUCE BRUBAKER,
Satigny,ANTIGEL,2016-02-03,SAM AMIDON,
Geneve,ANTIGEL,2016-02-03,SPOEK MATHAMBO,
