location,event,date,artist,genre
Thonon Les Bains,JAZZCONTREBAND,2010-10-15,ANTOINE BROUZE,
Divonne Les Bains,JAZZCONTREBAND,2010-10-15,IBRAHIM MAALOUF,
Annemasse,JAZZCONTREBAND,2010-10-15,JOE JACKSON,
Saint Claude,JAZZCONTREBAND,2010-10-15,ONJ / ORCHESTRE NATIONAL DE JAZZ,
Nyon,JAZZCONTREBAND,2010-10-15,TUMI (TUMI AND THE VOLUME),
Carouge,JAZZCONTREBAND,2010-10-15,CONTREBAND,
Vevey,ROCK N ORGE,2010-10-15,RECTANGLE,
Zurich,TRUE AS STEEL,2010-10-15,HOLY CROSS,
Villeurbanne,ZIKEMO,2010-10-15,AS DE TREFLE,
