location,event,date,artist,genre
Veytaux,SEPTEMBRE MUSICAL,2011-09-11,DENIS KOZHUKHIN,
Villars,VILLARS DE VIVRE,2011-09-11,LES MANOUCHES TSE TSE,
Villars,VILLARS DE VIVRE,2011-09-11,THIERRY LANG,
