location,event,date,artist
La Chaux du Milieu,CORBAK,2011-06-09,HEIDI HAPPY
Pully,FESTIVAL'ENTRE2,2011-06-09,NARCISSE
Interlaken,GREENFIELD,2011-06-09,SYSTEM OF A DOWN (SOAD)
Montreux,MOTION OPENAIR,2011-06-09,MARTIN SOLVEIG
