location,event,date,artist
Geneve,FESTIVAL DE LA BATIE,2011-09-16,THE AMPLIFETES
Carouge,FESTIVAL DE LA BATIE,2011-09-16,JERRYCAN
Montreux,SEPTEMBRE MUSICAL,2011-09-16,JESUS LOPEZ COBOS
