location,event,date,artist,genre
Geneve,ANTIGEL,2013-02-08,ERIKA STUCKY,
Les Acacias,ANTIGEL,2013-02-08,MODESELEKTOR,
Plan les Ouates,ANTIGEL,2013-02-08,MARC RIBOT,
Geneve,ANTIGEL,2013-02-08,DARIA,
