location,event,date,artist,genre
Lucerne,BLUE BALLS,2012-07-28,ANOHNI (Ex ANTONY AND THE JOHNSONS),
Lucerne,BLUE BALLS,2012-07-28,GENTLEMAN (AND THE EVOLUTION),
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-28,MALCOLM BRAFF,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-28,TIGRAN HAMASYAN,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-28,SOFIE SORMAN,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-28,MALCOLM BRAFF,
Geneve,FETES DE GENEVE,2012-07-28,TWEETERS,
Etziken,OPENAIR ETZIKEN,2012-07-28,BASTIAN BAKER,
