location,event,date,artist,genre
Sion,GUINNESS IRISH FESTIVAL,2006-08-05,RED CARDELL,
Porrentruy,ROCK AIR PORRENTRUY,2006-08-05,RAOUL PETITE,
Geneve,VILLAGE TROPICAL,2006-08-05,CARLOS CAMPOS,
