location,event,date,artist,genre
Chamonix Mont Blanc,JAZZCONTREBAND,2014-10-09,LES MANCHOTS,
Divonne Les Bains,JAZZCONTREBAND,2014-10-09,JUREK,
Lausanne,JAZZCONTREBAND,2014-10-09,JOHN DEAR,
Carouge,JAZZCONTREBAND,2014-10-09,DONALDO FLORES,
