location,event,date,artist,genre
Lausanne,JAZZ ONZE +,2007-10-26,LUCIEN DUBUIS,
Lausanne,JAZZ ONZE +,2007-10-26,TANIA MARIA,
Annecy,JAZZCONTREBAND,2007-10-26,MICHEL WINTSCH,
Geneve,JAZZCONTREBAND,2007-10-26,EDWARD PERRAUD,
Carouge,JAZZCONTREBAND,2007-10-26,WONDER BRASS FACTORY,
