location,event,date,artist
Geneve,ANTIGEL,2011-02-18,PATTI SMITH
Vernier,ANTIGEL,2011-02-18,MATHIAS KADEN
Geneve,LES TRAVERSES MUSICALES,2011-02-18,JULIAN PERRETTA
