location,event,date,artist,genre
Lucerne,BLUE BALLS,2007-07-20,MY NAME IS GEORGE,
Lucerne,BLUE BALLS,2007-07-20,DAMIEN RICE,
Lucerne,BLUE BALLS,2007-07-20,SEAL,
Bern,GURTEN FESTIVAL BERN,2007-07-20,THE PIPETTES,
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-20,DR JOHN & THE NITE TRIPPERS,
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-20,ERIK TRUFFAZ,
Geneve,MUSIQUES EN ETE,2007-07-20,ABAJI,
