location,event,date,artist,genre,coordinates
Zurich,CHANSONS EN STOK,2010-09-24,HK & LES SALTIMBANKS (MAP),,"(47.3768866, 8.541694)"
Delemont,NOTES D'EQUINOXE,2010-09-24,VALLA & SCURATI,,"(47.365837, 7.345155500000001)"
