location,event,date,artist,genre
Fribourg,FESTIVAL INTERNATIONAL DU LIED,2016-08-05,ERIN MORLEY,
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-08-05,MARK LANEGAN,
