location,event,date,artist,genre
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-17,PHILIPPE JAROUSSKY,
Geneve,MUSIQUES EN ETE,2011-08-17,BIBI TANGA,
