location,event,date,artist,genre
Pully,PULLY A L'HEURE DU QUEBEC,2016-06-05,ROBERT CHARLEBOIS,
Pully,PULLY A L'HEURE DU QUEBEC,2016-06-05,NATASHA ST PIER,
