location,event,date,artist,genre
Lausanne,HOLY GROOVE FESTIVAL,2016-10-07,THE MILK,
Sierre,JAZZCONTREBAND,2016-10-07,ONIRICAL BLEND,
Yverdon Les Bains,JAZZCONTREBAND,2016-10-07,LALALA NAPOLI,
Geneve,JAZZCONTREBAND,2016-10-07,ALAIN GUYONNET,
Carouge,JAZZCONTREBAND,2016-10-07,BCONNECTED,
