location,event,date,artist,genre
Cully,LAVAUX CLASSIQUE,2011-06-22,GERARD WYSS,
Cully,LAVAUX CLASSIQUE,2011-06-22,QUATUOR PRAZAK,
Sierre,SISMICS FESTIVAL,2011-06-22,DJ RAMONE,
Sursee,SUMMER SOUND SUISSE,2011-06-22,JAMES BLUNT,
