location,event,date,artist,genre
Le Noirmont,CHANT DU GROS,2012-07-06,BASTIAN BAKER,
Avully,GENA FESTIVAL,2012-07-06,LOS TRES PUNTOS,
Lugano,LUGANO ESTIVAL JAZZ,2012-07-06,DR JOHN & THE NITE TRIPPERS,
Montreux,MONTREUX JAZZ FESTIVAL,2012-07-06,ADRIANA CALCANHOTTO,
Montreux,MONTREUX JAZZ FESTIVAL,2012-07-06,BOBBY WOMACK,
Locarno,MOON AND STARS,2012-07-06,BILLY IDOL,
Geneve,MUSIQUES EN ETE,2012-07-06,ALICE RUSSELL,
Frauenfeld,OPENAIR FRAUENFELD,2012-07-06,PRINZ PI,
Sursee,SUMMER SOUND SUISSE,2012-07-06,MILOW,
