location,event,date,artist,genre
Winterthur,AFRO - PFINGSTEN,2013-05-17,ALPHA BLONDY,
La Chaux du Milieu,CORBAK,2013-05-17,ELEONORE,
Yverdon Les Bains,SWISS PSYCH FEST,2013-05-17,THE FORKS,
